P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
10.45,8.76,20.23,11.71,9.03
5.66,4.48,12.59,7.29,4.95
5.49,5.02,12.6,6.11,5.41
5.05,4.34,12.66,6.48,4.45
4.75,4.37,12.71,6.2,4.48
4.81,4.46,14.43,6.26,4.41
4.83,4.29,12.33,6.33,4.23
4.5,4.23,12.43,6.32,4.48
4.67,4.95,13.99,6.16,4.76
5.25,4.27,12.48,6.24,4.25
5.46,4.06,12.24,7.0,4.45
4.73,4.14,12.47,6.42,4.5
5.58,4.03,12.54,6.36,4.19
4.66,4.3,12.12,6.09,4.21
4.84,4.3,18.35,6.32,4.83
4.82,4.1,12.49,5.96,5.0
4.59,4.53,12.24,6.16,4.31
4.65,4.31,14.5,6.62,4.53
5.65,4.65,12.14,5.9,4.83
5.25,4.72,12.38,5.86,5.7
6.18,4.2,12.04,5.88,4.89
5.03,4.34,12.41,6.18,4.28
4.98,4.14,12.05,6.38,4.69
4.84,4.18,12.18,6.3,4.21
5.14,4.33,12.28,7.14,4.21
5.7,4.67,12.09,6.98,5.18
4.72,4.09,12.4,5.99,4.43
5.34,4.78,12.82,6.97,4.18
4.71,4.44,12.49,6.23,4.51
4.3,4.22,12.3,6.44,4.26
4.3,4.26,12.07,6.17,4.47
4.5,4.44,12.3,5.97,4.76
4.44,4.39,12.05,6.43,4.45
4.78,4.45,12.04,6.13,4.67
4.79,4.82,11.93,6.43,4.43
4.79,4.55,12.87,6.71,5.2
4.83,4.76,12.08,6.2,4.62
4.65,4.38,12.73,6.02,4.75
5.17,4.9,13.28,6.0,4.26
4.59,4.54,12.34,6.34,4.5
4.73,4.15,12.72,7.88,4.94
4.68,4.31,12.53,6.16,4.24
4.92,4.21,12.43,6.28,4.51
4.95,3.99,12.27,8.03,4.27
4.67,4.28,12.34,6.12,4.64
4.72,4.4,12.05,6.08,4.49
4.79,4.07,12.52,6.67,4.29
4.82,4.39,12.36,5.98,4.23
4.49,5.37,12.09,5.81,4.51
4.66,4.47,12.22,5.88,5.17
4.41,4.56,12.35,6.62,4.16
4.3,4.18,12.14,5.85,4.21
4.66,4.34,12.26,6.16,4.62
5.06,4.12,12.08,5.88,4.52
4.3,4.85,12.62,6.25,4.49
4.66,4.43,12.36,7.0,4.51
4.38,4.75,12.14,6.14,5.44
4.36,4.86,12.38,6.03,4.57
4.52,4.39,13.44,6.03,4.58
4.3,4.47,13.71,6.04,5.6
4.84,4.06,12.17,6.31,4.27
4.44,3.9,17.16,6.06,4.18
4.84,4.29,12.52,5.91,4.24
4.97,3.98,13.32,6.41,4.15
4.46,4.01,12.29,6.35,4.39
4.7,4.39,12.36,6.59,4.41
4.46,4.34,12.23,6.89,4.37
4.76,4.64,12.09,6.79,4.66
4.64,4.2,12.04,6.33,4.67
4.81,4.26,12.45,6.16,4.28
4.68,4.05,13.19,6.11,4.14
4.26,5.01,12.3,6.12,4.53
4.39,4.11,12.19,6.75,4.26
4.6,3.94,12.27,6.3,4.5
4.51,4.1,12.32,6.05,4.45
4.24,3.91,12.35,6.4,4.4
4.45,4.04,12.36,6.31,4.42
4.52,3.99,12.28,6.88,4.22
4.4,4.37,13.13,5.91,4.48
4.57,4.27,13.88,5.9,4.79
4.4,4.06,12.56,6.28,4.32
7.56,3.98,13.71,6.04,4.25
4.22,3.96,17.12,5.96,4.45
4.58,4.24,12.68,6.16,4.18
4.54,4.01,13.72,5.97,4.42
4.43,3.97,12.78,6.07,4.93
4.3,4.0,13.64,6.04,4.39
5.05,4.27,18.55,6.18,4.26
4.39,4.01,12.27,6.01,4.26
4.74,4.0,12.57,6.05,4.52
4.37,3.92,13.43,6.46,4.27
4.47,4.83,12.32,6.18,4.53
4.28,4.24,12.8,5.83,4.37
4.74,4.25,12.9,5.97,4.48
4.32,4.28,13.6,6.35,4.62
4.44,3.97,13.02,6.08,4.18
4.64,3.94,12.43,6.32,4.12
4.68,4.01,12.42,6.35,4.5
4.39,4.51,12.45,5.88,4.28
4.85,4.05,12.71,6.14,4.43
4.58,3.96,12.37,6.55,4.48
5.39,4.22,12.43,6.05,4.27
4.69,4.0,12.96,5.89,4.28
4.84,4.25,12.64,6.03,4.51
5.08,4.12,16.73,6.04,4.21
4.9,4.23,13.25,6.33,4.46
4.28,4.01,12.94,6.09,4.26
4.45,4.11,12.51,6.38,4.32
4.71,4.08,12.87,6.84,4.52
4.69,3.96,14.06,6.02,4.47
5.42,4.27,13.8,5.96,5.34
4.42,4.01,14.16,6.74,4.96
4.5,4.15,12.96,6.34,4.48
4.44,4.17,12.62,6.56,4.47
5.2,3.96,13.8,6.52,4.36
5.02,3.95,11.98,6.15,4.43
4.76,4.08,12.9,6.45,4.26
4.47,4.02,12.81,6.21,4.32
4.44,4.31,12.46,5.9,4.43
4.98,4.65,19.16,6.21,4.24
4.31,4.76,12.59,6.21,4.41
4.75,3.94,12.47,6.08,4.38
4.3,4.17,12.05,6.04,4.23
5.44,4.08,12.6,6.12,4.23
4.53,5.2,12.33,5.87,4.42
4.45,4.3,12.13,6.03,4.25
4.53,4.06,13.38,6.0,4.2
4.36,4.12,12.1,6.79,4.79
4.59,4.13,12.51,6.27,4.6
5.54,4.66,15.14,6.06,4.64
4.87,4.21,12.22,6.15,4.36
4.55,4.25,12.41,6.09,4.5
4.83,4.56,12.83,5.96,4.75
4.54,3.97,12.06,5.92,4.26
4.64,4.27,13.87,6.06,4.49
4.44,3.98,12.62,6.87,4.39
4.33,4.21,12.44,6.19,4.65
4.76,4.13,14.07,6.09,4.51
5.96,4.0,12.34,6.11,4.37
4.63,3.9,12.04,6.01,4.22
4.53,4.8,16.52,6.12,4.9
4.81,4.77,12.34,6.6,4.49
4.62,5.3,12.27,6.08,4.25
5.21,4.25,12.89,6.71,4.49
5.54,3.97,12.63,6.08,4.39
4.43,4.08,13.94,6.22,4.68
4.34,4.53,12.91,6.05,4.74
5.03,4.0,14.13,5.96,4.62
4.94,3.94,13.36,5.95,4.49
4.54,3.98,13.46,6.89,4.58
5.46,4.21,12.66,6.12,4.95
5.02,4.27,12.32,6.19,4.55
5.02,4.17,12.07,6.35,4.43
4.75,4.55,12.26,5.91,4.31
4.39,4.0,12.51,6.23,4.2
4.54,3.97,12.16,6.19,4.17
4.41,4.29,12.71,5.87,4.12
4.25,4.23,12.55,6.36,4.44
4.31,4.03,12.11,6.57,4.33
4.29,4.0,12.74,5.86,4.24
4.55,4.83,12.18,6.13,4.47
4.3,4.1,12.51,6.28,4.44
4.23,5.19,12.69,6.07,4.2
4.73,4.23,12.82,6.35,4.63
5.88,4.21,13.08,6.1,4.31
4.38,4.77,12.16,6.68,4.53
4.83,4.21,12.67,5.95,4.46
5.21,4.19,12.91,5.92,4.45
5.15,4.4,13.21,6.08,4.31
4.72,4.32,12.11,6.0,4.44
4.64,4.02,12.27,6.06,4.49
4.42,3.92,11.97,6.07,4.58
5.06,4.31,12.31,6.08,4.3
4.79,4.2,12.73,5.92,4.23
4.44,4.17,12.69,6.31,4.33
4.37,4.03,12.62,6.24,4.36
4.62,4.7,12.89,5.94,4.47
4.75,4.27,12.26,6.19,4.4
5.12,4.24,11.95,6.04,4.26
5.77,4.76,12.09,5.93,4.36
4.64,4.26,12.64,6.17,4.33
5.18,4.49,12.18,6.04,4.37
4.84,4.4,13.69,5.92,4.42
5.0,4.44,12.51,6.1,4.38
4.92,4.11,12.96,6.03,4.19
4.82,5.08,12.41,5.88,4.24
4.6,4.3,13.09,6.2,4.43
4.81,4.42,12.24,6.13,5.26
4.96,4.38,13.89,6.06,4.18
4.65,5.61,13.14,6.58,4.55
7.4,4.71,13.02,5.96,4.5
4.72,4.11,12.48,6.17,4.27
4.51,4.03,12.54,6.63,4.15
4.62,4.54,12.51,5.85,4.18
4.65,4.64,12.36,5.84,4.46
4.79,4.91,12.34,6.18,4.62
4.72,4.5,12.35,5.98,4.23
5.41,3.95,12.35,6.13,4.21
6.24,3.95,12.52,6.6,4.43
4.67,3.96,12.61,6.15,4.19
5.22,4.5,13.05,6.05,4.09
4.72,4.69,12.34,5.96,4.85
4.43,4.47,12.15,6.16,4.25
5.52,4.0,12.32,6.21,4.43
4.5,4.21,12.71,6.69,4.5
