Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
1,8.54,3963.0,,20.23,6735.0,,6.5,6602.0
2,6.5,3963.0,,18.2,6735.0,,4.42,6601.0
3,8.19,3963.0,,15.31,6734.0,,4.28,6602.0
4,6.31,3963.0,,15.2,6734.0,,5.16,6602.0
5,7.85,3963.0,,21.57,6734.0,,6.88,6602.0
6,6.13,3963.0,,22.51,6734.0,,5.92,6601.0
7,6.61,3963.0,,15.27,6734.0,,4.95,6601.0
8,5.99,3963.0,,14.35,6735.0,,4.25,6601.0
9,6.48,3963.0,,15.02,6735.0,,4.52,6600.0
10,6.48,3963.0,,19.02,6735.0,,4.68,6602.0
11,6.78,3963.0,,15.93,6735.0,,4.13,6601.0
12,6.91,3963.0,,14.13,6735.0,,4.37,6602.0
13,6.55,3963.0,,1015.51,17466.0,,4.75,6601.0
14,6.9,3963.0,,14.33,6735.0,,4.52,6602.0
15,7.06,3963.0,,14.19,6734.0,,4.19,6602.0
16,8.2,3963.0,,14.79,6735.0,,5.67,6601.0
17,8.43,6664.0,,14.75,6734.0,,4.22,6602.0
18,6.21,3963.0,,17.97,6734.0,,5.49,6602.0
19,6.38,3963.0,,17.22,6735.0,,6.21,6601.0
20,6.17,3963.0,,20.81,22011.0,,1012.72,16204.0
21,6.45,6664.0,,1039.8,17466.0,,1015.71,22514.0
22,8.33,9188.0,,14.55,17466.0,,4.18,6602.0
23,6.53,9188.0,,1017.51,6735.0,,1032.89,16406.0
24,1005.92,6664.0,,1019.93,6735.0,,4.48,11941.0
25,1008.05,3963.0,,14.43,50362.0,,4.33,6602.0
26,1006.08,3963.0,,15.56,6733.0,,5.17,11941.0
27,1006.32,7926.0,,1098.6,12206.0,,4.35,6601.0
28,6.05,5225.0,,16.27,6735.0,,4.29,6602.0
29,6.21,3963.0,,15.89,6735.0,,4.07,6602.0
30,6.2,3963.0,,21.83,6733.0,,4.78,11942.0
31,6.26,3963.0,,14.54,6735.0,,5.1,6602.0
32,1006.61,3963.0,,15.05,6735.0,,4.34,6602.0
33,6.23,11889.0,,23.16,12207.0,,5.57,6602.0
34,1006.17,9365.0,,14.06,17466.0,,4.6,6601.0
35,8.11,3963.0,,19.76,6735.0,,4.22,20075.0
36,6.13,3963.0,,22.48,6735.0,,4.38,6602.0
37,6.92,3963.0,,15.73,6735.0,,4.18,6602.0
38,6.83,3963.0,,1015.88,25462.0,,4.03,6602.0
39,3005.08,6664.0,,13.7,6735.0,,1015.11,16655.0
40,6.53,3963.0,,14.03,21337.0,,4.18,6601.0
41,6.09,3963.0,,15.23,6733.0,,4.35,6600.0
42,6.2,3963.0,,1028.09,12208.0,,4.24,11940.0
43,6.14,3963.0,,15.55,42706.0,,1013.44,6602.0
44,8.25,3963.0,,15.32,12206.0,,4.22,6601.0
45,6.28,3963.0,,1023.38,6734.0,,4.65,6602.0
46,8.78,7926.0,,16.46,11065.0,,6.57,6602.0
47,6.49,3963.0,,14.25,12207.0,,4.19,11940.0
48,6.3,3963.0,,14.65,6735.0,,4.22,6602.0
49,8.9,3963.0,,1067.98,6735.0,,7.11,6602.0
50,6.32,3963.0,,14.22,11065.0,,6.38,11941.0
51,6.4,3963.0,,13.51,6734.0,,5.08,17466.0
52,6.82,3963.0,,16.18,6735.0,,4.99,6602.0
53,6.38,3963.0,,1038.05,6735.0,,4.48,11940.0
54,6.73,3963.0,,14.42,6735.0,,3.97,6602.0
55,6.39,3963.0,,14.45,6733.0,,4.59,11942.0
56,6.25,5225.0,,14.19,6735.0,,5.16,6602.0
57,8.13,3963.0,,13.83,6733.0,,4.3,6602.0
58,1006.1,6664.0,,1039.63,33957.0,,1010.82,21543.0
59,6.28,5225.0,,13.99,6735.0,,5.24,25038.0
60,6.24,3963.0,,13.44,17678.0,,5.45,6602.0
61,6.28,3963.0,,14.22,25462.0,,5.93,6602.0
62,6.11,6664.0,,14.31,21590.0,,4.31,6601.0
63,6.16,3963.0,,14.31,6734.0,,4.83,11942.0
64,6.15,3963.0,,16.5,6735.0,,4.19,6602.0
65,6.97,5225.0,,15.28,6734.0,,4.21,6602.0
66,7.75,9188.0,,1035.91,6735.0,,5.02,27851.0
