"No.","Time","Source","Destination","Protocol","Length","Info","UTC Time","Delta"
"1","0.000000000","22:3c:ea:a2:5f:de","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","08:39:43,012173757","0.000000000"
"2","1.007075043","22:3c:ea:a2:5f:de","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","08:39:44,019248800","1.007075043"
"3","2.003412251","22:3c:ea:a2:5f:de","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","08:39:45,015586008","0.996337208"
"4","5.130940086","22:3c:ea:a2:5f:de","Broadcast","ARP","42","Who has 172.19.0.2? Tell 172.19.0.3","08:39:48,143113843","3.127527835"
"5","5.130953211","8e:bc:0e:e5:78:0c","22:3c:ea:a2:5f:de","ARP","42","172.19.0.2 is at 8e:bc:0e:e5:78:0c","08:39:48,143126968","0.000013125"
"6","5.130968961","172.19.0.3","172.19.0.2","TCP","74","56208  >  4433 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2383372932 TSecr=0 WS=128","08:39:48,143142718","0.000015750"
"7","5.130988086","172.19.0.2","172.19.0.3","TCP","74","4433  >  56208 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3234104276 TSecr=2383372932 WS=128","08:39:48,143161843","0.000019125"
"8","5.131000003","172.19.0.3","172.19.0.2","TCP","66","56208  >  4433 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2383372932 TSecr=3234104276","08:39:48,143173760","0.000011917"
"9","5.131031753","172.19.0.3","172.19.0.2","TLSv1.3","593","Client Hello","08:39:48,143205510","0.000031750"
"10","5.131034753","172.19.0.2","172.19.0.3","TCP","66","4433  >  56208 [ACK] Seq=1 Ack=528 Win=64640 Len=0 TSval=3234104276 TSecr=2383372932","08:39:48,143208510","0.000003000"
"11","5.134244628","172.19.0.2","172.19.0.3","TLSv1.3","964","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data","08:39:48,146418385","0.003209875"
"12","5.134261795","172.19.0.3","172.19.0.2","TCP","66","56208  >  4433 [ACK] Seq=528 Ack=899 Win=66816 Len=0 TSval=2383372935 TSecr=3234104279","08:39:48,146435552","0.000017167"
"13","5.136894336","172.19.0.3","172.19.0.2","TLSv1.3","146","Change Cipher Spec, Application Data","08:39:48,149068093","0.002632541"
"14","5.136928545","172.19.0.3","172.19.0.2","TCP","66","56208  >  4433 [RST, ACK] Seq=608 Ack=899 Win=66816 Len=0 TSval=2383372938 TSecr=3234104279","08:39:48,149102302","0.000034209"
"15","10.282399464","8e:bc:0e:e5:78:0c","22:3c:ea:a2:5f:de","ARP","42","Who has 172.19.0.3? Tell 172.19.0.2","08:39:53,294573221","5.145470919"
"16","10.282503130","22:3c:ea:a2:5f:de","8e:bc:0e:e5:78:0c","ARP","42","172.19.0.3 is at 22:3c:ea:a2:5f:de","08:39:53,294676887","0.000103666"
