"No.","Time","Source","Destination","Protocol","Length","Info","UTC Time","Delta"
"1","0.000000000","96:b4:7a:d6:2d:90","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","06:35:54.345094096","0.000000000"
"2","1.004012584","96:b4:7a:d6:2d:90","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","06:35:55.349106680","1.004012584"
"3","2.003370667","96:b4:7a:d6:2d:90","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","06:35:56.348464763","0.999358083"
"4","5.128556446","96:b4:7a:d6:2d:90","Broadcast","ARP","42","Who has 172.19.0.2? Tell 172.19.0.3","06:35:59.473650542","3.125185779"
"5","5.128568613","72:f6:6e:ab:1a:28","96:b4:7a:d6:2d:90","ARP","42","172.19.0.2 is at 72:f6:6e:ab:1a:28","06:35:59.473662709","0.000012167"
"6","5.128579946","172.19.0.3","172.19.0.2","TCP","74","60436  >  4433 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2377921928 TSecr=0 WS=128","06:35:59.473674042","0.000011333"
"7","5.128590863","172.19.0.2","172.19.0.3","TCP","74","4433  >  60436 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3228653272 TSecr=2377921928 WS=128","06:35:59.473684959","0.000010917"
"8","5.128601238","172.19.0.3","172.19.0.2","TCP","66","60436  >  4433 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2377921928 TSecr=3228653272","06:35:59.473695334","0.000010375"
"9","5.128621155","172.19.0.3","172.19.0.2","TLSv1.3","2189","Client Hello","06:35:59.473715251","0.000019917"
"10","5.128623488","172.19.0.2","172.19.0.3","TCP","66","4433  >  60436 [ACK] Seq=1 Ack=2124 Win=68352 Len=0 TSval=3228653272 TSecr=2377921928","06:35:59.473717584","0.000002333"
"11","5.139179530","172.19.0.2","172.19.0.3","TLSv1.3","2679","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data","06:35:59.484273626","0.010556042"
"12","5.139197280","172.19.0.3","172.19.0.2","TCP","66","60436  >  4433 [ACK] Seq=2124 Ack=2614 Win=69376 Len=0 TSval=2377921939 TSecr=3228653283","06:35:59.484291376","0.000017750"
"13","5.145528155","172.19.0.3","172.19.0.2","TLSv1.3","146","Change Cipher Spec, Application Data","06:35:59.490622251","0.006330875"
"14","5.145558446","172.19.0.3","172.19.0.2","TCP","66","60436  >  4433 [RST, ACK] Seq=2204 Ack=2614 Win=69376 Len=0 TSval=2377921945 TSecr=3228653283","06:35:59.490652542","0.000030291"
"15","10.532579657","72:f6:6e:ab:1a:28","96:b4:7a:d6:2d:90","ARP","42","Who has 172.19.0.3? Tell 172.19.0.2","06:36:04.877673753","5.387021211"
"16","10.532751240","96:b4:7a:d6:2d:90","72:f6:6e:ab:1a:28","ARP","42","172.19.0.3 is at 96:b4:7a:d6:2d:90","06:36:04.877845336","0.000171583"
