P-521,p521_mlkem1024,mlkem1024
1006.19,1016.11,5.78
6.17,14.4,5.95
6.09,21.81,5.11
6.18,1017.61,5.67
6.16,21.11,5.13
6.37,14.57,4.38
8.3,14.89,4.37
6.14,14.39,4.92
6.76,14.31,4.94
7.28,14.61,4.94
6.95,14.62,4.69
6.37,14.93,5.11
6.46,16.04,6.42
6.68,21.74,1012.04
6.77,16.19,1031.13
6.28,14.61,4.16
6.32,18.81,4.18
6.62,1016.24,4.76
6.08,14.43,4.61
7.73,1054.84,4.03
6.08,15.98,4.15
7.0,14.84,4.24
6.18,1040.69,4.33
6.03,14.49,4.17
5.98,17.79,4.26
8.96,14.43,4.23
1006.89,1017.4,3.98
6.3,14.36,4.48
6.35,15.25,4.25
6.27,14.46,4.42
7.43,1019.75,4.29
1006.32,1015.55,4.12
6.15,15.39,4.29
6.17,17.37,4.48
8.08,14.86,3.98
7.73,14.61,4.15
6.0,15.1,4.47
6.06,14.76,5.75
6.36,14.74,5.6
6.49,14.64,4.2
6.08,16.43,4.9
7.54,14.56,4.7
7.36,15.79,4.48
6.18,1014.75,6.0
6.2,14.25,1003.45
6.73,14.39,1010.03
7.57,15.13,5.96
8.89,1018.5,4.02
7.03,15.84,1011.38
8.88,14.88,4.09
9.24,24.73,1031.17
7.17,16.65,4.94
7.07,20.94,4.65
9.28,17.88,4.56
6.57,15.31,4.07
6.07,14.48,4.48
6.45,16.31,5.05
6.75,17.77,4.63
7.02,14.62,5.71
8.49,14.54,4.69
6.53,20.04,4.34
7003.09,1016.72,4.32
6.07,1016.62,4.16
6.39,17.27,4.2
6.29,14.58,4.42
6.23,14.27,4.16
1008.09,15.76,1032.61
7002.2,14.8,4.06
6.49,14.63,4.05
3004.56,14.56,1009.97
6.15,15.04,6.51
6.17,17.32,4.25
6.02,17.35,5.06
6.36,14.6,6.14
6.0,21.53,4.24
6.32,14.41,4.55
6.14,17.55,4.19
6.13,15.01,6.05
6.28,14.77,4.03
7.47,16.58,4.46
8.18,1033.04,4.36
6.85,15.31,4.1
7.19,14.92,6.73
6.31,19.09,4.61
6.18,14.52,7.68
8.29,20.38,5.0
8.87,15.48,4.21
7.48,17.84,3.98
5.85,14.36,4.13
6.08,14.36,4.74
6.0,14.25,4.46
1005.89,1016.1,4.77
1006.13,14.7,4.5
6.17,14.59,4.33
7.09,17.31,4.73
6.08,24.76,5.28
6.28,18.21,1031.8
8.35,21.0,1013.32
8.62,16.87,3.96
6.74,14.78,4.03
6.22,18.12,4.05
5.95,16.38,4.53
6.28,15.1,4.25
6.98,1014.98,4.57
6.81,18.67,4.39
6.53,15.55,4.8
6.91,18.53,1007.66
6.24,14.97,4.1
10.31,16.53,4.41
1006.17,1017.11,5.73
6.66,17.47,4.88
6.21,15.08,4.04
8.96,14.94,4.27
8.1,16.03,1010.24
8.53,14.51,4.28
6.03,17.82,4.11
1006.25,14.84,4.21
5.87,14.4,4.07
6.05,22.26,3.96
8.24,14.82,1021.61
7.89,15.29,4.37
8.89,1031.35,1009.95
6.17,17.51,1010.4
6.75,18.48,4.83
10.37,19.17,4.37
6.25,16.84,4.34
3005.67,20.91,4.31
8.44,20.31,4.08
6.48,18.35,4.12
6.12,22.39,4.37
7.34,23.39,4.37
6.63,1020.02,4.63
6.22,16.9,5.16
6.16,20.45,4.25
5.9,17.24,4.08
1007.19,18.02,4.08
6.1,17.73,4.94
6.07,20.68,1011.45
7.56,18.37,5.1
6.0,17.0,4.44
5.99,20.73,1009.12
6.33,19.54,4.25
6.08,17.75,4.4
6.94,16.8,4.17
6.14,16.05,4.23
6.27,15.26,4.78
7.56,19.43,1012.3
7.76,18.15,4.62
6.97,19.34,4.04
6.22,20.12,4.04
6.24,21.78,4.27
7.63,17.11,4.29
6.58,15.49,3.99
7.67,16.77,4.42
7.49,16.89,4.21
6.37,17.52,4.26
6.52,16.99,4.68
8.91,15.47,1003.38
7.09,14.71,3.98
1006.43,14.43,4.21
6.18,16.06,4.06
6.95,14.54,4.64
8.3,15.2,4.33
6.39,15.24,1013.43
10.65,1040.98,4.06
6.55,1015.79,5.53
7.59,23.68,4.17
1006.42,16.29,4.05
6.35,17.78,4.62
6.32,1019.14,4.34
6.75,1016.08,4.75
8.79,15.13,5.97
8.89,19.43,4.5
7.98,14.85,4.33
7.03,14.53,4.22
7.11,14.44,5.08
6.24,14.58,5.92
7.03,14.68,4.12
7.94,14.44,4.28
6.63,16.28,5.55
6.0,14.37,5.44
5.94,14.64,3.99
6.81,14.74,4.49
6.96,1018.88,1013.42
1007.18,14.61,1004.37
6.23,17.2,4.17
6.08,14.8,6.55
6.14,14.61,4.48
1005.79,14.47,4.5
6.0,15.56,4.75
6.24,14.31,6.18
6.24,1014.97,6.08
6.32,14.34,4.52
6.12,15.1,4.69
7.61,15.29,4.67
7.79,14.56,4.53
8.1,14.85,5.68
1005.52,1019.27,7.29
6.01,1016.89,4.23
5.96,15.06,5.18
6.45,14.51,5.05
7.79,14.22,5.54
1007.2,20.51,5.6
5.97,14.52,4.71
6.24,14.81,5.05
5.91,14.41,4.46
6.04,14.73,1012.56
6.15,14.36,4.67
5.87,21.95,4.1
6.14,14.83,4.94
6.19,17.77,4.18
6.03,14.66,4.31
7.85,14.61,1003.69
8.78,22.34,5.49
7.4,17.11,4.29
8.52,18.01,4.16
6.04,15.28,4.16
6.0,14.92,4.66
1006.72,20.6,4.11
6.0,17.83,5.36
7.96,19.46,4.11
6.07,14.94,4.19
1005.87,14.56,4.12
6.29,14.38,4.31
6.05,14.63,5.59
10.0,14.46,4.08
6.49,14.4,1012.85
6.19,14.46,1013.03
6.69,21.89,4.77
1005.94,19.52,4.63
5.88,15.07,4.31
6.36,15.53,5.2
6.39,15.0,4.82
1005.98,1018.15,4.73
5.9,18.89,4.19
5.93,15.19,4.29
6.3,15.98,4.25
6.13,15.81,4.81
5.97,15.91,4.99
6.14,14.34,7.33
6.0,17.97,4.42
8.4,15.63,1013.89
6.04,15.02,4.48
1006.11,15.44,5.11
6.08,15.38,4.27
7.41,16.3,4.35
5.97,15.0,4.17
5.98,14.85,4.34
6.14,1017.04,4.46
1008.16,16.44,4.58
6.14,20.83,4.52
6.27,14.58,4.49
5.94,24.76,4.33
7.45,18.25,6.07
6.15,19.1,4.69
8.04,18.16,4.86
6.71,14.25,4.51
1006.2,14.32,4.68
5.97,15.21,6.0
6.09,15.23,4.15
6.57,18.75,4.54
6.0,16.08,1012.58
6.09,15.18,4.25
5.94,14.92,4.32
1005.8,16.98,4.33
8.93,15.61,4.08
6.75,15.71,4.17
6.16,1016.92,5.08
6.16,17.81,4.29
6.92,19.65,4.15
7.98,15.02,4.28
6.17,15.01,4.44
5.86,14.24,4.77
8.97,16.35,5.8
5.98,14.37,5.97
7.07,15.2,4.43
6.14,16.77,5.83
6.22,18.7,6.5
8.81,16.47,4.24
6.23,13.9,4.17
7.8,17.74,1004.31
6.55,1015.79,3.99
6.09,14.56,4.25
6.2,14.59,4.22
6.45,1015.83,1010.29
7.79,16.12,5.96
7.67,14.71,4.39
9.31,1032.1,1004.04
7.1,15.62,5.49
6.7,15.76,4.43
8.49,17.83,4.35
6.54,19.26,4.21
6.39,14.7,4.04
6.14,14.81,4.3
1005.74,14.65,4.72
6.02,14.6,1012.78
6.4,14.78,4.26
6.03,14.69,4.03
6.39,22.05,4.24
8.39,15.27,4.38
6.1,15.01,5.74
5.94,1017.86,4.28
