P-521,p521_mlkem1024,mlkem1024
7.26,27.81,5.67
6.16,17.08,4.22
6.44,15.84,4.37
8.41,15.84,4.32
6.22,16.5,4.67
6.33,16.36,5.24
7.34,16.91,5.79
6.63,16.4,4.3
6.25,18.52,4.45
9.18,15.22,4.23
6.39,15.92,4.31
8.55,17.74,4.06
6.67,20.37,4.82
8.43,20.75,4.4
8.59,17.09,4.22
6.55,17.31,5.43
6.02,14.83,5.04
6.51,16.42,1029.26
6.42,16.5,4.44
6.44,16.34,4.37
6.59,1016.97,4.34
6.07,14.98,4.58
6.26,15.9,4.51
6.88,16.76,4.42
6.66,16.05,5.9
6.48,15.21,4.34
10.29,16.73,1010.2
1006.22,19.89,4.48
6.75,16.45,4.27
1006.53,1016.79,4.93
6.88,15.03,4.41
6.68,20.05,4.36
6.24,21.67,5.19
6.24,16.0,4.01
6.5,1019.78,1011.05
8.09,20.92,4.04
1006.43,14.71,4.44
8.09,17.57,4.94
6.29,1041.81,4.35
5.97,20.72,4.74
6.19,15.47,1009.06
6.78,18.38,4.59
6.54,16.84,5.05
1005.92,15.54,4.18
8.09,17.6,5.06
7.17,19.43,4.43
8.83,14.65,4.5
6.14,16.46,4.1
6.66,15.88,4.26
8.88,15.71,4.02
7.75,16.32,4.27
7.77,1017.55,4.1
6.7,17.64,4.08
8.63,15.06,5.07
6.48,1018.03,4.55
6.15,19.85,5.92
7.1,18.6,5.43
7.41,14.92,4.39
7.74,14.96,4.28
1007.92,1072.86,5.1
1006.82,18.8,1013.7
6.9,15.94,4.8
6.73,17.45,4.25
6.72,17.77,4.16
8.3,14.68,4.83
9.18,1020.84,6.14
1009.76,15.84,5.44
8.32,16.7,4.2
9.87,15.42,4.2
6.97,18.26,4.36
6.72,1029.15,4.17
6.43,15.59,4.38
6.62,18.11,4.33
6.15,23.23,4.19
6.4,15.62,4.07
6.17,16.08,4.37
7.73,15.45,4.31
6.7,16.87,4.24
9.18,14.82,4.28
1006.73,15.29,5.53
6.49,17.21,5.71
1006.4,14.65,4.2
6.1,17.74,4.33
9.77,1035.95,4.73
6.44,15.36,4.13
7.12,1018.0,4.69
6.34,18.25,4.24
6.25,14.72,4.46
7.76,14.82,4.23
8.55,1019.54,4.32
9.05,17.02,4.56
6.07,14.34,5.72
6.11,16.16,5.41
6.36,14.8,4.68
8.65,19.15,4.28
6.42,15.49,1019.91
7.55,22.19,4.68
6.25,1116.94,4.33
6.03,14.43,4.56
9.05,14.59,4.17
6.27,14.87,4.06
6.24,14.91,4.38
6.51,21.94,4.33
7.16,20.54,4.22
1006.71,14.49,4.19
6.66,14.87,4.21
6.17,14.73,4.28
6.07,14.24,4.11
6.04,14.37,5.75
6.11,15.24,1008.87
6.99,15.74,4.29
6.24,16.73,4.39
6.03,17.43,4.34
7.96,14.51,4.14
6.3,14.44,4.36
7.41,14.92,4.21
6.19,14.7,4.23
8.01,14.83,1011.19
1005.9,18.25,4.39
6.43,15.02,4.12
6.8,15.93,5.83
8.2,15.69,4.48
6.17,1015.41,4.08
7.87,14.85,1010.59
6.22,15.07,4.19
10.61,15.44,4.29
7.79,14.7,6.33
6.17,14.48,4.17
8.01,14.86,4.28
6.16,15.41,1012.73
8.86,14.8,4.16
5.99,14.53,4.23
6.09,20.85,4.75
6.22,15.06,1009.86
8.12,18.6,4.05
6.25,19.87,5.71
7.46,18.18,4.42
1006.21,14.81,4.31
6.04,1037.34,4.21
6.1,14.67,5.95
8.65,1029.43,5.19
1005.62,14.64,4.96
6.36,14.93,4.16
6.16,15.05,4.16
8.0,21.99,4.48
6.19,15.0,4.01
6.19,18.76,4.27
6.26,14.95,4.28
6.23,15.47,4.18
7002.25,16.67,4.18
6.38,19.03,4.15
6.37,18.05,5.63
8.56,15.8,4.74
7.43,14.6,4.29
8.35,14.88,4.44
6.25,1019.25,4.18
6.38,15.11,4.29
6.13,17.35,1032.01
7.42,14.73,4.25
7.81,15.14,4.15
7.01,16.73,4.22
6.19,1016.54,5.15
9.05,25.17,4.21
6.4,1022.0,4.8
6.17,1039.77,4.39
8.38,19.05,5.14
6.19,18.18,4.4
6.09,20.56,4.2
6.09,14.53,4.7
6.09,15.19,4.49
6.1,16.03,5.03
1006.05,18.49,4.44
7.81,15.83,4.4
6.26,16.21,4.15
8.35,1042.69,4.3
6.67,1209.32,4.72
6.6,15.87,4.36
8.06,15.94,1016.89
6.03,19.54,4.23
6.05,15.45,4.21
6.38,18.34,4.64
7.71,15.12,4.65
6.14,14.45,4.64
7.49,14.99,4.1
6.26,14.73,4.24
6.5,14.85,4.33
6.26,17.91,4.12
7.15,14.13,1004.46
6.21,17.18,4.75
6.22,1018.64,6.12
6.69,14.36,4.73
6.49,14.62,4.73
6.08,21.2,4.43
1006.06,16.65,1003.91
6.06,14.81,5.54
6.34,14.89,4.88
7.91,15.07,6.42
6.14,22.69,6.48
