Handshake_ID,P-256_Time_ms,P-256_Bytes_TCP,P-256_Bytes_TLS,P-256_Bytes_Total,4,x25519_Time_ms,x25519_Bytes_TCP,x25519_Bytes_TLS,x25519_Bytes_Total,9,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_TCP,p256_mlkem512_Bytes_TLS,p256_mlkem512_Bytes_Total,14,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_TCP,x25519_mlkem512_Bytes_TLS,x25519_mlkem512_Bytes_Total,19,mlkem512_Time_ms,mlkem512_Bytes_TCP,mlkem512_Bytes_TLS,mlkem512_Bytes_Total
1,1028.41,346.0,1476.0,1822.0,,3.28,412.0,1410.0,1822.0,,12.7,412.0,3036.0,3448.0,,213.15,3248.0,1466.0,4714.0,,2.87,346.0,2906.0,3252.0
2,204.02,412.0,1476.0,1888.0,,1025.3,626.0,1410.0,2036.0,,8.83,412.0,3036.0,3448.0,,204.63,1810.0,2970.0,4780.0,,2.06,412.0,2906.0,3318.0
3,1.95,412.0,1476.0,1888.0,,1.9,412.0,1410.0,1822.0,,8.3,346.0,3036.0,3382.0,,2.53,412.0,2970.0,3382.0,,2.08,412.0,2906.0,3318.0
4,1.77,412.0,1476.0,1888.0,,1.63,412.0,1410.0,1822.0,,8.23,412.0,3036.0,3448.0,,2.1,412.0,2970.0,3382.0,,2.16,412.0,2906.0,3318.0
5,1.95,412.0,1476.0,1888.0,,1054.25,420.0,1410.0,1830.0,,1021.28,552.0,3102.0,3654.0,,2.38,412.0,2970.0,3382.0,,1012.5,626.0,2906.0,3532.0
6,1.91,412.0,1476.0,1888.0,,1.91,412.0,1410.0,1822.0,,8.01,412.0,3036.0,3448.0,,2.36,412.0,2970.0,3382.0,,205.55,412.0,2906.0,3318.0
7,1.81,412.0,1476.0,1888.0,,2.52,412.0,1410.0,1822.0,,8.06,412.0,3036.0,3448.0,,2.3,412.0,2970.0,3382.0,,2.13,412.0,2906.0,3318.0
8,1.71,412.0,1476.0,1888.0,,2.11,412.0,1410.0,1822.0,,7.84,412.0,3036.0,3448.0,,207.2,412.0,2970.0,3382.0,,415.07,412.0,2906.0,3318.0
9,1.7,412.0,1476.0,1888.0,,1032.37,626.0,1410.0,2036.0,,11.98,2004.0,1588.0,3592.0,,2.37,346.0,2970.0,3316.0,,2.24,412.0,2906.0,3318.0
10,1.66,412.0,1476.0,1888.0,,1.72,412.0,1410.0,1822.0,,8.05,412.0,3036.0,3448.0,,416.99,412.0,2970.0,3382.0,,1256.22,486.0,2906.0,3392.0
11,208.87,412.0,1476.0,1888.0,,1.93,412.0,1410.0,1822.0,,1249.3,2078.0,1588.0,3666.0,,2.4,412.0,2970.0,3382.0,,2.08,412.0,2906.0,3318.0
12,2.0,412.0,1476.0,1888.0,,1051.57,486.0,1410.0,1896.0,,220.65,2004.0,1588.0,3592.0,,2.23,412.0,2970.0,3382.0,,208.57,412.0,2906.0,3318.0
13,1.81,412.0,1476.0,1888.0,,1.85,412.0,1410.0,1822.0,,1022.8,692.0,3102.0,3794.0,,204.87,412.0,2970.0,3382.0,,1020.01,626.0,2906.0,3532.0
14,1.68,412.0,1476.0,1888.0,,1.6,412.0,1410.0,1822.0,,7.95,346.0,3036.0,3382.0,,1029.83,486.0,2970.0,3456.0,,2.15,412.0,2906.0,3318.0
15,1.74,412.0,1476.0,1888.0,,1.57,346.0,1410.0,1756.0,,8.01,412.0,3036.0,3448.0,,2.88,412.0,2970.0,3382.0,,2.19,412.0,2906.0,3318.0
16,1.64,412.0,1476.0,1888.0,,1.52,412.0,1410.0,1822.0,,221.47,2004.0,1588.0,3592.0,,2.53,412.0,2970.0,3382.0,,2.12,412.0,2906.0,3318.0
17,1.68,412.0,1476.0,1888.0,,1034.56,486.0,1410.0,1896.0,,7.68,412.0,3036.0,3448.0,,2.39,412.0,2970.0,3382.0,,1.99,412.0,2906.0,3318.0
18,1.72,412.0,1476.0,1888.0,,1013.26,626.0,1410.0,2036.0,,7.91,412.0,3036.0,3448.0,,2.37,412.0,2970.0,3382.0,,2.08,346.0,2906.0,3252.0
19,1.84,412.0,1476.0,1888.0,,204.71,412.0,1410.0,1822.0,,8.08,412.0,3036.0,3448.0,,1439.7,486.0,2970.0,3456.0,,2.02,412.0,2906.0,3318.0
20,2.07,412.0,1476.0,1888.0,,1053.8,486.0,1410.0,1896.0,,2096.21,626.0,3102.0,3728.0,,2.6,412.0,2970.0,3382.0,,2.02,412.0,2906.0,3318.0
21,1.99,412.0,1476.0,1888.0,,1.68,346.0,1410.0,1756.0,,8.21,412.0,3036.0,3448.0,,2.32,412.0,2970.0,3382.0,,2.21,412.0,2906.0,3318.0
22,1.73,412.0,1476.0,1888.0,,210.05,412.0,1410.0,1822.0,,1260.76,552.0,3102.0,3654.0,,2.43,412.0,2970.0,3382.0,,1249.74,626.0,2906.0,3532.0
23,1.99,346.0,1476.0,1822.0,,1.83,412.0,1410.0,1822.0,,1065.32,486.0,3102.0,3588.0,,2.22,412.0,2970.0,3382.0,,2.11,346.0,2906.0,3252.0
24,1.95,412.0,1476.0,1888.0,,1.67,412.0,1410.0,1822.0,,7.73,346.0,3036.0,3382.0,,2.16,412.0,2970.0,3382.0,,2.07,412.0,2906.0,3318.0
25,1.91,412.0,1476.0,1888.0,,1.58,412.0,1410.0,1822.0,,8.62,412.0,3036.0,3448.0,,205.09,412.0,2970.0,3382.0,,2.18,412.0,2906.0,3318.0
26,1025.56,560.0,1476.0,2036.0,,1004.4,420.0,1410.0,1830.0,,1859.28,692.0,3102.0,3794.0,,2.33,412.0,2970.0,3382.0,,2688.42,560.0,2906.0,3466.0
27,1.92,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,12.09,1938.0,1588.0,3526.0,,2.15,412.0,2970.0,3382.0,,2.03,412.0,2906.0,3318.0
28,1064.08,626.0,1476.0,2102.0,,1.65,412.0,1410.0,1822.0,,7.85,412.0,3036.0,3448.0,,2.12,346.0,2970.0,3316.0,,2.0,346.0,2906.0,3252.0
29,2.04,412.0,1476.0,1888.0,,1055.05,626.0,1410.0,2036.0,,1047.42,692.0,3102.0,3794.0,,1051.97,626.0,2970.0,3596.0,,2.15,412.0,2906.0,3318.0
30,207.02,412.0,1476.0,1888.0,,1013.35,626.0,1410.0,2036.0,,8.41,412.0,3036.0,3448.0,,2.41,412.0,2970.0,3382.0,,208.31,1778.0,2906.0,4684.0
31,204.83,412.0,1476.0,1888.0,,1.77,412.0,1410.0,1822.0,,1469.2,692.0,3102.0,3794.0,,1063.53,420.0,2970.0,3390.0,,211.26,412.0,2906.0,3318.0
32,2.02,412.0,1476.0,1888.0,,2.39,412.0,1410.0,1822.0,,1255.81,704.0,3102.0,3806.0,,2.6,412.0,2970.0,3382.0,,2.2,412.0,2906.0,3318.0
33,2.07,412.0,1476.0,1888.0,,1.78,412.0,1410.0,1822.0,,7.83,412.0,3036.0,3448.0,,1062.34,486.0,2970.0,3456.0,,1032.45,560.0,2906.0,3466.0
34,2.17,412.0,1476.0,1888.0,,1034.21,560.0,1410.0,1970.0,,9.4,346.0,3036.0,3382.0,,1428.72,486.0,2970.0,3456.0,,2.27,346.0,2906.0,3252.0
35,2.5,412.0,1476.0,1888.0,,1.88,412.0,1410.0,1822.0,,8.47,412.0,3036.0,3448.0,,1045.67,486.0,2970.0,3456.0,,207.03,412.0,2906.0,3318.0
36,414.78,412.0,1476.0,1888.0,,1.89,412.0,1410.0,1822.0,,7.95,412.0,3036.0,3448.0,,2.19,412.0,2970.0,3382.0,,2.14,412.0,2906.0,3318.0
37,2.18,412.0,1476.0,1888.0,,1.74,412.0,1410.0,1822.0,,8.76,412.0,3036.0,3448.0,,2.15,412.0,2970.0,3382.0,,3792.15,412.0,2906.0,3318.0
38,1.82,412.0,1476.0,1888.0,,1.93,412.0,1410.0,1822.0,,1025.98,626.0,3102.0,3728.0,,1053.86,560.0,2970.0,3530.0,,2.18,412.0,2906.0,3318.0
39,1.84,412.0,1476.0,1888.0,,2.09,412.0,1410.0,1822.0,,8.61,346.0,3036.0,3382.0,,1220.35,486.0,2970.0,3456.0,,2.0,412.0,2906.0,3318.0
40,1.95,412.0,1476.0,1888.0,,1.94,412.0,1410.0,1822.0,,8.27,412.0,3036.0,3448.0,,2.23,346.0,2970.0,3316.0,,2.05,346.0,2906.0,3252.0
