P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.88,2.06,11.65,2.94,2.69
2.11,1.79,11.44,2.38,2.04
2.15,1.74,10.99,2.24,2.18
2.3,1.76,8.84,2.22,2.03
2.49,1.7,9.34,2.1,2.88
2.63,1.67,10.51,2.17,2.3
2.56,1.64,8.16,2.1,2.93
2.5,1.88,10.72,2.35,2.25
2.65,1.79,9.06,2.27,3.12
2.05,1.62,11.87,2.14,2.08
2.26,1.67,11.57,2.12,2.01
2.03,1.76,8.72,2.04,1.99
2.03,1.64,11.82,2.09,2.19
2.33,1.63,7.98,2.01,2.31
2.35,1.66,8.64,2.16,2.3
1.83,1.61,8.27,2.14,1.99
1.89,1.71,9.67,2.06,1.94
1.83,1.94,11.97,2.04,2.01
1.74,2.1,9.76,2.26,1.94
1.78,1.92,8.12,2.29,1.93
2.94,1.71,8.17,2.44,1.96
2.12,1.63,8.27,2.49,2.43
2.08,1.8,7.95,2.32,2.05
2.13,1.84,8.48,2.18,2.04
1.91,1.94,8.34,2.32,1.91
1.89,1.78,7.99,2.16,2.63
1.99,1.66,8.49,2.17,2.32
2.21,1.79,8.45,2.13,2.21
2.15,1.58,12.23,2.12,2.4
2.14,1.72,11.88,2.56,2.17
2.12,1.64,9.07,2.41,2.48
2.66,1.66,8.48,2.14,2.22
2.22,2.03,10.8,2.15,2.32
2.35,1.78,9.06,2.32,2.38
1.93,1.75,9.19,2.27,2.17
2.04,1.61,8.32,2.36,2.01
2.31,1.68,8.14,2.32,2.82
2.56,1.6,8.45,2.6,2.34
2.31,2.02,12.44,2.33,2.04
2.29,1.94,12.01,2.33,2.02
2.18,1.9,11.15,2.16,2.22
2.29,1.65,10.29,2.26,2.22
2.15,1.62,10.49,2.38,2.21
2.01,1.81,9.71,2.19,2.19
2.1,2.21,9.09,2.17,2.74
2.08,2.25,9.42,2.26,2.39
2.4,2.53,11.88,2.23,2.12
2.11,2.17,10.84,2.31,2.22
2.09,2.7,12.0,2.19,2.29
2.03,2.18,8.58,3.51,2.99
1.89,2.42,11.5,2.42,2.25
2.03,2.09,8.99,2.54,2.18
1.95,2.74,8.62,2.21,2.3
2.19,1.94,8.39,2.21,2.42
2.25,1.86,9.15,2.2,2.02
2.02,2.61,8.29,2.22,2.1
2.06,2.97,8.69,2.28,2.69
2.03,2.25,7.96,2.24,2.92
2.14,1.99,11.88,2.25,2.13
1.99,1.89,9.63,2.13,2.16
2.36,2.14,8.38,2.29,2.45
2.36,2.55,8.52,2.08,3.05
2.18,1.95,8.1,2.16,2.36
2.22,2.58,8.12,2.06,2.13
2.23,2.18,9.0,3.25,2.17
2.01,2.29,11.49,2.39,2.16
2.17,2.56,12.04,2.79,2.54
2.84,2.29,12.21,2.29,2.12
2.58,1.86,12.07,2.98,2.34
2.1,2.12,11.78,2.98,2.28
2.7,2.03,11.4,3.92,2.55
1.97,2.23,8.02,3.01,2.83
2.83,1.99,8.14,3.95,3.13
2.23,2.1,8.11,3.76,2.09
2.15,2.52,8.24,2.34,2.08
2.18,2.69,10.71,2.09,2.34
5.32,2.76,8.8,2.18,2.14
2.88,1.91,8.18,2.13,2.12
2.18,2.13,8.39,2.25,2.89
2.43,2.81,7.84,2.1,2.45
2.36,2.79,8.08,2.07,2.34
2.31,2.51,8.58,2.8,1.86
3.08,2.48,8.45,2.23,2.15
2.65,2.75,8.35,2.15,2.02
2.89,2.73,9.39,2.09,2.07
2.46,2.2,8.62,2.08,2.22
2.71,2.81,8.15,2.21,2.61
2.23,1.98,8.94,2.15,2.28
2.24,2.74,8.42,2.12,2.4
2.31,1.81,8.16,2.07,2.34
2.91,1.93,8.33,2.04,2.43
2.3,1.9,9.06,2.11,3.11
3.03,2.47,8.37,2.17,2.21
2.57,1.85,10.98,2.09,2.13
2.47,2.02,8.43,2.28,2.77
2.89,2.08,10.11,2.24,2.49
2.5,2.24,10.53,2.2,3.02
2.03,2.28,7.93,2.13,2.09
2.65,1.92,8.45,2.32,2.58
2.48,2.17,8.14,2.39,2.14
2.94,2.28,10.57,2.22,2.13
2.7,1.9,8.34,2.19,2.63
2.72,2.28,8.38,2.27,2.59
2.5,2.4,11.87,2.28,2.09
2.33,2.64,9.51,2.21,2.53
2.2,1.92,11.73,2.61,2.11
2.14,1.99,8.72,2.43,2.24
3.0,2.16,10.68,2.42,2.35
2.21,2.03,11.64,2.29,2.05
2.69,1.92,11.76,2.24,2.23
2.49,1.9,10.36,2.25,2.62
2.48,2.39,9.27,2.96,2.11
2.58,2.15,8.88,2.27,2.54
2.49,1.93,8.25,2.6,2.98
2.94,1.91,8.34,3.49,2.23
2.83,2.37,9.33,2.7,2.24
3.02,2.29,8.42,2.56,2.25
3.24,2.02,8.97,3.04,2.97
2.43,2.14,7.84,2.5,2.16
2.41,2.02,8.93,3.0,2.94
2.5,1.88,11.24,3.39,2.46
2.39,2.28,11.56,2.38,2.17
2.07,2.19,8.96,2.22,2.88
2.59,2.21,9.12,2.12,2.21
2.78,1.94,8.82,2.09,2.9
2.41,2.43,9.3,2.07,2.18
3.16,2.24,9.53,2.09,2.25
2.48,1.97,11.15,2.7,2.08
2.8,2.58,8.16,2.43,2.44
2.41,2.14,8.96,2.17,2.95
2.39,1.92,9.28,2.7,2.9
2.2,1.71,8.85,2.46,2.38
2.08,2.18,11.17,2.48,2.02
2.24,2.06,11.98,2.44,2.35
2.12,2.12,12.01,2.32,2.35
2.78,2.18,7.73,2.66,2.13
2.07,2.44,7.8,2.48,2.42
2.26,2.15,10.61,2.23,2.04
2.31,2.55,8.19,2.85,1.99
2.73,2.09,7.45,3.35,2.36
2.4,2.09,7.41,2.69,2.23
3.15,1.99,8.27,2.25,2.6
2.22,2.38,7.5,2.24,2.36
2.37,2.23,8.57,2.3,2.26
2.31,2.33,8.31,2.06,2.35
2.05,1.99,10.77,2.16,2.65
1.84,2.05,8.82,2.09,2.53
1.94,2.16,10.56,2.1,3.19
1.81,2.04,9.54,2.11,2.98
2.22,2.02,8.55,2.12,2.91
2.01,2.23,9.06,2.24,2.41
2.0,2.06,8.96,2.28,2.09
3.02,2.32,8.63,2.24,2.0
3.1,1.96,10.3,2.26,2.23
2.44,2.62,9.23,2.28,2.22
3.05,2.49,9.03,2.27,2.94
2.5,2.64,9.06,2.13,2.11
2.36,2.72,10.33,2.14,2.24
3.12,2.6,10.69,2.25,2.06
3.0,2.59,8.56,2.42,2.19
3.48,2.18,9.11,2.33,2.04
2.23,2.58,9.1,2.27,2.34
2.39,2.18,9.96,2.3,2.31
2.01,2.61,8.48,2.39,2.57
2.3,1.94,8.6,2.34,2.6
2.17,1.83,9.26,2.22,2.31
2.19,1.83,11.44,2.16,2.9
2.29,1.72,11.31,2.05,2.07
3.11,1.82,10.58,2.18,2.17
2.87,1.65,9.06,2.38,2.79
2.82,1.58,8.8,2.6,2.47
2.3,1.61,7.93,2.53,3.07
2.51,2.33,11.17,2.71,2.35
2.43,2.12,13.47,2.57,3.14
2.32,1.86,8.51,2.33,3.37
2.13,2.69,9.67,2.38,3.08
2.28,2.4,8.59,2.27,2.18
2.17,2.82,7.97,2.29,3.04
2.1,2.22,9.06,2.48,2.21
2.31,2.33,9.78,2.44,2.44
2.84,2.24,8.36,2.4,2.66
2.3,2.39,8.93,2.29,2.31
2.35,2.5,8.6,2.27,2.31
2.35,2.19,8.87,3.48,2.41
2.26,2.34,9.37,2.59,2.75
2.42,2.21,11.87,2.87,3.2
