Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
1,19.34,1739.0,,36.91,2335.0,,13.99,2202.0
2,19.3,1739.0,,27.63,4867.0,,9.22,4601.0
3,222.5,775.0,,29.66,4865.0,,1029.06,3153.0
4,18.81,1739.0,,1280.72,2335.0,,1014.07,3153.0
5,19.09,1738.0,,28.83,4867.0,,1459.17,2202.0
6,2058.52,1738.0,,29.96,4867.0,,9.25,4601.0
7,18.8,1738.0,,29.32,4866.0,,9.62,4600.0
8,21.05,1738.0,,29.22,4866.0,,9.76,4601.0
9,18.79,1739.0,,240.79,3419.0,,9.59,4600.0
10,432.54,1739.0,,27.01,4866.0,,5055.06,3151.0
11,21.73,1738.0,,27.47,4867.0,,11.21,4601.0
12,431.65,1739.0,,31.11,2335.0,,13.98,2202.0
13,19.13,1739.0,,27.31,4865.0,,17.56,2202.0
14,19.38,1739.0,,27.45,4867.0,,14.88,2202.0
15,19.25,1739.0,,27.85,4866.0,,13.04,4599.0
16,18.47,1739.0,,27.88,4867.0,,12.05,4601.0
17,1446.23,1739.0,,27.55,4865.0,,10.33,4600.0
18,221.7,1738.0,,28.12,4866.0,,10.95,4600.0
19,18.55,1739.0,,237.08,3419.0,,12.09,4600.0
20,223.84,1739.0,,31.1,2335.0,,11.96,4601.0
21,18.47,1739.0,,1031.56,3419.0,,221.27,2202.0
22,18.05,1739.0,,27.49,4867.0,,11.23,4601.0
23,17.92,1739.0,,26.66,4867.0,,11.65,4600.0
24,17.95,1739.0,,26.94,4867.0,,9.61,4600.0
25,18.24,1737.0,,1091.42,3418.0,,9.84,4601.0
26,228.7,1739.0,,641.77,2335.0,,9.7,4600.0
27,18.14,1739.0,,28.34,4866.0,,12.03,4601.0
28,225.05,1738.0,,28.32,4866.0,,217.88,3152.0
29,1055.5,1737.0,,27.6,4867.0,,12.66,4600.0
30,24.76,1738.0,,27.49,4867.0,,2085.02,3151.0
31,19.85,1739.0,,1035.03,3418.0,,8.9,4601.0
32,227.56,775.0,,1281.05,2335.0,,221.69,3153.0
33,21.18,1739.0,,26.65,4867.0,,1016.44,3152.0
34,24.44,1739.0,,26.99,4867.0,,9.15,4600.0
35,19.14,1738.0,,31.23,2335.0,,8.98,4601.0
36,438.33,1738.0,,27.1,4866.0,,9.02,4599.0
37,19.35,1738.0,,642.62,3419.0,,12.97,2202.0
38,1078.22,1739.0,,27.82,4866.0,,8.98,4601.0
39,1077.74,1739.0,,2074.85,3417.0,,12.81,2202.0
40,19.17,1739.0,,27.31,4867.0,,8.9,4601.0
41,19.07,1739.0,,27.19,4867.0,,8.89,4600.0
42,19.37,1739.0,,26.94,4867.0,,8.98,4600.0
43,19.93,1739.0,,28.4,4866.0,,8.85,4601.0
44,225.16,775.0,,27.49,4867.0,,8.67,4601.0
45,1036.55,1739.0,,27.92,4867.0,,219.92,2202.0
46,18.11,1739.0,,34.72,4866.0,,8.81,4601.0
47,430.27,1739.0,,1054.57,3419.0,,1054.35,3152.0
48,2900.17,1738.0,,27.93,4866.0,,1013.22,3153.0
49,1228.8,1738.0,,28.45,4867.0,,8.84,4600.0
50,18.48,1738.0,,28.31,4867.0,,1058.26,3152.0
51,20.5,1739.0,,27.51,4866.0,,8.79,4600.0
52,2088.35,1739.0,,28.13,4867.0,,8.74,4601.0
53,19.89,1739.0,,1070.3,3419.0,,220.38,2202.0
54,18.0,1738.0,,27.41,4866.0,,9.09,4601.0
55,226.19,1739.0,,1858.59,3418.0,,8.85,4601.0
56,19.55,1738.0,,1500.99,3419.0,,9.29,4601.0
57,18.31,1738.0,,27.12,4867.0,,8.84,4600.0
58,18.11,1738.0,,26.59,4866.0,,8.72,4600.0
59,1286.58,1738.0,,29.92,2335.0,,8.9,4601.0
60,18.37,1739.0,,30.67,2335.0,,8.72,4601.0
61,18.45,1738.0,,27.21,4867.0,,8.69,4601.0
62,18.61,1739.0,,35.22,4866.0,,1240.64,2202.0
63,18.4,1739.0,,1061.52,3419.0,,8.88,4600.0
64,17064.65,1739.0,,30.08,4866.0,,8.9,4601.0
65,1021.29,1739.0,,42.67,2335.0,,8.8,4600.0
66,18.35,1738.0,,32.4,4867.0,,8.88,4600.0
67,18.15,1739.0,,28.23,4867.0,,3303.03,2202.0
68,18.02,1737.0,,1080.33,3419.0,,8.69,4601.0
69,1688.93,1738.0,,26.77,4866.0,,8.72,4600.0
70,18.28,1738.0,,27.31,4867.0,,8.88,4601.0
71,22.02,1739.0,,31.73,2335.0,,12.7,2202.0
