Handshake_ID,P-256_Time_ms,P-256_Bytes_TCP,P-256_Bytes_TLS,P-256_Bytes_Total,4,x25519_Time_ms,x25519_Bytes_TCP,x25519_Bytes_TLS,x25519_Bytes_Total,9,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_TCP,p256_mlkem512_Bytes_TLS,p256_mlkem512_Bytes_Total,14,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_TCP,x25519_mlkem512_Bytes_TLS,x25519_mlkem512_Bytes_Total,19,mlkem512_Time_ms,mlkem512_Bytes_TCP,mlkem512_Bytes_TLS,mlkem512_Bytes_Total
1,1006.84,626.0,1476.0,2102.0,,2.09,412.0,1410.0,1822.0,,1027.5,552.0,3102.0,3654.0,,204.67,412.0,2970.0,3382.0,,2.73,346.0,2906.0,3252.0
2,1.94,412.0,1476.0,1888.0,,1.9,412.0,1410.0,1822.0,,9.37,346.0,3036.0,3382.0,,2.56,412.0,2970.0,3382.0,,2.42,412.0,2906.0,3318.0
3,1.93,412.0,1476.0,1888.0,,1.87,346.0,1410.0,1756.0,,8.94,412.0,3036.0,3448.0,,2.49,412.0,2970.0,3382.0,,2.27,412.0,2906.0,3318.0
4,1.92,412.0,1476.0,1888.0,,1.95,412.0,1410.0,1822.0,,3714.94,626.0,3102.0,3728.0,,2.25,412.0,2970.0,3382.0,,2.33,412.0,2906.0,3318.0
5,2.03,412.0,1476.0,1888.0,,1052.38,626.0,1410.0,2036.0,,1013.77,692.0,3102.0,3794.0,,2.21,412.0,2970.0,3382.0,,2.82,412.0,2906.0,3318.0
6,418.37,412.0,1476.0,1888.0,,2.21,412.0,1410.0,1822.0,,1013.44,486.0,3102.0,3588.0,,1003.07,626.0,2970.0,3596.0,,203.81,1634.0,2906.0,4540.0
7,1043.77,626.0,1476.0,2102.0,,822.92,2282.0,674.0,2956.0,,8.66,346.0,3036.0,3382.0,,1652.4,412.0,2970.0,3382.0,,1054.1,626.0,2906.0,3532.0
8,2.01,412.0,1476.0,1888.0,,2.05,412.0,1410.0,1822.0,,7.82,346.0,3036.0,3382.0,,2.51,346.0,2970.0,3316.0,,1013.38,626.0,2906.0,3532.0
9,1.92,412.0,1476.0,1888.0,,1.95,346.0,1410.0,1756.0,,8.51,412.0,3036.0,3448.0,,416.28,412.0,2970.0,3382.0,,2.06,412.0,2906.0,3318.0
10,2.1,412.0,1476.0,1888.0,,1241.62,420.0,1410.0,1830.0,,7.68,412.0,3036.0,3448.0,,1229.09,560.0,2970.0,3530.0,,2.34,412.0,2906.0,3318.0
11,2.63,412.0,1476.0,1888.0,,1.98,412.0,1410.0,1822.0,,8.19,412.0,3036.0,3448.0,,2.57,412.0,2970.0,3382.0,,1258.53,486.0,2906.0,3392.0
12,1.98,412.0,1476.0,1888.0,,1047.62,626.0,1410.0,2036.0,,7.63,346.0,3036.0,3382.0,,2.38,412.0,2970.0,3382.0,,2.11,412.0,2906.0,3318.0
13,1008.61,626.0,1476.0,2102.0,,210.81,412.0,1410.0,1822.0,,7681.3,774.0,3102.0,3876.0,,2.28,412.0,2970.0,3382.0,,2.23,346.0,2906.0,3252.0
14,2.01,346.0,1476.0,1822.0,,1.9,346.0,1410.0,1756.0,,8.33,412.0,3036.0,3448.0,,2.36,412.0,2970.0,3382.0,,824.74,412.0,2906.0,3318.0
15,1.99,412.0,1476.0,1888.0,,1.89,412.0,1410.0,1822.0,,8.12,346.0,3036.0,3382.0,,2.3,412.0,2970.0,3382.0,,3077.4,634.0,2906.0,3540.0
16,1.98,412.0,1476.0,1888.0,,1.87,346.0,1410.0,1756.0,,12.22,2004.0,1499.0,3503.0,,2.31,412.0,2970.0,3382.0,,2.26,412.0,2906.0,3318.0
17,1.87,346.0,1476.0,1822.0,,1007.33,486.0,1410.0,1896.0,,8.22,412.0,3036.0,3448.0,,2.36,346.0,2970.0,3316.0,,2.17,412.0,2906.0,3318.0
