P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
10.95,7.36,20.15,10.1,5.05
9.16,6.71,15.46,7.72,4.2
7.17,5.12,15.18,7.83,4.44
9.36,8.37,16.32,11.64,4.18
7.56,5.98,15.14,7.73,4.1
7.04,6.7,17.89,7.79,5.9
8.24,5.01,17.62,12.31,3.85
8.03,5.0,15.18,7.37,4.03
8.11,6.11,15.25,7.53,4.23
7.29,4.99,14.69,7.56,3.97
7.18,4.94,21.81,8.86,4.03
9.12,4.93,22.86,7.53,4.43
8.21,5.26,22.46,10.18,6.65
7.73,6.3,15.57,8.21,4.05
6.51,6.21,14.6,9.36,3.94
8.15,4.89,14.34,7.67,6.68
9.26,4.96,15.15,7.49,5.32
12.81,4.93,1120.83,7.5,4.79
1008.44,5.84,14.69,1420.97,4.19
3006.72,4.82,22.18,3009.21,1089.0
3005.97,4.91,1043.32,3005.81,3002.48
,7.89,1114.13,7.68,4.68
7.32,4.78,1027.44,8.36,3142.99
7.95,3003.54,3017.19,10.15,4.08
7.59,1004.97,1017.11,7.89,4.35
1006.48,3004.46,16.1,7.36,3.88
8.45,7000.4,1040.04,1035.9,1004.32
8.19,1005.02,15.17,8.01,4.96
8.6,4.74,23.14,1057.5,1003.27
9.62,1004.79,14.89,7.46,3.84
1006.68,4.95,15.56,8.22,3.9
8.51,4.65,1017.34,1006.9,4.96
3007.27,4.98,15.34,7.42,3.93
1008.44,4.65,17.52,,4.05
7004.55,4.5,3013.26,9.97,4.57
1007.83,4.59,3015.87,7.47,3.92
1006.86,4.8,3013.0,1033.51,4.26
1007.38,1005.11,7012.94,1090.55,1004.2
1097.06,6.07,15.11,7.41,4.36
10.1,4.61,3256.86,7.61,1004.2
6.88,,14.88,1007.53,1004.24
8.59,3003.66,1019.24,1094.8,1004.15
8.03,1004.48,15.25,1089.83,1015.26
3008.38,5.98,20.91,10.08,4.17
12.15,4.71,1114.63,1092.09,1003.58
10.26,7.68,1043.54,9.93,3002.95
7.05,3003.38,14.89,1011.28,4.67
7.94,4.87,1147.85,10.68,1003.21
,1006.45,1607.54,1014.57,1004.34
7.14,3003.34,21.73,7.61,1004.29
1008.59,1005.12,21.31,3010.95,4.03
7.11,,16.6,1035.7,3.88
8.36,1004.79,19.39,7.57,4.03
1008.23,4.6,17.94,3038.59,3.94
8.39,6999.92,15.63,10.08,4.0
1009.64,,19.61,7.4,4.43
7003.41,1005.55,1043.14,7.3,4.79
7.95,8.0,14.76,1088.06,5.71
1007.7,5.64,3025.87,7.26,1003.67
,4.51,3020.11,7.5,1004.21
1007.89,,17.66,7.5,4.11
,1004.51,14.96,1013.61,4.0
1009.01,7000.55,1082.73,12.76,1003.75
1010.42,9.54,14.98,8.79,1012.79
8.17,5.31,7048.85,1013.31,4.24
7.76,3003.1,3112.5,1021.87,1013.99
8.15,1004.55,17.6,3005.64,4.1
3005.37,5.3,14.62,8.92,3.93
7001.4,3005.16,1426.15,10.79,3001.76
7.51,1004.18,1036.93,10.6,4.27
8.08,,14.61,4637.07,4.07
8.71,1004.28,1030.87,7.33,1004.26
8.25,4.91,14.76,7.61,4.11
10.06,5.16,15.33,8.38,4.01
8.11,4.67,15.63,9.24,5.36
7.84,5.91,1031.57,10.99,5.96
7.39,,16.55,7.74,4.07
7.21,7.37,18.38,1038.74,1005.77
1006.83,1005.16,15.0,7.08,4.34
7.42,6.29,14.59,7.68,4.1
10.48,4.76,1029.48,9.99,3004.17
3005.55,4.84,14.49,7.39,3002.69
7.08,8.06,14.55,7.09,3086.39
8.46,1005.57,14.48,14.96,4.02
9.7,1004.47,1038.75,,3002.45
7.48,3003.48,15.11,9.84,1003.52
3006.35,4.7,14623.24,1034.44,5.62
6.32,4.65,3015.64,1023.27,4.02
1007.12,3003.25,15.23,7.57,
3006.68,6999.39,15.13,7.51,1105.86
7.39,6.01,21.65,1021.66,3371.71
7005.46,7000.32,1059.1,7.5,
1009.59,1004.68,14.51,7.39,3.96
8.1,5.74,15.46,10.41,4.11
9.11,4.68,14.73,10.93,4.66
7.98,6.92,14.34,1090.13,1006.33
1006.94,1006.09,14.55,3006.41,4.29
9.3,4.76,1016.16,8.15,4.06
9.21,7000.07,14.58,7.39,4.36
9.47,7.11,14.52,7.53,1003.74
8.74,4.79,14.39,7.47,3002.96
8.79,1005.27,1040.82,7.35,4.0
8.05,4.98,3021.76,7.41,1003.58
8.71,4.67,14.87,8.58,5.27
9.9,8.12,1020.9,7.24,1004.12
6.73,1005.67,3013.05,7.53,4.49
10.2,3004.85,1099.53,1033.63,4.03
3005.01,5.53,15.21,3224.81,
7.95,7.27,15.38,7.26,1012.23
7.3,4.84,21.27,1006.51,5.29
1010.85,,15.18,3006.84,4.64
3005.84,1005.16,20.91,2542.0,1003.27
1008.79,1005.43,1017.02,10.71,4.22
7.93,3003.76,18.44,8.8,3.99
8.05,6.33,1044.76,11.62,3.97
8.11,4.8,22.79,1008.06,1004.03
7.82,6.24,1129.56,7002.66,1004.26
1006.76,4.8,1117.17,7.59,3.97
6.71,6.83,1039.56,1075.73,4.13
7.11,6.74,1416.42,7.34,3012.6
7.08,5.56,14.64,1010.52,2191.08
7.29,7001.12,14.96,7002.99,4.11
7.99,3002.92,14.93,1090.91,4.96
,1004.86,20.25,7.61,4.6
7.8,7.99,1117.96,1088.42,3003.34
7.79,7.08,3013.09,1029.52,4.43
7.75,6.08,14.7,3011.64,1004.19
8.81,3003.53,1039.61,7.59,4.02
1008.56,5.12,,3021.72,5.42
3006.44,3004.31,1205.79,10.43,3.85
3007.99,7002.66,1027.4,1656.45,4.2
7002.99,1004.78,3014.43,3011.2,1038.92
6.4,4.75,15.23,8.76,
8.15,1005.17,1138.93,3029.81,5.01
3007.35,4.7,1062.11,1093.54,4.76
10.24,4.77,1039.98,8.92,1004.41
6.66,1008.57,15.63,1006.29,3003.35
8.68,3005.97,22.65,3005.35,4.05
1008.85,5.97,21.61,7.36,1003.42
6.85,6.4,14.72,7.44,1004.35
7.04,3004.8,1208.45,10.11,4.72
8.94,8.06,14.71,1034.91,1003.76
8.52,7000.68,1015.02,7.43,1005.24
7.57,5.34,1039.61,1013.18,
9.2,3002.76,15.15,7.71,4.1
8.15,1004.51,1040.11,1007.56,1004.23
10.45,3003.79,15.09,,4.63
3005.75,5.02,14.6,7.33,1004.03
8.48,4.74,1753.78,1033.03,5.69
