P-521,p521_mlkem1024,mlkem1024
8.57,14.87,4.84
1006.43,1015.55,1526.21
3005.58,1051.84,4.77
8.5,14.79,1085.17
1007.3,15.18,4.26
,1211.93,1005.03
6.33,7012.69,4.6
6.37,19.48,4.13
7.75,3819.01,1031.52
3005.17,,5.96
1005.58,7041.18,1032.44
7001.24,14.98,4.51
,14.85,4.17
8.34,20.6,4.26
7.04,1143.22,4.23
1006.0,14.55,3087.55
7.18,14.65,5.92
,1017.57,4.94
3006.73,15.16,4.29
6.26,1030.82,4.28
1007.4,14.71,4.37
6.26,1031.15,4.96
1006.35,3016.4,4.78
1007.4,1096.77,4.34
6.2,1042.12,1012.86
7003.16,14.52,4.57
,1049.0,3071.22
6.23,3052.61,4.19
6.62,21.17,4.8
8.6,20.09,4.58
7003.51,14.47,7001.86
9.9,1038.15,7.06
1005.79,17.9,4.28
6.24,14.34,3087.15
1006.37,14.6,4.22
6.11,1019.67,3285.8
6.41,14.66,1031.38
6.13,1976.62,4.05
8.31,15.94,1266.31
1006.58,14.44,4.73
8.96,3038.01,1003.74
8.64,14.76,4.38
8.37,14.56,1011.98
10.21,15.9,4.13
6.23,3013.45,1032.06
8.19,14.54,4.07
6.48,14.74,3002.56
8.53,1019.15,1030.91
8.45,14.75,1012.51
6.52,18.14,4.21
,14.24,4.85
1005.52,20.42,4.2
6.28,17.04,4.32
6.24,3038.66,6999.74
9.07,16.86,4.51
6.75,15.02,4.38
3006.0,7009.03,4.34
,1155.45,1021.67
,1056.1,4.79
1006.42,14.7,1013.47
7.67,1039.0,4.47
1009.4,1033.21,3032.66
7.25,1039.42,4.59
9.62,1017.01,4.12
8.37,14.66,
6.15,15.41,4.27
6.12,14.28,4.22
7001.56,14.35,3.94
8.3,18.28,1033.45
8.24,1041.18,1032.53
3007.29,17.11,3002.25
6.13,14.76,4.12
8.37,14.87,5.09
,14.6,1023.21
,21.31,1023.95
6.24,1121.79,1024.01
1006.28,15.81,4.24
6.24,16.18,1028.05
7002.19,1020.71,1010.66
7001.27,15.51,4.82
1005.6,16.02,1030.99
1005.63,7016.51,4.19
6.55,20.97,1039.44
7.19,1348.35,4.36
3004.34,14.66,4.32
6.22,1072.69,4.28
8.76,15.07,4.06
3004.43,1046.16,4.29
6.26,14.35,1018.33
1006.23,15.2,6.07
6.18,16.53,4.06
6.12,14.92,3032.29
7003.67,14.59,7001.18
6.31,3587.08,
6.13,3016.97,2748.21
,1042.09,4.4
6.3,17.61,7002.18
8.71,1042.89,4.54
8.6,14.72,3003.26
6.14,16.43,4.1
6.09,17.85,6999.67
8.85,15.0,5.1
,20.41,4.19
6.48,7109.27,1003.55
3004.76,16.82,1087.03
8.58,4333.32,1031.37
9.2,1036.14,4.23
6.34,15.47,1008.04
7001.82,20.88,3.96
6.27,1047.11,1031.78
8.11,21.2,4.12
1006.79,14.65,1031.06
1005.93,17.19,3084.6
7.52,1045.64,5.45
7000.77,3311.3,4.58
3004.41,14.57,1004.1
1005.44,14.51,1037.95
8.62,14.53,5.79
8.43,14.63,1034.94
1005.67,18.27,
,15.57,1032.38
,14.96,4.12
9.23,1575.91,4.22
6.15,14.41,4.31
1009.23,21.41,4.14
,21.28,4.07
7.55,1040.37,4.07
6.21,17.68,8.09
7.63,14.51,4.43
7001.24,14.74,4.19
3006.16,16.0,1031.08
6.04,1020.14,4.32
6.13,18.4,4.2
1006.11,22.95,1898.88
6.9,21.27,4.95
6.07,15.21,4.97
7001.89,14.32,4.67
6.43,14.85,4.96
9.18,15.55,6.74
6.21,14.65,4.33
6.35,15.09,4.37
6.21,14.6,5.22
1007.45,3013.11,4.72
1005.72,1039.77,5.04
6.67,17.96,1417.71
6.43,14.78,5.66
6.48,14.82,4.36
6.14,14.69,1037.5
6.34,15.35,4.33
1006.32,1312.89,4.49
3007.4,14.49,4.91
1006.44,1866.37,1087.41
6.22,21.44,6.51
1005.57,14.31,4.35
6.76,1015.51,1196.56
8.6,14.65,4.63
6.44,14.22,6.46
6.69,14.33,4.97
6.11,14.52,1032.03
8.22,15.3,4.28
,15.37,1035.57
3007.16,18.36,5.59
6.26,1038.84,4.94
6.52,15.12,5.28
8.43,20.73,4.4
,14.35,4.46
1006.69,,4.67
7.74,1031.7,5.03
8.7,19.61,4.7
8.77,1038.78,3004.42
