Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
1,19.52,1739.0,,30.33,4865.0,,9.07,4601.0
2,19.75,1739.0,,28.2,4866.0,,8.58,4600.0
3,18.61,1738.0,,26.76,4867.0,,8.87,4600.0
4,19.03,1738.0,,27.12,4866.0,,8.86,4601.0
5,18.81,1738.0,,27.7,4867.0,,8.74,4601.0
6,25.83,1739.0,,27.17,4866.0,,9.12,4600.0
7,21.01,1739.0,,28.89,4866.0,,9.1,4599.0
8,18.86,1739.0,,31.78,4866.0,,8.82,4601.0
9,18.75,1738.0,,27.17,4865.0,,8.88,4601.0
10,25.41,1739.0,,28.49,4866.0,,8.77,4601.0
11,18.81,1737.0,,29.9,4867.0,,9.5,4601.0
12,19.47,1738.0,,29.36,4867.0,,11.85,4601.0
13,19.61,1738.0,,27.91,4867.0,,8.78,4600.0
14,18.54,1739.0,,35.27,4866.0,,10.1,4601.0
15,3583.31,1739.0,,30.27,4865.0,,9.3,4601.0
16,23.45,1739.0,,28.12,4866.0,,9.26,4600.0
17,18.74,1739.0,,27.28,4867.0,,9.1,4599.0
18,19.52,1738.0,,27.84,4867.0,,9.09,4601.0
19,18.8,1738.0,,28.46,4867.0,,8.74,4599.0
20,19.38,1737.0,,33.34,2335.0,,9.03,4601.0
21,18.58,1738.0,,1078.75,3418.0,,8.88,4601.0
22,20.19,1738.0,,27.38,4866.0,,8.91,4601.0
23,19.15,1739.0,,234.52,2335.0,,8.85,4600.0
24,19.09,1739.0,,29.17,4865.0,,8.89,4600.0
25,225.0,1739.0,,27.72,4867.0,,9.29,4599.0
26,18.4,1738.0,,2271.84,2335.0,,9.12,4601.0
27,20.23,1739.0,,1268.89,3419.0,,9.97,4600.0
28,2514.46,1739.0,,445.61,3419.0,,10.1,4600.0
29,19.18,1739.0,,643.88,2335.0,,8.88,4600.0
30,1080.64,1738.0,,30.26,2335.0,,8.91,4600.0
31,837.44,1739.0,,26.98,4866.0,,8.84,4601.0
32,19.17,1739.0,,26.91,4867.0,,12.68,4601.0
33,1030.77,1739.0,,234.76,3419.0,,8.79,4601.0
34,221.38,775.0,,28.02,4866.0,,9.14,4599.0
35,431.82,1739.0,,31.26,4866.0,,9.77,4601.0
36,19.61,1738.0,,1046.89,3418.0,,9.32,4601.0
37,222.26,775.0,,27.76,4867.0,,9.71,4601.0
38,19.64,1738.0,,4594.0,3419.0,,14.49,2202.0
39,18.91,1738.0,,233.12,3418.0,,1068.34,3153.0
40,19.1,1738.0,,2741.2,2335.0,,217.62,2202.0
41,7219.97,1739.0,,28.34,4866.0,,11.93,4600.0
42,18.54,1739.0,,452.74,3418.0,,9.0,4601.0
43,227.63,1739.0,,446.28,3419.0,,4830.54,3153.0
44,435.04,775.0,,34.68,4866.0,,8.76,4601.0
45,229.36,1738.0,,2270.44,3419.0,,86251.52,2202.0
46,1021.16,1739.0,,26.8,4866.0,,8.62,4599.0
47,227.3,775.0,,1233.18,2335.0,,8.79,4601.0
48,1025.88,1738.0,,27.65,4866.0,,10.53,4601.0
49,22.07,1739.0,,1091.21,3419.0,,1431.34,3153.0
50,1045.4,1739.0,,26.89,4867.0,,9.18,4599.0
51,221.71,1739.0,,27.27,4867.0,,9.13,4601.0
52,19.11,1739.0,,4138.47,3418.0,,9.0,4601.0
53,1071.04,1739.0,,26.95,4867.0,,9.76,4600.0
54,19.52,1738.0,,3292.17,3419.0,,9.62,4600.0
55,6606.52,1739.0,,237.17,3418.0,,13233.98,2202.0
56,26.45,1739.0,,1075.08,3419.0,,8.98,4601.0
57,23.34,1739.0,,1280.11,3418.0,,218.22,2202.0
58,18.84,1738.0,,2093.39,3419.0,,8.96,4601.0
59,18.37,1739.0,,8869.68,3418.0,,217.8,2202.0
60,221.27,1738.0,,1294.12,3419.0,,1034.63,3153.0
61,222.24,1739.0,,28.05,4867.0,,10.29,4601.0
62,20.79,1739.0,,4659.68,3418.0,,5033.1,3152.0
63,18.49,1739.0,,1073.77,3419.0,,8.73,4601.0
