P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
12.4,5.78,18.58,7.41,6.35
9.59,5.69,15.88,7.38,5.17
9.63,5.73,16.59,8.53,214.29
9.76,214.08,18.91,6.69,5.93
9.81,5.47,15.84,6.94,6.23
11.61,5.7,15.66,7.35,5.68
12.82,5.6,15.76,6.84,6.5
1057.25,5.32,21.51,8.25,5.43
9.23,5.4,20.86,7.26,6.04
8.96,6.54,23.32,7.04,6.13
9.28,5.56,15.96,7.25,5.75
9.76,5.31,19.2,6.78,6.54
8.82,211.17,1062.02,7.17,6.05
9.07,5.73,15.61,6.56,6.71
10.59,209.9,15.89,6.86,5.33
9.06,5.64,16.0,6.58,1011.97
216.64,5.36,15.95,6.54,5.03
9.92,5.65,15.72,7.9,4.94
11.06,5.38,15.25,6.83,4.96
9.56,5.39,16.0,7.24,5.09
9.46,5.4,15.4,7.34,4.83
11.85,5.41,15.63,6.78,4.74
8.99,5.77,16.35,7.06,1254.45
8.88,5.46,16.07,6.52,4.88
8.82,5.59,16.33,6.55,4.95
8.89,5.54,15.72,6.19,4.96
8.8,5.28,15.2,7.18,5.15
9.66,5.54,15.7,1072.71,5.26
8.79,5.42,20.31,6.75,5.06
9.58,5.88,16.14,6.78,5.23
9.68,5.45,15.71,6.75,5.14
9.81,5.52,15.79,6.63,5.36
8.74,5.38,19.03,6.64,1047.14
8.66,5.43,15.73,6.5,5.11
8.93,5.6,16.08,6.61,5.21
10.2,5.4,16.47,8.19,5.22
214.73,5.66,15.98,7.85,4.94
9.2,5.47,16.13,7.89,5.26
9.75,5.42,15.43,6.46,5.04
9.19,5.39,15.51,6.7,1047.01
9.24,6.83,15.21,6.49,5.04
8.99,5.38,15.44,6.55,8.77
8.83,5.3,15.04,9.23,5.06
9.05,6.53,15.47,6.43,4.91
9.02,6.58,15.38,6.74,5.58
12.18,5.81,15.5,6.42,5.18
1454.46,5.64,1042.53,6.58,4.88
9.12,5.25,23.93,6.5,5.34
8.73,6.14,16.73,6.58,5.91
8.65,5.38,16.28,6.58,4.92
8.84,5.47,15.65,6.49,9.2
10.23,5.28,16.48,6.61,5.08
8.69,5.54,1058.73,6.58,5.14
9.06,5.56,15.73,6.86,5.04
8.76,5.29,16.18,7.65,5.15
8.64,5.32,16.02,6.61,4.88
8.7,5.21,16.25,6.26,5.17
10.67,5.36,16.36,6.2,4.81
13.66,5.27,16.14,6.26,4.87
1059.52,5.34,15.63,6.24,4.93
8.99,5.4,15.89,6.38,5.01
8.84,5.41,16.38,1012.62,5.33
8.84,5.34,15.46,6.38,4.95
11.75,5.35,15.61,6.39,5.13
8.97,5.35,224.66,6.52,5.37
8.9,5.23,221.41,6.58,4.98
11.27,5.4,16.24,6.49,5.63
9.16,5.33,19.86,6.36,5.04
8.88,5.31,16.62,7.1,6.04
9.14,5.34,15.85,6.5,4.85
9.22,5.34,15.8,6.49,5.09
8.98,5.42,16.49,1050.74,4.97
1023.56,6.23,16.1,6.35,4.98
11.91,5.42,15.69,6.51,6.12
11.69,1031.66,21.9,8.26,4.85
1029.83,5.34,20.17,6.36,4.92
8.9,5.14,16.02,6.25,4.87
8.95,5.75,19.73,6.31,4.77
8.81,5.18,16.67,6.3,4.77
10.82,5.47,18.03,6.24,5.26
210.33,5.04,15.8,6.16,4.95
9.11,5.47,15.77,6.2,5.0
217.43,5.38,15.69,6.07,5.29
8.85,7.13,18.03,6.16,5.39
218.03,5.77,16.67,6.14,4.98
9.06,5.17,15.76,6.33,5.13
8.96,5.07,16.3,6.13,4.89
8.91,5.1,17.39,9.98,4.92
8.78,5.14,15.9,6.15,4.98
8.85,5.01,15.47,6.19,5.3
8.8,5.15,17.11,6.34,5.03
8.93,4.98,15.65,6.17,6.21
8.93,5.02,15.28,6.14,6.11
12.84,5.02,16.2,6.24,4.91
8.99,5.23,16.27,6.12,4.87
9.74,5.21,15.65,1028.71,1030.58
8.87,1012.94,17.48,6.38,8.3
9.11,5.33,16.06,6.33,4.99
8.81,5.16,1037.44,6.18,4.99
9.15,5.26,15.83,6.13,4.99
8.8,5.3,15.98,6.21,4.84
9.15,5.34,16.12,6.18,9.01
9.03,5.13,15.59,6.27,5.28
9.52,206.98,15.64,6.12,4.92
11.33,6.98,15.38,6.18,4.76
