P-521,p521_mlkem1024,mlkem1024
19.14,27.63,9.59
19.16,28.6,9.39
21.68,26.91,9.64
428.25,27.85,9.21
1053.57,26.88,10.79
24.06,27.24,9.24
18.72,27.53,1033.6
18.55,26.4,9.63
21.27,26.26,1056.65
18.56,27.16,8.6
18.86,27.29,8.48
18.51,27.4,8.46
18.92,27.09,8.92
18.95,27.62,8.72
19.02,27.43,9.25
18.64,31.03,9.3
18.72,27.83,9.14
18.64,27.84,9.79
18.66,28.54,8.7
18.43,26.8,9.45
18.37,27.22,9.22
19.01,26.63,9.09
19.17,26.69,8.59
19.49,1059.9,8.88
18.81,26.34,9.08
20.75,26.82,9.59
18.91,26.47,8.7
18.72,30.71,9.44
18.77,27.42,10.01
18.58,27.08,12.35
18.76,27.89,9.38
19.69,27.27,8.64
25.63,26.48,9.06
1064.44,26.75,8.65
18.58,26.14,8.93
20.17,29.96,8.6
18.9,26.25,8.84
227.07,26.28,8.72
18.58,27.4,8.7
1040.81,26.11,8.6
18.67,31.8,8.88
18.79,29.51,8.79
18.68,27.6,9.22
18.46,28.29,9.43
224.23,30.54,9.02
18.69,28.22,9.55
18.96,26.43,9.46
18.23,26.36,9.26
220.46,26.18,9.63
18.74,27.41,9.39
18.64,26.61,9.24
18.87,28.75,10.41
24.29,27.72,9.22
19.22,27.06,9.06
18.74,26.67,9.65
18.72,28.63,8.98
18.32,30.57,8.72
18.69,27.93,8.49
18.17,27.27,8.47
18.41,27.31,11.78
18.5,27.3,9.47
18.43,26.89,8.46
18.67,26.75,13.13
18.64,26.51,12.96
18.86,32.8,8.69
18.54,27.68,8.98
18.48,26.91,8.62
18.49,26.64,8.54
18.68,27.79,8.4
18.92,27.03,9.05
18.75,27.01,1010.12
18.7,29.02,8.75
18.63,27.21,8.8
18.78,27.5,8.72
19.19,29.68,8.75
19.0,27.06,9.03
19.05,26.36,8.55
18.81,28.81,8.57
18.45,27.26,8.47
18.41,26.85,8.76
18.98,26.54,8.54
18.44,1052.16,8.67
18.5,26.5,8.45
18.53,26.4,8.48
18.37,28.83,8.42
18.43,30.61,8.85
18.94,26.78,8.46
18.63,26.94,8.4
19.49,26.39,8.53
3805.6,27.24,8.57
18.52,27.6,9.29
18.76,27.22,8.74
19.68,26.57,8.44
20.99,236.23,8.42
19.14,27.44,220.49
19.29,28.23,8.85
19.34,27.48,8.68
19.16,28.39,9.02
25.0,27.46,8.85
21.12,27.73,8.74
19.85,29.98,8.91
1066.09,26.41,9.35
19.33,26.1,8.63
19.07,27.27,9.43
20.43,27.15,9.25
18.58,27.09,9.84
1082.76,27.2,9.68
19.3,27.66,8.77
20.31,30.75,8.62
1078.68,27.27,13.58
220.47,27.48,9.28
18.88,27.95,9.75
18.84,28.1,8.85
25.57,28.01,9.22
18.36,28.67,9.05
18.64,26.99,9.45
18.78,26.62,9.5
18.55,28.39,8.82
19.05,27.09,8.8
18.52,27.67,8.78
19.19,31.01,8.51
19.17,27.7,8.64
18.56,27.51,8.58
18.6,27.59,9.4
18.82,26.99,8.88
19.62,27.68,9.31
25.86,28.18,8.79
21.59,31.4,8.99
18.74,27.33,12.07
18.55,28.02,9.2
18.66,31.36,9.35
19.63,28.24,10.83
20.47,27.82,8.98
18.57,26.79,8.98
21.45,28.32,8.91
19.22,31.7,9.82
19.41,28.66,9.0
20.43,27.47,9.38
19.19,34.89,8.95
21.36,27.7,13.04
19.38,27.84,8.7
1077.58,28.3,8.51
22.15,28.4,8.9
19.44,30.3,8.88
227.96,27.28,8.51
