P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.33,2.22,10.46,3.29,3.6
2.04,1.86,8.01,2.51,2.9
2.08,2.24,7.78,1042.63,1012.59
1.96,1.87,7.53,2.44,2.15
1.91,1.85,7.72,1065.02,2.84
1.84,1.94,7.54,2.62,2.2
1.96,1.89,11.05,2.75,2.77
1.64,1.81,7.51,2.66,2.36
1.91,1.71,1038.17,2.63,2.48
1.84,1.81,11.35,2.61,2.59
1.64,2.0,7.33,2.44,3.2
1.83,1.95,7.45,2.48,2.26
1.76,2.2,1021.39,2.58,2.4
1.9,2.4,8.16,2.52,2.48
2.03,1.83,7.81,2.81,1237.29
1.8,1.88,8.17,1002.93,2.4
2.0,1.68,8.08,2.65,1047.51
1.75,1.77,8.3,2.54,2.59
1.71,1.61,1047.58,2.37,2.17
2.02,1.51,7.96,2.41,2.13
1.89,2.1,7.82,2.16,2.19
1.94,2.1,7.25,2.45,2.34
1.85,1.91,7.36,2.41,2.05
1.75,1.81,7.43,2.36,2.73
1.78,1.83,8.14,2.42,2.18
415.46,1.84,8.12,2.34,2.8
1062.2,1.95,7.87,2.52,1010.14
2.03,1.79,7.89,2.2,2.8
1.86,1.82,7.66,2.71,2.11
1.69,1.83,1025.87,2.29,2.95
1.7,1.82,7.73,2.5,2.39
208.92,1.82,7.71,2.77,2.13
2.36,1.81,7.91,2.33,2.17
2.16,1.79,7.68,2.29,206.63
2.05,1.89,7.7,2.24,203.84
1027.76,1.87,7.5,3.1,2.19
2.0,1.77,7.59,3.15,207.61
1.9,2.07,7.78,3.11,2.3
1.73,2.15,7.72,2.29,2.37
1.79,1.94,7.75,2.27,2.41
1.72,2.33,7.83,2.32,2.34
1.69,1.86,1215.64,2.73,2.12
1.66,1.79,8.25,2.32,2.27
1.69,1.81,8.15,2.28,2.08
1.67,1.79,7.92,2.34,1272.28
205.68,1.84,8.07,2.2,2.13
2.0,1.9,7.95,2.47,2.79
1.86,2.17,7.89,2.33,2.01
2.1,1.84,8.38,2.52,2.03
2.01,1.9,8.42,2.43,208.07
2.28,1.66,7.96,2.33,2.17
1.73,1.76,8.09,2.4,2.11
1211.95,1.78,8.0,2.35,2.15
2.32,1.97,8.02,2.42,2.11
4.65,1.85,11.85,2.44,1060.03
2.65,1.79,8.44,2.4,2.09
2.69,1.85,8.36,2.34,415.54
2.14,1.59,7.86,2.42,2.31
2.09,1.53,7.22,2.2,2.2
2.13,1.9,8.06,2.27,2.09
2.21,2.0,8.21,2.29,2.05
2.04,2.01,8.1,2.56,2.44
2.36,1.8,7.65,2.44,2.37
1045.78,1.92,7.77,2.64,2.26
1.93,1.7,7.74,206.98,2.14
1.77,1.81,7.97,2.36,2.25
1.71,1.8,7.54,2.99,2.21
1.98,2.01,7.86,2.36,2.02
1.71,1.65,7.91,1019.35,204.9
1.63,1.85,1071.72,3.16,2.64
1.62,2.29,11.85,2.29,2.07
1.65,1.93,7.81,2.47,1.93
1.65,1.83,8.08,2.76,2.17
1.66,1.7,7.84,2.41,1.8
1.63,1.83,7.91,2.43,2.13
1.79,1.79,1044.07,4643.21,2.09
2.02,1.66,8.4,2.24,2.05
2.02,1.6,8.66,2.76,2.01
1.97,1.67,8.27,2.53,1.84
1.85,1.48,8.4,2.5,1.84
1.72,1.56,8.51,2.41,1.82
1.62,1.99,10.2,2.3,1.73
205.67,2.06,9.04,2.39,2.06
2.0,1.91,8.13,2.69,2.02
1.69,1.78,8.39,2.34,2.06
1.74,2.44,8.11,2.64,2.01
1.69,1.81,9.96,2.63,2.03
2.19,1.78,8.53,2.39,2.09
1.81,1.85,9.93,2.54,2.05
1.69,1.79,8.93,2.39,2.12
1.69,1.89,8.04,2.43,2.41
1.62,1.69,8.55,2.43,1.96
1.74,2.41,8.41,2.67,2.02
2.64,1.95,8.19,2.33,2.03
2.67,1.99,8.3,2.37,210.02
1.91,1.8,8.38,2.51,2.16
2.23,1.8,8.45,3.21,2.32
2.09,1.87,8.12,3.15,2.08
2.09,1.82,9.04,3.18,2.06
2.11,1.85,8.4,2.77,2.06
2.14,1.76,8.01,2.52,2.1
2.28,2.02,7.99,2.27,2.06
1054.49,1.81,8.73,2.56,2.11
2.34,1.82,12.73,2.4,2.06
2.08,1.82,8.38,2.62,2.18
2.08,2.18,8.64,2.64,2.91
1032.3,1.83,8.91,2.8,2.3
2.43,1.89,8.78,2.63,2.21
2.04,1.81,8.81,2.6,1056.56
208.87,2.09,8.53,2.37,1013.07
1.94,1.86,8.84,2.35,2.1
2.21,1.84,8.3,2.11,1065.24
1.86,1.55,7.6,2.16,2.12
1.94,1.92,9.17,2.18,2.16
1.96,1.85,8.63,1012.27,1.98
1.92,1.98,8.26,2.29,2.04
1.94,1.8,8.67,2.19,2.07
2.23,1.83,8.49,2.18,2.16
2.32,1.71,8.45,2.04,2.08
1038.25,2.14,8.27,2.19,2.11
1.98,1.76,8.02,2.17,2.05
2.02,2.15,11.23,2.09,2.15
2.08,1.67,1042.43,2.14,2.03
2.16,1.91,8.16,2.32,1.98
1.92,1.78,9.46,2.13,2.01
2.01,1.84,8.93,2.16,2.14
2.2,1.94,8.32,2.99,1.98
1.99,1.81,9.06,2.11,1024.36
210.84,1.88,8.07,2.19,2.23
