Handshake_ID,P-384_Time_ms,P-384_Bytes_TCP,P-384_Bytes_TLS,P-384_Bytes_Total,4,x448_Time_ms,x448_Bytes_TCP,x448_Bytes_TLS,x448_Bytes_Total,9,p384_mlkem768_Time_ms,p384_mlkem768_Bytes_TCP,p384_mlkem768_Bytes_TLS,p384_mlkem768_Bytes_Total,14,x448_mlkem768_Time_ms,x448_mlkem768_Bytes_TCP,x448_mlkem768_Bytes_TLS,x448_mlkem768_Bytes_Total,19,mlkem768_Time_ms,mlkem768_Bytes_TCP,mlkem768_Bytes_TLS,mlkem768_Bytes_Total
1,12.4,412.0,1702.0,2114.0,,5.78,412.0,1620.0,2032.0,,18.58,412.0,3968.0,4380.0,,7.41,412.0,3886.0,4298.0,,6.35,412.0,3773.0,4185.0
2,9.59,412.0,1702.0,2114.0,,5.69,412.0,1621.0,2033.0,,15.88,412.0,3966.0,4378.0,,7.38,412.0,3885.0,4297.0,,5.17,412.0,3774.0,4186.0
3,9.63,412.0,1702.0,2114.0,,5.73,412.0,1621.0,2033.0,,16.59,412.0,3967.0,4379.0,,8.53,412.0,3884.0,4296.0,,214.29,2004.0,2325.0,4329.0
4,9.76,412.0,1704.0,2116.0,,214.08,412.0,1621.0,2033.0,,18.91,412.0,3968.0,4380.0,,6.69,412.0,3885.0,4297.0,,5.93,412.0,3774.0,4186.0
5,9.81,346.0,1703.0,2049.0,,5.47,412.0,1621.0,2033.0,,15.84,412.0,3968.0,4380.0,,6.94,412.0,3885.0,4297.0,,6.23,412.0,3774.0,4186.0
6,11.61,412.0,1702.0,2114.0,,5.7,412.0,1621.0,2033.0,,15.66,412.0,3966.0,4378.0,,7.35,412.0,3886.0,4298.0,,5.68,412.0,3773.0,4185.0
7,12.82,412.0,1703.0,2115.0,,5.6,412.0,1622.0,2034.0,,15.76,412.0,3968.0,4380.0,,6.84,412.0,3884.0,4296.0,,6.5,412.0,3774.0,4186.0
8,1057.25,626.0,1703.0,2329.0,,5.32,412.0,1620.0,2032.0,,21.51,412.0,3968.0,4380.0,,8.25,412.0,3886.0,4298.0,,5.43,412.0,3772.0,4184.0
9,9.23,412.0,1704.0,2116.0,,5.4,412.0,1621.0,2033.0,,20.86,412.0,3967.0,4379.0,,7.26,412.0,3884.0,4296.0,,6.04,412.0,3773.0,4185.0
10,8.96,412.0,1703.0,2115.0,,6.54,412.0,1621.0,2033.0,,23.32,412.0,3967.0,4379.0,,7.04,412.0,3886.0,4298.0,,6.13,412.0,3772.0,4184.0
11,9.28,412.0,1703.0,2115.0,,5.56,412.0,1622.0,2034.0,,15.96,745.0,3967.0,4712.0,,7.25,412.0,3886.0,4298.0,,5.75,412.0,3774.0,4186.0
12,9.76,412.0,1703.0,2115.0,,5.31,412.0,1621.0,2033.0,,19.2,2004.0,2518.0,4522.0,,6.78,412.0,3885.0,4297.0,,6.54,412.0,3774.0,4186.0
13,8.82,412.0,1703.0,2115.0,,211.17,412.0,1622.0,2034.0,,1062.02,692.0,4033.0,4725.0,,7.17,412.0,3884.0,4296.0,,6.05,412.0,3773.0,4185.0
14,9.07,412.0,1704.0,2116.0,,5.73,412.0,1621.0,2033.0,,15.61,412.0,3967.0,4379.0,,6.56,412.0,3885.0,4297.0,,6.71,412.0,3772.0,4184.0
15,10.59,412.0,1704.0,2116.0,,209.9,412.0,1622.0,2034.0,,15.89,412.0,3968.0,4380.0,,6.86,412.0,3886.0,4298.0,,5.33,412.0,3773.0,4185.0
16,9.06,412.0,1703.0,2115.0,,5.64,412.0,1620.0,2032.0,,16.0,412.0,3967.0,4379.0,,6.58,412.0,3885.0,4297.0,,1011.97,692.0,3840.0,4532.0
