P-521,p521_mlkem1024,mlkem1024
26.29,35.4,24.38
27.94,35.81,25.44
28.49,37.78,26.37
26.62,34.49,24.59
26.3,35.73,24.4
26.96,35.15,24.74
26.2,34.85,24.91
26.57,35.49,24.62
26.16,35.73,24.54
26.1,35.78,24.59
26.52,34.79,24.43
26.88,34.63,24.94
26.85,38.08,24.73
26.7,34.64,24.08
27.37,34.56,24.84
26.39,34.95,24.34
26.41,36.07,24.33
26.08,37.71,24.89
26.63,34.62,24.69
26.25,35.67,24.55
26.29,35.24,24.45
26.41,34.44,24.67
26.47,35.42,24.41
26.11,37.63,24.61
25.89,35.46,24.56
25.95,34.95,25.46
26.18,34.56,24.24
25.96,34.84,24.78
25.87,35.83,25.38
26.13,36.98,24.45
26.83,35.14,24.22
26.04,35.02,24.36
26.18,35.56,26.11
26.02,35.12,24.26
25.87,34.37,24.52
27.06,35.94,25.38
26.34,34.45,24.2
26.19,35.04,24.27
26.27,35.89,24.27
26.12,34.97,24.08
26.0,34.59,24.56
26.23,35.05,24.89
26.03,34.68,24.62
26.45,35.19,24.43
27.1,35.05,24.46
25.99,35.83,26.52
26.2,35.6,24.64
26.5,34.46,24.61
26.18,39.54,24.61
25.98,34.88,24.96
26.19,36.16,24.81
25.86,36.99,24.45
26.11,35.78,24.67
28.12,35.4,24.42
26.07,34.41,24.45
25.93,35.16,24.73
25.95,34.52,24.84
25.93,34.66,26.13
26.32,34.02,26.79
25.91,34.58,24.32
26.14,34.05,24.43
26.11,34.12,24.31
25.95,34.47,25.05
26.4,34.71,24.5
26.6,34.52,24.82
25.98,33.94,24.61
25.92,34.42,24.67
26.08,34.02,26.45
26.07,34.0,24.64
28.04,35.13,24.31
26.17,36.72,24.53
27.41,35.2,24.57
25.91,34.13,24.23
26.05,34.35,25.15
26.11,37.4,24.27
26.21,34.31,24.49
26.15,33.9,25.46
26.09,34.28,24.93
25.89,34.17,24.68
26.12,34.74,24.67
25.95,35.8,24.25
25.88,34.99,24.4
26.0,34.29,24.6
26.27,35.4,24.5
29.03,34.35,25.11
28.17,34.39,24.44
26.4,35.08,25.24
26.15,37.06,24.17
26.22,34.64,24.6
26.18,36.98,24.56
26.57,34.04,24.44
27.3,35.09,27.2
26.32,34.2,24.86
26.57,35.0,24.9
26.04,34.48,25.45
26.01,34.16,26.12
26.29,34.01,25.02
26.38,34.08,24.93
26.04,33.99,24.88
25.89,34.52,24.79
26.75,36.75,24.57
26.01,36.04,24.88
27.39,34.77,24.71
26.16,34.4,24.98
26.17,34.08,24.73
25.96,35.45,25.13
25.87,34.14,25.16
25.92,34.37,25.1
25.92,34.65,24.35
26.37,35.09,25.01
26.81,34.44,25.11
26.2,34.46,26.52
27.93,34.6,25.94
25.98,34.52,25.13
26.23,34.78,25.07
26.84,35.0,24.66
26.06,34.36,25.06
25.88,34.2,25.96
27.38,34.06,25.08
26.15,37.05,25.09
26.11,34.24,25.13
26.39,34.16,24.76
26.06,35.13,27.19
27.97,34.61,25.36
26.01,34.43,25.22
26.16,34.52,25.99
26.25,36.5,24.79
26.33,34.74,25.86
26.84,36.7,24.94
26.87,34.34,24.98
26.74,34.51,24.79
26.33,34.69,24.6
26.51,34.52,26.13
26.57,35.1,24.47
26.29,37.63,26.43
26.14,34.98,24.82
26.52,34.18,24.73
26.52,34.84,24.6
26.56,34.75,24.52
26.88,34.48,24.59
26.63,34.26,25.41
26.31,35.43,24.6
