P-521,p521_mlkem1024,mlkem1024
50.1,71.29,45.82
27.05,41.0,24.78
26.4,36.6,24.98
28.01,42.62,25.49
29.09,42.66,24.66
28.89,35.66,24.84
26.56,43.35,24.41
26.26,35.09,24.77
26.68,40.59,25.45
26.41,38.05,24.74
26.69,37.21,24.36
26.22,37.31,24.88
26.2,36.14,24.32
26.85,40.09,24.67
26.69,34.86,25.02
27.84,35.53,25.89
26.38,38.92,24.6
26.41,36.02,24.6
26.26,34.31,25.03
26.19,35.6,25.05
27.52,36.86,24.56
26.14,37.39,25.25
26.31,35.27,25.0
25.85,35.12,24.57
26.26,35.27,24.43
27.77,37.69,25.04
26.06,35.15,24.56
26.21,35.07,24.69
25.98,36.88,24.77
26.18,36.35,24.66
26.22,34.83,25.53
26.5,35.1,25.13
26.54,34.3,24.48
27.36,33.95,24.47
26.01,34.5,24.36
26.29,34.77,24.36
26.18,37.67,25.05
26.1,34.48,24.4
26.04,35.77,24.91
25.96,35.42,25.73
26.2,35.42,26.55
26.73,38.1,24.51
26.15,35.06,24.99
26.3,37.09,24.52
26.29,34.66,24.95
26.13,34.77,24.51
26.06,35.63,24.33
26.27,35.76,25.05
26.38,34.32,24.47
26.23,37.14,24.09
26.61,34.94,24.62
25.88,41.35,25.02
26.12,35.67,24.29
26.17,35.92,24.17
25.9,34.83,24.35
26.13,34.85,24.61
27.09,35.89,25.12
26.02,37.05,24.29
25.97,34.97,24.57
26.16,35.17,24.82
25.91,34.79,24.2
26.18,37.52,25.32
26.05,35.91,24.32
26.42,34.74,24.18
26.04,34.65,24.54
26.32,34.35,24.95
26.68,35.57,24.41
25.81,34.57,24.5
25.86,36.31,24.69
27.66,35.38,25.36
26.34,34.83,25.36
25.99,38.39,24.79
26.24,35.09,24.42
26.16,34.99,25.64
26.42,36.47,24.43
26.47,35.2,24.7
26.13,34.37,25.23
26.34,34.55,24.87
29.55,34.58,24.71
26.17,34.68,24.48
26.11,34.29,26.52
26.43,34.54,24.69
26.07,34.41,24.52
26.08,34.21,24.71
26.3,34.11,25.04
26.05,34.94,24.71
26.35,34.46,24.91
25.98,34.37,24.75
26.0,34.35,24.47
25.88,34.01,24.63
26.57,35.11,24.68
26.08,34.7,24.27
26.57,38.23,24.97
26.2,36.03,24.9
26.08,34.34,24.39
26.37,34.7,25.36
26.57,34.4,24.27
27.64,34.44,24.82
26.09,34.5,24.29
27.26,34.34,24.77
26.27,37.53,26.45
26.18,34.37,24.69
25.99,34.48,24.55
26.17,34.45,24.58
26.43,34.44,24.41
26.31,34.48,24.33
25.99,34.41,24.77
25.9,34.56,25.2
26.17,34.04,24.84
26.32,34.5,24.96
26.31,34.52,24.52
26.23,34.27,24.31
25.96,34.98,24.14
25.84,34.65,24.3
25.8,34.41,24.18
26.41,35.36,24.15
28.02,34.61,24.35
26.21,34.32,24.77
26.16,36.94,24.22
27.39,37.14,24.22
28.84,35.34,24.93
27.08,34.24,26.21
28.75,34.4,24.43
30.59,34.44,24.21
29.15,34.3,24.3
28.62,34.82,24.32
27.01,34.37,24.32
28.52,35.02,24.03
28.42,34.86,24.78
29.66,33.98,24.11
26.32,34.3,24.25
26.43,33.87,24.34
28.98,34.69,24.22
26.68,34.12,24.81
28.24,34.96,24.27
26.65,34.84,24.21
26.48,34.68,24.22
28.18,34.77,24.18
26.76,34.09,24.16
26.27,34.98,24.64
26.71,34.1,24.48
31.14,34.25,24.44
26.95,34.05,24.18
29.41,34.38,24.36
26.52,35.09,26.26
25.98,34.65,24.51
25.98,34.21,24.66
26.16,34.63,24.25
25.87,36.88,24.65
26.17,34.58,24.64
25.84,35.82,24.53
27.74,34.01,24.93
27.6,36.5,24.61
25.88,34.51,25.54
25.95,34.42,24.58
26.52,34.52,24.73
26.38,34.47,26.85
26.07,34.22,26.33
25.81,35.57,24.71
26.23,34.32,24.76
26.03,34.24,24.51
26.03,34.21,24.57
26.05,34.44,24.62
26.46,35.23,24.67
25.94,35.99,24.58
26.34,34.15,24.71
26.2,34.24,24.76
26.18,34.81,26.18
26.2,34.41,24.74
26.95,34.87,25.1
26.54,34.77,24.18
26.82,34.2,24.09
26.09,34.17,24.17
26.45,34.74,24.04
26.49,35.24,24.07
26.07,34.48,24.56
25.93,35.07,24.16
26.01,34.51,24.1
26.23,34.71,24.31
26.2,37.77,24.09
26.48,37.79,24.45
26.1,34.62,24.89
26.17,34.28,24.38
25.91,34.17,24.36
26.06,34.18,24.01
25.87,34.05,24.31
25.88,35.63,24.36
26.21,34.37,24.01
26.06,34.01,24.2
26.13,34.39,24.15
26.16,35.44,24.08
26.41,34.48,24.42
28.87,34.3,24.45
26.47,34.42,24.3
26.05,34.38,24.24
25.98,34.48,24.26
26.27,34.46,24.25
25.95,34.52,24.69
27.67,36.42,24.05
27.73,35.3,24.43
26.17,34.73,24.07
26.22,34.6,24.32
26.81,34.67,24.25
26.45,34.49,24.21
26.05,34.02,24.26
25.83,34.5,24.18
27.69,34.59,24.16
27.84,35.76,23.99
27.8,34.51,24.25
26.34,34.21,25.66
26.16,34.91,24.71
26.32,34.22,24.31
26.37,34.58,24.27
26.32,34.56,24.24
26.02,34.53,24.27
26.34,34.59,24.31
25.91,34.24,25.04
27.57,34.04,24.29
26.01,36.79,25.33
25.86,34.32,24.88
26.49,34.4,24.23
26.32,34.17,24.32
26.17,34.45,24.34
26.62,35.11,24.25
26.08,34.03,24.0
26.27,34.04,24.69
26.61,34.27,24.46
26.0,34.38,24.45
27.97,34.23,24.76
26.21,34.18,24.24
26.66,34.21,24.4
26.17,34.94,24.45
25.97,34.32,26.63
26.27,34.08,24.66
26.5,34.4,24.3
26.39,34.41,24.4
26.32,34.21,24.37
26.04,34.08,24.37
25.92,34.11,24.23
27.52,34.74,25.08
25.9,37.07,24.46
26.26,34.06,24.28
26.32,34.39,26.56
26.39,37.2,24.22
27.16,34.53,24.5
26.23,34.69,24.67
25.84,34.69,24.96
25.89,34.14,25.84
26.0,34.63,26.34
26.01,34.58,24.47
25.95,34.63,24.74
26.04,34.45,24.4
26.08,34.1,24.83
26.47,34.61,24.62
26.06,34.2,24.73
25.99,34.4,24.33
27.41,34.64,24.56
26.18,34.55,24.69
27.57,34.33,24.53
26.1,35.33,24.32
26.2,35.05,24.46
25.91,34.84,24.54
25.8,34.2,24.73
26.85,40.54,24.88
26.33,34.24,24.47
26.89,36.28,24.5
26.33,34.82,24.51
26.19,34.0,24.39
25.9,37.59,25.39
26.06,34.3,24.72
26.1,34.4,24.5
26.07,34.58,24.68
26.33,34.02,24.45
26.35,34.49,26.64
26.68,34.12,24.6
26.15,34.02,24.53
26.38,35.46,24.47
26.3,34.44,24.47
26.11,34.74,24.58
25.92,34.62,24.64
26.06,34.26,24.59
25.97,34.05,24.36
25.97,33.97,24.36
26.7,34.49,24.47
27.0,34.44,24.52
27.57,34.57,24.48
26.71,34.46,24.28
27.36,38.45,24.46
27.77,34.65,24.3
28.13,34.54,24.15
26.59,34.29,24.91
26.54,37.21,26.13
26.25,35.92,24.38
26.34,35.1,24.52
27.05,34.09,24.28
26.46,34.58,26.06
26.52,34.66,24.47
26.6,34.33,24.94
26.22,34.44,24.45
26.36,33.96,24.63
26.25,35.44,24.41
29.24,36.43,24.51
26.62,35.24,24.49
26.92,34.53,24.23
26.79,34.78,24.42
27.14,34.79,24.41
25.96,34.47,26.89
26.4,34.48,24.3
26.1,34.27,24.84
26.46,35.17,25.77
27.76,34.76,24.16
26.61,36.89,26.24
26.07,34.76,24.51
26.73,34.32,24.53
26.53,34.64,24.33
26.31,35.31,24.66
26.02,34.72,24.52
27.0,35.05,24.71
28.9,40.54,25.34
27.76,35.48,24.47
26.49,34.87,24.48
26.5,34.84,25.38
28.44,38.1,24.42
26.07,41.7,24.29
27.55,39.72,24.74
27.12,34.86,24.29
27.82,37.99,24.75
28.6,35.03,24.6
26.76,37.92,24.56
25.88,37.98,24.73
26.04,35.45,24.43
26.24,34.75,24.52
26.22,34.72,24.56
26.17,35.78,24.54
28.07,38.36,24.38
26.82,37.81,24.5
26.38,38.51,24.32
26.92,35.77,24.75
26.57,34.33,24.69
26.99,34.38,24.37
26.64,35.12,25.01
26.06,43.94,24.75
26.8,35.91,24.57
26.23,36.25,24.66
28.71,37.11,24.84
26.93,34.55,24.62
27.99,36.14,24.41
26.78,36.22,24.5
26.79,35.04,24.72
26.92,34.95,24.84
27.94,35.62,24.56
26.11,35.67,24.69
26.22,40.12,24.56
26.48,35.07,24.27
26.9,35.99,24.25
27.43,34.78,24.45
26.01,35.23,24.88
26.25,34.92,24.51
