P-521,p521_mlkem1024,mlkem1024
22.02,30.96,12.64
22.12,31.88,12.66
22.21,30.89,12.75
22.18,30.89,13.48
21.75,30.59,12.78
21.89,30.84,12.64
22.22,30.58,12.53
22.06,30.65,12.42
22.0,30.38,14.69
22.21,30.53,12.78
21.98,30.58,12.76
22.14,31.29,12.59
22.0,30.52,12.53
22.34,30.65,12.84
22.3,30.69,12.58
22.13,31.05,12.77
22.23,31.27,14.86
22.09,30.64,12.59
22.3,30.44,15.04
21.96,30.69,12.85
21.91,30.48,14.07
22.09,36.0,12.72
22.01,30.5,12.54
22.06,30.36,13.66
22.04,30.55,12.54
22.34,30.34,12.5
22.0,30.78,12.48
22.46,31.23,12.73
22.22,30.52,12.58
21.97,31.65,12.62
22.19,30.75,12.59
22.12,30.52,12.58
22.01,30.42,12.53
22.08,31.15,12.49
22.93,30.68,12.61
22.39,30.75,12.7
22.01,32.23,12.63
22.16,30.73,12.46
22.18,30.52,12.65
22.04,40.1,12.66
21.81,30.62,12.56
21.97,30.42,12.67
22.05,30.18,12.55
22.29,30.21,12.53
22.65,34.45,12.52
22.25,30.68,12.63
22.41,30.7,12.57
22.16,30.5,12.45
22.16,30.62,12.38
22.53,33.0,12.4
22.02,30.86,12.43
21.96,32.28,12.99
22.49,31.06,12.54
22.04,30.99,12.49
22.07,32.04,12.48
22.09,30.85,12.38
22.18,31.06,12.47
22.1,30.61,12.54
22.46,30.65,12.68
23.74,35.58,12.7
22.02,31.43,12.52
22.07,30.77,12.56
22.19,30.75,12.43
22.17,30.96,12.43
22.11,33.28,12.5
22.47,37.65,12.51
22.18,30.91,12.59
22.2,30.85,12.5
22.08,31.01,12.64
22.18,30.94,12.46
21.94,30.86,12.43
22.43,30.8,12.43
22.0,30.93,12.75
21.98,30.99,12.6
21.98,31.41,12.75
21.98,40.36,12.55
22.24,32.43,12.57
22.09,31.83,12.83
25.31,34.01,12.63
22.36,31.06,12.57
22.19,31.77,12.76
22.18,31.68,12.52
21.97,31.1,12.63
21.7,31.74,12.45
21.99,31.1,13.41
21.99,34.39,12.52
22.25,31.67,12.65
21.91,31.35,12.67
21.95,31.68,12.81
22.59,31.11,17.04
22.16,31.08,12.8
22.25,30.58,12.56
22.06,30.74,12.97
21.96,31.36,12.74
22.04,30.81,12.77
22.06,31.19,12.74
22.26,30.78,12.66
21.99,34.44,13.12
22.03,30.63,12.87
22.18,30.59,16.75
22.15,30.76,13.05
21.93,30.55,12.75
21.88,30.46,12.86
21.86,31.46,12.68
21.96,31.48,12.77
22.05,31.03,12.79
22.26,30.74,12.86
22.16,30.36,12.7
22.33,31.19,12.6
22.34,30.35,12.75
22.22,30.39,12.8
24.7,32.26,13.15
22.18,37.12,12.71
22.32,31.01,12.54
22.0,30.83,12.81
22.09,30.97,12.59
22.0,30.72,12.84
21.74,30.3,12.79
22.17,30.53,12.67
22.17,31.08,12.67
21.98,30.52,12.92
22.2,30.85,12.72
22.03,30.78,12.58
21.97,30.54,12.6
22.06,30.32,12.75
22.12,30.86,12.61
22.11,31.18,12.83
22.2,30.85,12.53
22.19,31.35,12.68
22.46,30.9,12.6
22.48,31.84,12.67
22.21,31.1,12.69
22.22,32.91,12.77
21.98,31.25,12.63
21.82,30.54,12.67
21.84,31.39,12.66
22.15,31.52,12.66
22.21,31.23,12.92
22.03,35.83,12.62
22.18,41.82,12.73
22.05,31.41,12.93
21.96,31.49,12.62
22.09,30.9,12.63
22.09,30.97,12.74
22.02,31.24,12.61
21.86,30.48,12.66
21.83,30.94,13.02
21.88,30.38,12.39
21.86,31.7,12.53
22.34,30.36,12.6
22.24,31.47,12.68
22.07,30.54,12.51
22.2,30.31,12.47
21.98,35.98,12.53
22.1,30.78,12.57
22.05,31.18,12.62
22.05,31.28,12.79
22.0,31.57,12.71
22.12,31.07,12.64
22.28,31.27,12.71
22.22,30.79,12.73
21.97,31.48,12.43
22.13,31.58,12.5
22.03,30.5,12.66
22.23,31.0,14.52
21.97,30.62,12.59
22.4,30.39,12.84
22.17,30.93,12.56
22.13,30.57,12.68
22.2,30.47,12.64
22.23,30.22,14.83
21.99,32.41,12.6
22.1,30.7,13.24
22.27,30.95,12.46
22.23,30.88,12.61
22.28,30.52,12.46
22.18,31.18,12.47
22.25,37.27,12.6
22.1,31.05,12.51
22.18,30.58,12.93
22.12,30.39,12.77
22.08,30.64,12.63
22.16,33.21,12.78
22.57,32.07,12.7
22.34,31.3,12.83
22.47,31.01,12.47
22.2,30.94,12.56
22.39,31.27,12.59
22.26,30.96,12.51
22.37,31.17,12.54
22.33,30.84,12.65
22.15,31.04,12.58
22.29,30.58,13.08
22.55,31.44,13.08
22.14,30.71,13.08
22.07,30.98,13.09
21.98,30.4,12.85
21.92,31.14,12.73
22.05,30.62,12.76
21.98,31.21,13.16
22.05,32.04,15.14
22.08,30.67,16.79
22.38,31.58,13.09
21.97,30.9,12.49
22.22,31.86,12.72
22.09,30.73,12.48
22.21,30.41,13.54
22.14,30.53,12.63
22.27,30.52,13.09
22.15,30.81,12.63
22.28,30.79,12.55
22.29,30.43,12.44
22.38,30.68,13.42
21.92,31.18,12.86
21.91,38.55,12.85
22.15,30.64,12.79
22.11,30.7,12.52
21.99,30.79,12.68
21.84,31.05,15.83
22.06,30.79,12.66
22.02,38.19,12.66
22.33,31.3,12.76
22.14,31.06,12.69
22.07,40.74,14.6
22.17,31.0,12.81
22.2,31.51,12.74
22.34,30.93,12.78
22.03,31.02,12.86
22.07,31.83,12.68
22.15,30.89,12.69
22.48,30.99,12.67
22.09,31.05,12.67
22.49,30.95,12.79
21.98,30.86,12.96
22.17,30.86,12.64
21.85,31.11,12.57
21.97,30.8,13.06
22.01,30.45,12.86
21.93,30.26,12.64
22.8,30.83,15.76
22.16,30.75,12.62
22.1,31.07,15.96
22.26,31.0,12.67
22.32,30.55,13.04
22.11,31.04,14.72
22.2,30.95,14.06
22.01,31.33,12.48
22.09,30.57,12.67
23.02,30.25,12.64
22.19,30.47,12.53
22.18,30.93,16.33
3603.64,30.76,12.8
21.85,30.99,12.7
22.62,30.62,12.73
22.14,31.79,12.83
22.07,30.35,12.99
22.02,31.25,12.69
22.25,31.06,12.98
22.96,30.8,12.93
22.2,31.06,13.13
22.05,31.22,12.56
22.24,30.97,12.83
22.17,30.67,12.65
22.51,30.73,12.68
22.14,30.81,12.75
22.04,31.73,12.73
22.05,31.21,12.7
22.04,30.74,13.93
22.28,30.83,12.68
22.18,31.19,12.6
22.07,30.61,14.76
21.84,30.84,14.47
22.13,30.45,12.53
21.92,30.61,12.37
22.1,30.98,12.38
21.93,30.34,12.7
22.39,30.37,12.78
22.05,30.38,12.64
22.15,30.56,12.55
22.14,30.6,12.62
22.4,30.62,12.76
22.42,30.55,12.69
22.25,30.54,12.83
21.97,30.31,12.55
22.01,30.56,12.46
22.13,30.8,12.67
22.24,30.48,12.58
21.93,30.29,12.57
22.08,30.33,12.57
21.83,30.74,12.67
22.22,30.54,12.61
22.15,30.74,12.48
22.6,30.41,12.53
22.33,31.01,12.69
22.09,30.68,12.63
22.04,30.53,12.51
22.52,30.42,12.63
22.85,30.14,12.38
22.03,30.86,12.74
22.39,30.48,16.62
21.84,31.49,12.71
21.91,30.31,13.04
21.98,31.17,12.72
22.24,30.74,12.85
22.09,30.44,12.75
21.93,30.15,12.52
22.02,30.28,12.83
22.07,31.77,12.96
22.0,32.87,12.53
21.95,31.57,12.47
22.1,41.15,12.45
22.01,30.92,12.67
22.26,41.85,12.62
22.09,30.7,12.83
21.96,41.51,12.71
22.15,31.48,12.66
21.96,31.0,12.75
22.05,31.88,12.87
22.69,31.05,12.53
21.88,31.25,12.52
22.0,41.76,13.1
22.05,31.08,12.75
22.24,31.18,12.67
22.77,30.7,12.67
22.22,31.42,12.73
22.12,30.87,12.67
22.39,41.05,12.91
22.38,31.01,12.56
22.51,33.79,12.75
22.5,30.48,12.66
21.99,30.57,12.41
22.03,30.51,12.3
22.21,30.88,12.55
22.04,30.62,12.41
21.94,30.55,12.51
21.99,30.31,12.42
22.27,30.13,12.67
22.31,30.41,12.71
22.18,30.05,12.64
22.03,30.29,12.39
22.02,30.84,12.45
22.13,30.35,12.54
22.18,30.47,12.54
22.24,30.86,12.55
22.04,31.11,12.53
21.84,30.75,12.64
22.14,30.51,12.66
22.12,30.86,12.55
23.13,30.97,13.04
22.09,30.54,12.62
21.78,30.25,12.92
