P-521,p521_mlkem1024,mlkem1024
24.57,35.62,15.45
22.11,31.04,12.67
22.19,30.9,12.64
22.49,30.54,12.84
28.04,30.42,12.93
21.84,30.21,12.78
22.33,32.67,12.67
22.1,31.09,12.77
22.05,30.67,12.61
22.0,31.0,12.81
21.99,30.79,12.7
21.98,30.82,12.6
22.07,36.82,12.66
22.24,30.91,12.69
21.98,31.22,12.46
22.0,30.64,12.44
21.92,31.18,12.55
21.95,31.34,12.49
22.05,30.51,12.51
22.04,30.62,12.83
22.06,30.58,15.38
21.79,30.37,12.65
22.07,30.69,12.64
22.13,30.96,12.86
22.11,30.83,12.43
22.45,30.41,12.52
22.18,30.62,12.45
22.03,30.72,12.6
22.2,31.02,12.43
22.09,31.35,12.76
22.0,31.09,12.72
22.0,30.82,12.84
21.95,30.87,12.59
22.16,30.86,12.74
22.1,30.55,12.63
22.1,30.53,12.59
22.07,30.98,12.51
22.13,31.0,12.79
22.08,30.92,13.01
22.02,30.9,13.07
22.12,30.88,12.87
21.95,31.71,12.61
22.08,30.56,12.57
22.08,31.63,16.73
22.25,30.44,12.64
22.31,30.48,12.4
22.05,31.25,12.91
22.03,30.48,12.48
22.1,30.55,12.56
22.41,30.96,12.44
22.26,30.72,12.58
22.0,31.0,12.48
22.22,31.28,12.64
22.05,30.63,12.5
22.2,30.64,12.56
22.06,31.18,12.71
22.21,30.5,12.86
22.0,31.01,12.7
22.21,30.64,12.64
22.33,30.57,12.55
22.12,30.66,12.68
21.93,31.08,13.01
24.54,30.77,12.46
22.01,30.56,12.76
21.89,30.93,12.73
22.04,30.78,14.62
22.22,31.0,12.68
22.51,30.69,12.85
22.15,31.96,13.38
22.18,30.83,14.92
22.18,30.73,17.51
22.23,31.32,12.85
22.0,31.49,14.88
22.1,30.64,12.73
22.13,30.76,16.27
21.88,30.96,12.51
22.08,30.76,12.72
21.86,30.99,12.81
22.6,30.69,12.97
22.38,30.58,12.75
22.63,30.82,15.22
22.26,30.65,19.15
22.3,30.32,14.92
22.04,32.03,15.43
22.28,30.48,14.98
22.48,31.39,12.98
22.21,30.58,14.72
22.15,30.52,17.88
22.73,30.74,15.35
23.65,30.73,12.95
22.03,30.67,14.58
22.02,30.81,14.32
22.11,30.48,14.89
22.08,30.5,12.82
21.73,31.12,15.28
22.74,30.49,13.88
21.98,30.43,15.3
22.16,32.65,14.67
22.03,30.43,17.86
22.2,31.23,14.06
22.26,30.24,14.08
22.11,30.6,13.92
23.07,31.0,13.01
27.46,37.36,12.8
22.16,30.8,16.93
22.23,30.69,16.73
22.06,30.82,13.18
22.0,30.99,12.97
22.13,30.55,13.16
22.18,30.33,12.91
22.04,30.45,13.1
21.99,31.25,13.17
22.02,30.57,12.99
22.22,30.53,12.98
22.1,30.6,12.78
22.2,31.1,16.86
22.45,40.23,12.62
22.04,30.85,12.7
22.08,30.77,12.66
21.98,30.25,12.9
22.12,30.62,12.69
22.05,30.68,12.57
22.76,30.47,12.78
22.16,31.02,12.63
21.87,30.99,12.71
21.94,30.9,12.76
21.99,30.59,15.63
22.05,32.06,14.45
22.01,30.69,14.29
22.07,30.77,13.84
21.97,30.81,14.89
21.82,30.73,13.23
22.25,30.74,12.91
22.51,33.51,12.91
22.17,30.57,13.07
22.27,30.56,12.77
23.03,30.84,14.51
22.44,31.32,13.02
22.26,30.96,12.94
22.16,30.8,12.81
21.92,30.89,12.99
22.12,31.68,13.6
21.99,30.71,12.88
21.89,30.46,12.91
22.5,30.91,13.09
22.26,30.52,12.63
22.07,30.76,12.71
22.05,31.16,12.76
21.99,32.81,12.72
