P-521,p521_mlkem1024,mlkem1024
46.15,54.53,44.47
46.65,54.48,47.12
46.53,55.22,44.86
46.16,54.48,44.81
49.33,57.89,45.55
46.03,54.9,44.64
46.34,54.79,44.77
48.37,54.75,45.28
46.26,55.02,45.9
46.5,57.77,44.84
46.58,55.0,44.54
47.72,57.34,47.44
46.29,54.66,45.04
46.22,55.09,44.4
46.37,55.86,44.67
46.38,54.64,44.65
46.29,58.09,44.57
46.26,55.16,44.92
46.17,54.77,44.67
47.8,54.66,44.69
47.2,54.67,44.57
46.33,54.49,44.87
46.3,54.9,45.0
46.28,54.64,44.49
46.53,55.11,44.7
46.33,54.5,46.83
47.84,54.31,44.93
46.05,54.69,44.63
46.45,55.2,44.98
47.95,54.77,45.42
46.47,54.54,45.14
46.4,54.58,45.47
46.84,54.34,44.69
46.39,54.64,44.9
46.38,54.42,44.69
46.35,54.69,44.77
46.32,56.62,44.72
46.59,54.64,44.93
46.33,54.66,44.78
46.27,57.24,44.91
46.08,54.78,44.71
46.05,54.7,45.67
46.64,58.32,44.59
46.25,54.74,44.6
48.24,54.6,44.77
46.47,54.78,46.35
46.06,54.51,44.8
46.01,55.21,44.74
46.31,55.64,44.98
46.27,54.4,45.3
46.05,54.59,44.94
46.45,54.88,44.65
46.46,54.84,44.59
46.19,54.47,44.78
46.13,54.44,45.06
47.7,54.47,45.83
46.29,54.75,44.67
46.34,54.58,44.92
46.29,54.53,45.2
46.21,54.71,45.37
46.67,54.55,45.42
47.21,58.18,45.42
46.36,54.93,46.45
46.62,55.3,45.34
46.75,57.13,45.54
46.51,55.36,45.2
48.39,55.66,45.23
48.72,55.17,45.74
46.99,55.43,45.66
47.03,55.18,45.44
46.75,55.29,44.85
47.12,55.11,46.15
46.82,54.97,45.43
46.37,62.16,46.18
47.33,59.54,47.3
48.41,54.65,45.82
46.68,56.28,44.83
46.62,54.81,46.1
46.72,54.64,45.7
49.13,54.52,45.4
46.82,54.49,45.3
46.8,54.34,45.65
48.47,57.13,44.77
46.63,54.61,45.99
47.24,55.59,46.67
47.58,57.59,46.65
47.27,54.89,45.13
47.04,54.43,45.31
46.96,54.42,46.36
49.27,54.95,46.09
47.18,58.22,45.37
46.97,54.31,45.77
48.61,54.59,44.99
47.19,54.35,44.74
46.9,58.03,45.01
47.83,54.41,44.65
47.3,54.8,44.9
46.75,54.38,46.17
47.5,54.66,45.13
46.48,55.3,45.39
48.72,56.97,44.82
46.82,54.9,44.82
49.16,54.87,44.7
47.18,54.9,44.64
46.69,54.41,44.78
46.2,54.73,46.46
47.44,54.64,44.98
46.11,54.51,45.19
46.95,54.66,44.64
46.8,54.79,44.81
47.56,54.49,44.78
46.26,57.4,44.97
47.39,54.78,44.91
46.37,54.59,45.31
46.09,55.01,44.77
46.59,54.49,45.04
48.69,54.95,45.62
47.12,54.72,44.65
46.62,54.32,44.67
46.74,54.65,44.95
46.81,54.4,44.68
46.73,54.22,44.66
46.62,54.33,44.71
46.84,54.71,46.58
46.42,54.36,44.95
46.44,54.98,44.85
46.05,55.36,44.71
46.51,54.47,46.16
46.63,54.54,44.6
47.02,54.47,46.07
46.71,55.33,46.51
46.63,54.36,45.52
46.57,54.99,44.69
46.48,54.4,44.73
46.6,57.07,45.34
46.95,54.15,44.67
46.26,54.67,45.46
46.16,54.3,44.71
46.62,54.51,44.99
46.01,54.97,44.92
48.47,54.47,44.81
46.54,54.4,44.95
46.13,54.94,45.28
46.71,58.06,44.78
46.34,55.34,44.94
46.67,54.94,46.29
46.61,55.24,44.69
46.56,54.86,44.7
46.98,54.6,44.77
46.1,54.78,44.9
46.72,54.58,44.51
46.19,54.57,45.41
46.64,54.25,44.79
46.73,54.47,45.74
46.55,54.94,44.73
46.99,54.79,44.65
46.72,54.55,44.75
46.55,54.74,46.43
46.58,54.7,44.64
46.75,54.81,44.56
46.37,57.04,45.12
46.51,54.87,44.74
46.76,54.26,44.57
46.26,54.54,44.65
47.6,54.42,44.72
46.53,54.49,44.79
46.34,54.82,44.78
46.37,54.67,44.54
50.43,54.53,45.7
46.66,54.89,44.61
46.6,54.68,44.75
46.18,54.75,44.64
46.29,56.07,46.06
46.81,54.53,44.63
46.94,57.01,44.75
46.4,58.87,44.87
47.16,55.37,45.09
46.09,54.88,45.84
46.28,56.8,44.62
46.05,55.61,44.75
47.93,55.73,44.81
46.22,55.4,44.68
46.4,57.81,45.32
46.43,60.96,45.31
46.8,58.59,44.62
46.34,56.77,44.76
46.8,55.2,44.79
48.43,55.45,47.16
48.11,56.2,44.64
47.09,55.44,44.95
48.03,55.78,44.85
49.2,55.28,44.71
46.67,55.6,45.23
47.78,55.83,45.82
47.02,56.67,44.71
48.87,56.44,44.66
46.63,55.16,44.51
47.08,55.66,44.91
46.65,55.77,44.56
46.64,55.96,44.77
47.47,58.17,45.9
48.08,60.06,44.59
47.42,55.95,44.88
46.32,55.63,44.97
47.25,55.77,44.7
46.71,55.41,44.88
46.41,55.28,45.02
48.96,54.43,44.69
47.66,55.01,44.67
46.25,56.47,44.8
46.24,55.61,44.9
46.28,54.64,44.75
46.42,55.86,44.6
46.31,57.34,44.97
45.92,55.12,44.86
46.76,59.27,44.83
46.45,54.59,44.77
46.27,54.6,44.9
46.66,54.76,44.66
46.65,55.39,44.59
46.66,54.47,44.72
47.22,55.73,45.03
46.52,54.83,44.48
47.08,55.06,44.79
46.44,54.44,44.54
46.77,54.83,44.76
46.61,54.9,44.8
46.62,54.84,44.81
47.02,54.72,44.81
47.06,54.72,44.68
46.84,55.4,46.48
46.38,56.28,44.78
46.66,54.3,44.51
46.37,55.07,44.65
47.19,54.63,44.63
49.07,54.61,44.65
46.9,54.31,45.77
46.46,54.79,46.45
48.6,54.41,44.73
46.45,54.61,45.91
46.62,54.47,47.49
46.58,55.91,45.05
46.58,54.46,44.79
46.49,54.88,45.42
47.09,54.75,46.88
49.07,54.97,46.53
46.62,58.03,46.76
47.0,58.03,44.63
46.5,54.56,44.9
46.76,54.58,45.69
46.86,54.51,45.03
48.26,54.5,44.59
46.56,54.6,45.37
46.56,54.26,46.83
46.82,54.8,44.71
46.57,54.07,44.87
48.51,59.19,44.99
46.77,54.56,44.85
48.2,54.72,46.02
46.69,54.61,44.74
48.98,55.0,44.67
46.59,55.76,44.87
46.57,54.86,44.78
46.65,54.58,44.41
46.7,54.67,44.65
46.48,54.45,44.85
46.77,54.66,46.26
48.6,54.59,44.74
46.6,54.7,45.32
48.06,54.81,45.69
46.43,54.78,44.76
47.23,55.17,44.68
46.65,55.17,45.17
46.65,54.79,44.87
46.53,54.78,44.97
46.53,54.81,44.83
48.33,54.81,44.85
46.72,54.56,46.97
47.05,54.53,44.83
46.54,55.02,44.87
46.45,55.15,45.01
46.59,54.42,44.8
46.58,55.03,45.38
46.5,58.2,46.06
47.08,54.72,44.67
47.24,54.22,44.62
46.44,54.52,44.84
46.84,57.5,47.58
