P-521,p521_mlkem1024,mlkem1024
87.76,106.47,85.94
46.77,54.44,46.16
46.81,54.66,45.08
46.65,54.95,44.92
46.59,54.78,44.91
46.55,54.65,44.82
47.72,54.74,45.19
46.69,56.46,44.72
46.34,54.81,45.03
46.75,54.92,44.7
49.06,56.97,44.71
46.17,55.5,44.82
46.34,54.56,45.07
46.4,54.88,44.83
46.24,55.08,44.48
46.56,55.24,44.54
46.57,62.82,45.61
46.27,58.61,46.63
46.2,58.4,44.8
46.55,54.68,45.18
47.99,54.8,44.76
46.34,54.93,46.34
47.75,55.83,44.93
47.89,54.33,46.7
47.18,54.75,45.38
50.16,54.99,44.83
47.19,54.99,45.48
48.2,55.28,44.83
47.98,54.79,45.22
47.75,55.47,44.81
46.15,54.46,46.74
46.61,54.43,47.05
47.24,55.21,45.04
46.88,54.28,45.29
46.6,54.98,45.14
47.79,54.48,45.42
47.03,55.16,45.32
46.94,54.77,45.23
49.65,55.05,45.15
47.06,54.44,45.13
46.72,54.47,44.75
46.79,54.59,45.19
46.58,54.98,45.0
47.56,56.68,44.86
48.98,54.21,46.83
48.26,54.88,45.66
49.3,54.99,44.81
46.73,54.6,44.83
47.22,54.8,45.09
47.38,55.76,44.95
46.26,54.91,45.31
46.4,54.58,45.04
46.51,55.08,45.08
46.85,54.55,44.68
46.67,55.15,44.96
46.49,54.6,45.66
46.06,55.08,45.9
46.66,54.79,44.81
46.4,55.47,44.63
46.28,54.68,44.71
46.33,57.31,44.66
46.04,55.35,44.68
45.96,54.53,44.74
46.36,54.88,45.58
46.33,54.33,44.75
46.13,54.81,44.61
46.15,54.57,44.91
46.02,58.11,44.82
45.97,55.18,44.68
46.44,54.73,44.7
46.27,57.28,44.91
46.34,54.47,44.69
46.1,57.55,44.75
46.48,54.49,44.76
46.03,54.42,44.65
46.51,54.7,44.67
46.76,54.64,44.53
46.13,54.99,44.82
46.3,55.02,44.7
46.29,57.54,44.53
46.22,54.91,44.89
46.34,54.46,45.64
46.29,54.57,44.98
46.33,54.51,44.74
46.4,54.4,44.87
46.34,54.36,45.13
46.3,57.32,46.45
46.26,56.5,46.54
46.42,54.55,45.83
46.15,54.35,44.56
46.28,56.03,45.04
46.34,54.26,44.64
46.25,56.94,44.96
46.18,57.12,44.58
46.23,54.72,44.73
46.66,58.41,44.87
46.45,54.63,45.0
48.1,55.38,44.73
46.89,54.27,44.77
46.03,54.48,46.6
46.01,54.95,44.64
46.47,54.55,45.06
46.18,55.53,44.71
46.08,54.75,44.71
47.07,54.75,44.59
46.28,54.76,45.15
48.09,54.41,44.73
46.53,55.02,44.57
46.4,54.4,46.11
46.12,54.57,46.4
47.93,59.65,45.38
46.27,54.84,45.43
46.05,54.8,45.98
46.27,54.35,44.81
45.95,55.02,44.57
46.36,54.35,45.84
46.53,54.31,44.65
46.2,55.05,45.39
46.39,54.75,44.83
46.48,54.69,44.8
46.41,54.41,46.09
48.98,54.57,45.22
46.26,54.3,44.87
46.27,57.22,44.7
46.22,54.67,44.66
46.26,54.85,44.77
46.52,54.82,44.56
46.15,54.86,44.92
46.48,54.95,45.02
47.18,54.47,44.82
46.19,54.67,44.66
46.25,54.71,44.82
46.05,59.53,44.62
46.28,56.21,44.31
46.32,54.3,44.16
46.65,54.98,44.72
45.93,54.95,45.02
46.5,54.62,44.42
46.51,54.5,44.53
46.91,54.65,44.6
46.35,54.71,44.89
47.66,54.82,46.57
46.36,55.29,44.76
46.26,54.65,44.54
48.19,55.16,44.88
46.37,54.53,45.13
46.42,54.79,45.05
46.41,54.64,44.68
46.07,57.35,45.18
47.68,55.03,46.01
46.37,54.24,46.31
46.42,55.61,45.0
45.94,58.58,44.78
46.31,55.22,44.83
46.1,58.08,44.56
46.33,55.72,46.76
46.31,55.15,46.6
46.39,55.45,44.93
46.14,55.45,47.44
46.2,58.84,44.85
47.57,55.18,46.44
46.13,55.13,46.68
46.53,56.03,45.05
46.26,56.57,44.89
46.1,56.8,44.99
46.23,57.01,44.63
46.46,55.33,45.05
46.38,55.85,44.84
46.13,56.28,44.78
46.37,55.12,45.7
46.12,57.91,45.81
46.2,55.65,44.84
46.75,56.58,44.91
46.27,55.68,44.99
46.2,55.79,44.69
46.36,56.01,44.95
46.31,56.11,44.76
46.17,54.8,44.76
46.41,56.2,44.95
46.33,55.56,45.5
46.3,56.63,44.83
46.5,55.33,45.29
46.17,55.45,44.68
46.21,55.56,45.27
47.73,55.93,44.85
46.58,56.36,44.66
46.67,55.02,44.7
49.1,54.41,44.88
47.8,55.79,44.83
46.66,54.81,46.41
46.83,54.78,45.81
46.43,54.72,44.58
47.08,57.75,44.63
47.38,54.25,44.65
48.58,54.88,44.77
46.62,54.58,44.98
47.71,54.58,45.22
50.37,54.27,44.69
46.47,54.94,44.62
46.29,54.47,44.73
47.87,54.56,44.89
46.78,54.53,44.5
46.44,58.3,45.14
46.02,54.43,44.63
46.37,54.12,45.26
46.67,55.53,44.8
46.93,59.59,46.06
46.04,55.39,44.71
46.23,54.59,44.91
46.32,55.07,45.51
46.29,54.84,45.91
48.09,54.55,46.45
