Handshake_ID,P-521_Time_ms,P-521_Bytes_TCP,P-521_Bytes_TLS,P-521_Bytes_Total,4,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_TCP,p521_mlkem1024_Bytes_TLS,p521_mlkem1024_Bytes_Total,9,mlkem1024_Time_ms,mlkem1024_Bytes_TCP,mlkem1024_Bytes_TLS,mlkem1024_Bytes_Total
1,2092.65,412.0,1882.0,2294.0,,30.95,412.0,5012.0,5424.0,,219.61,478.0,4812.0,5290.0
2,18.63,412.0,1884.0,2296.0,,1068.23,692.0,5077.0,5769.0,,9.71,412.0,4746.0,5158.0
3,18.52,412.0,1884.0,2296.0,,31.12,2004.0,3563.0,5567.0,,9.23,412.0,4746.0,5158.0
4,225.71,2228.0,775.0,3003.0,,33.4,2004.0,3563.0,5567.0,,11.9,412.0,4745.0,5157.0
5,18.45,412.0,1884.0,2296.0,,27.38,412.0,5010.0,5422.0,,9.2,412.0,4746.0,5158.0
6,18.17,412.0,1884.0,2296.0,,1280.0,692.0,5078.0,5770.0,,9.18,412.0,4746.0,5158.0
7,21.2,412.0,1884.0,2296.0,,28.32,412.0,5011.0,5423.0,,626.94,478.0,4812.0,5290.0
8,1278.17,560.0,1884.0,2444.0,,1088.54,552.0,5078.0,5630.0,,1261.0,692.0,4812.0,5504.0
9,18.5,412.0,1883.0,2295.0,,27.25,412.0,5012.0,5424.0,,12.8,3719.0,2202.0,5921.0
10,19.04,346.0,1883.0,2229.0,,26.64,412.0,5011.0,5423.0,,8.79,412.0,4745.0,5157.0
11,1065.91,626.0,1883.0,2509.0,,27.98,412.0,5011.0,5423.0,,12.06,3100.0,2202.0,5302.0
12,18.18,346.0,1883.0,2229.0,,27.09,412.0,5011.0,5423.0,,8.77,412.0,4745.0,5157.0
13,19.58,412.0,1884.0,2296.0,,27.38,412.0,5012.0,5424.0,,8.77,412.0,4746.0,5158.0
14,18.37,346.0,1884.0,2230.0,,27.68,412.0,5011.0,5423.0,,1229.94,704.0,4812.0,5516.0
15,18.74,412.0,1884.0,2296.0,,27.29,1165.0,5011.0,6176.0,,9.06,412.0,4745.0,5157.0
16,1655.07,412.0,1884.0,2296.0,,1477.69,2078.0,3564.0,5642.0,,8.85,346.0,4745.0,5091.0
17,222.26,412.0,1884.0,2296.0,,1253.12,2078.0,3563.0,5641.0,,11.13,412.0,4744.0,5156.0
18,436.92,412.0,1884.0,2296.0,,27.3,1165.0,5012.0,6177.0,,8.91,412.0,4745.0,5157.0
19,18.74,412.0,1884.0,2296.0,,27.62,412.0,5012.0,5424.0,,8.78,412.0,4744.0,5156.0
20,19.56,412.0,1884.0,2296.0,,31.5,2004.0,3564.0,5568.0,,1234.5,692.0,4812.0,5504.0
21,230.71,412.0,1884.0,2296.0,,28.99,412.0,5011.0,5423.0,,9.05,412.0,4746.0,5158.0
22,19.32,412.0,1883.0,2295.0,,1033.83,552.0,5078.0,5630.0,,8.55,412.0,4745.0,5157.0
23,224.25,412.0,1884.0,2296.0,,3127.41,700.0,5078.0,5778.0,,8.66,412.0,4745.0,5157.0
24,18.23,346.0,1884.0,2230.0,,30.47,1165.0,5011.0,6176.0,,8.6,412.0,4746.0,5158.0
25,840.82,412.0,1884.0,2296.0,,34.24,2757.0,3563.0,6320.0,,8.77,412.0,4746.0,5158.0
26,21.09,346.0,1883.0,2229.0,,28.98,412.0,5012.0,5424.0,,8.67,412.0,4746.0,5158.0
27,21.35,412.0,1883.0,2295.0,,29.4,412.0,5011.0,5423.0,,8.79,412.0,4746.0,5158.0
28,19.52,412.0,1883.0,2295.0,,29.1,412.0,5012.0,5424.0,,4644.67,692.0,4811.0,5503.0
29,18.39,412.0,1883.0,2295.0,,1055.82,692.0,5078.0,5770.0,,8.99,412.0,4746.0,5158.0
30,19.73,412.0,1884.0,2296.0,,1075.96,626.0,5078.0,5704.0,,8.99,346.0,4746.0,5092.0
31,18.47,412.0,1884.0,2296.0,,31.57,1087.0,5011.0,6098.0,,9.02,412.0,4746.0,5158.0
32,1070.01,626.0,1883.0,2509.0,,28.99,1165.0,5012.0,6177.0,,214.45,478.0,4811.0,5289.0
33,1067.57,626.0,1884.0,2510.0,,27.63,412.0,5012.0,5424.0,,1044.88,692.0,4811.0,5503.0
34,18.97,346.0,1883.0,2229.0,,27.85,1165.0,5012.0,6177.0,,13.09,2546.0,3298.0,5844.0
35,18.91,412.0,1884.0,2296.0,,1242.55,704.0,5077.0,5781.0,,8.94,412.0,4745.0,5157.0
36,18.98,346.0,2525.0,2871.0,,27.21,412.0,5012.0,5424.0,,9.01,412.0,4746.0,5158.0
37,1051.59,560.0,1882.0,2442.0,,31.38,2004.0,3563.0,5567.0,,12.62,2004.0,3298.0,5302.0
38,18.99,412.0,1884.0,2296.0,,26.9,412.0,5012.0,5424.0,,1056.07,552.0,4811.0,5363.0
39,19.04,412.0,1884.0,2296.0,,27.25,412.0,5012.0,5424.0,,9.14,346.0,4746.0,5092.0
40,18.75,412.0,1882.0,2294.0,,1033.38,626.0,5078.0,5704.0,,8.98,412.0,4745.0,5157.0
41,18.22,346.0,1884.0,2230.0,,27.22,412.0,5012.0,5424.0,,8.68,346.0,4746.0,5092.0
42,1024.69,626.0,1883.0,2509.0,,1046.95,552.0,5078.0,5630.0,,9.18,346.0,4744.0,5090.0
43,227.06,2227.0,775.0,3002.0,,1068.1,552.0,5078.0,5630.0,,8.85,412.0,4746.0,5158.0
44,1030.16,486.0,1884.0,2370.0,,27.63,412.0,5012.0,5424.0,,1035.98,692.0,4812.0,5504.0
45,18.55,412.0,1883.0,2295.0,,28.83,412.0,5011.0,5423.0,,8.8,412.0,4746.0,5158.0
46,18.73,412.0,1884.0,2296.0,,27.98,412.0,5011.0,5423.0,,8.69,412.0,4746.0,5158.0
47,1079.76,626.0,1884.0,2510.0,,1291.43,486.0,5077.0,5563.0,,8.75,412.0,4746.0,5158.0
48,18.27,412.0,1883.0,2295.0,,27.24,412.0,5012.0,5424.0,,8.81,412.0,4745.0,5157.0
49,224.26,412.0,1884.0,2296.0,,30.71,2004.0,3564.0,5568.0,,1064.29,552.0,4811.0,5363.0
50,18.55,346.0,1884.0,2230.0,,27.68,1165.0,5012.0,6177.0,,1013.13,626.0,4812.0,5438.0
51,19.21,412.0,1884.0,2296.0,,239.03,2757.0,3564.0,6321.0,,1013.41,692.0,4812.0,5504.0
52,18.78,412.0,1883.0,2295.0,,27.35,412.0,5011.0,5423.0,,9.06,412.0,4746.0,5158.0
53,427.91,412.0,1883.0,2295.0,,27.43,412.0,5011.0,5423.0,,9.27,346.0,4746.0,5092.0
54,19.11,412.0,1884.0,2296.0,,27.55,1165.0,5010.0,6175.0,,8.87,346.0,4746.0,5092.0
55,19.59,412.0,1884.0,2296.0,,27.31,1165.0,5012.0,6177.0,,2246.48,2152.0,3297.0,5449.0
56,432.93,412.0,1884.0,2296.0,,27.47,412.0,5011.0,5423.0,,9.13,412.0,4746.0,5158.0
57,19.13,346.0,1884.0,2230.0,,32.19,2004.0,3564.0,5568.0,,9.19,412.0,4746.0,5158.0
58,19.38,346.0,1884.0,2230.0,,1240.83,692.0,5077.0,5769.0,,8.96,412.0,4746.0,5158.0
59,18.19,412.0,1884.0,2296.0,,27.33,412.0,5012.0,5424.0,,218.35,478.0,4810.0,5288.0
60,18.4,412.0,1884.0,2296.0,,27.27,412.0,5012.0,5424.0,,8.85,412.0,4746.0,5158.0
61,18.93,346.0,1884.0,2230.0,,31.13,2004.0,3564.0,5568.0,,13.49,2004.0,3297.0,5301.0
62,19.4,346.0,1884.0,2230.0,,27.11,412.0,5012.0,5424.0,,12.85,346.0,4746.0,5092.0
63,19.41,412.0,1884.0,2296.0,,33.86,412.0,5011.0,5423.0,,9.87,412.0,4746.0,5158.0
64,18.66,346.0,1884.0,2230.0,,26.9,412.0,5012.0,5424.0,,9.09,412.0,4746.0,5158.0
65,18.76,412.0,1884.0,2296.0,,26.82,412.0,5012.0,5424.0,,9.15,1032.0,4746.0,5778.0
66,18.65,412.0,1884.0,2296.0,,26.32,1165.0,5011.0,6176.0,,9.21,412.0,4746.0,5158.0
67,1019.88,626.0,1883.0,2509.0,,26.3,412.0,5012.0,5424.0,,1072.05,692.0,4811.0,5503.0
68,220.32,412.0,1884.0,2296.0,,26.55,412.0,5012.0,5424.0,,8.93,412.0,4746.0,5158.0
69,18.89,412.0,1883.0,2295.0,,26.58,412.0,5012.0,5424.0,,8.97,412.0,4745.0,5157.0
70,1071.68,626.0,1883.0,2509.0,,26.7,412.0,5012.0,5424.0,,9.38,412.0,4746.0,5158.0
71,19.01,412.0,1884.0,2296.0,,28.05,412.0,5011.0,5423.0,,9.07,412.0,4746.0,5158.0
72,18.39,412.0,1884.0,2296.0,,26.59,412.0,5012.0,5424.0,,9.12,412.0,4745.0,5157.0
73,1079.54,626.0,1884.0,2510.0,,30.06,2004.0,3563.0,5567.0,,9.19,412.0,4746.0,5158.0
74,220.51,412.0,1884.0,2296.0,,30.15,2757.0,3564.0,6321.0,,1223.13,692.0,4812.0,5504.0
75,18.48,412.0,1884.0,2296.0,,26.39,1165.0,5012.0,6177.0,,14.62,2004.0,3298.0,5302.0
76,18.02,412.0,1884.0,2296.0,,26.18,1165.0,5010.0,6175.0,,13.96,2004.0,3298.0,5302.0
77,18.23,412.0,1884.0,2296.0,,1076.48,692.0,5078.0,5770.0,,1217.04,552.0,4811.0,5363.0
78,24.92,412.0,1884.0,2296.0,,4866.32,552.0,5078.0,5630.0,,8.92,412.0,4744.0,5156.0
79,18.58,346.0,1884.0,2230.0,,26.52,412.0,5012.0,5424.0,,8.84,412.0,4745.0,5157.0
80,18.56,412.0,1883.0,2295.0,,26.48,412.0,5012.0,5424.0,,8.77,412.0,4746.0,5158.0
81,17.83,346.0,1883.0,2229.0,,26.53,412.0,5012.0,5424.0,,8.79,412.0,4746.0,5158.0
82,17.8,412.0,1884.0,2296.0,,30.14,2004.0,3564.0,5568.0,,1463.94,692.0,4810.0,5502.0
83,18.77,346.0,1884.0,2230.0,,29.9,2004.0,3564.0,5568.0,,9.25,412.0,4745.0,5157.0
84,18.15,412.0,1883.0,2295.0,,27.15,412.0,5012.0,5424.0,,1233.63,704.0,4812.0,5516.0
85,18.16,412.0,1884.0,2296.0,,26.83,412.0,5011.0,5423.0,,8.9,412.0,4746.0,5158.0
86,227.08,412.0,1884.0,2296.0,,1055.11,692.0,5078.0,5770.0,,217.24,2004.0,3298.0,5302.0
87,18.46,412.0,1883.0,2295.0,,26.43,412.0,5012.0,5424.0,,1072.13,552.0,4812.0,5364.0
88,2048.11,560.0,1884.0,2444.0,,27.07,412.0,5011.0,5423.0,,8.89,412.0,4744.0,5156.0
