Handshake_ID,P-256_Time_ms,P-256_Bytes_TCP,P-256_Bytes_TLS,P-256_Bytes_Total,4,x25519_Time_ms,x25519_Bytes_TCP,x25519_Bytes_TLS,x25519_Bytes_Total,9,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_TCP,p256_mlkem512_Bytes_TLS,p256_mlkem512_Bytes_Total,14,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_TCP,x25519_mlkem512_Bytes_TLS,x25519_mlkem512_Bytes_Total,19,mlkem512_Time_ms,mlkem512_Bytes_TCP,mlkem512_Bytes_TLS,mlkem512_Bytes_Total
1,2.33,412.0,1476.0,1888.0,,2.22,412.0,1410.0,1822.0,,10.46,412.0,3036.0,3448.0,,3.29,412.0,2970.0,3382.0,,3.6,412.0,2906.0,3318.0
2,2.04,346.0,1476.0,1822.0,,1.86,412.0,1410.0,1822.0,,8.01,412.0,3036.0,3448.0,,2.51,412.0,2970.0,3382.0,,2.9,412.0,2906.0,3318.0
3,2.08,412.0,1476.0,1888.0,,2.24,412.0,1410.0,1822.0,,7.78,412.0,3036.0,3448.0,,1042.63,626.0,2970.0,3596.0,,1012.59,626.0,2906.0,3532.0
4,1.96,412.0,1476.0,1888.0,,1.87,412.0,1410.0,1822.0,,7.53,412.0,3036.0,3448.0,,2.44,346.0,2970.0,3316.0,,2.15,412.0,2906.0,3318.0
5,1.91,412.0,1476.0,1888.0,,1.85,412.0,1410.0,1822.0,,7.72,412.0,3036.0,3448.0,,1065.02,626.0,2970.0,3596.0,,2.84,412.0,2906.0,3318.0
6,1.84,412.0,1476.0,1888.0,,1.94,412.0,1410.0,1822.0,,7.54,412.0,3036.0,3448.0,,2.62,412.0,2970.0,3382.0,,2.2,412.0,2906.0,3318.0
7,1.96,412.0,1476.0,1888.0,,1.89,412.0,1410.0,1822.0,,11.05,2004.0,1588.0,3592.0,,2.75,412.0,2970.0,3382.0,,2.77,412.0,2906.0,3318.0
8,1.64,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,7.51,412.0,3036.0,3448.0,,2.66,412.0,2970.0,3382.0,,2.36,412.0,2906.0,3318.0
9,1.91,412.0,1476.0,1888.0,,1.71,412.0,1410.0,1822.0,,1038.17,692.0,3102.0,3794.0,,2.63,412.0,2970.0,3382.0,,2.48,412.0,2906.0,3318.0
10,1.84,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,11.35,2004.0,1588.0,3592.0,,2.61,412.0,2970.0,3382.0,,2.59,412.0,2906.0,3318.0
11,1.64,412.0,1476.0,1888.0,,2.0,412.0,1410.0,1822.0,,7.33,346.0,3036.0,3382.0,,2.44,346.0,2970.0,3316.0,,3.2,412.0,2906.0,3318.0
12,1.83,412.0,1476.0,1888.0,,1.95,412.0,1410.0,1822.0,,7.45,412.0,3036.0,3448.0,,2.48,412.0,2970.0,3382.0,,2.26,412.0,2906.0,3318.0
13,1.76,412.0,1476.0,1888.0,,2.2,412.0,1410.0,1822.0,,1021.39,692.0,3102.0,3794.0,,2.58,412.0,2970.0,3382.0,,2.4,412.0,2906.0,3318.0
14,1.9,412.0,1476.0,1888.0,,2.4,412.0,1410.0,1822.0,,8.16,412.0,3036.0,3448.0,,2.52,412.0,2970.0,3382.0,,2.48,412.0,2906.0,3318.0
15,2.03,412.0,1476.0,1888.0,,1.83,412.0,1410.0,1822.0,,7.81,412.0,3036.0,3448.0,,2.81,412.0,2970.0,3382.0,,1237.29,626.0,2906.0,3532.0
16,1.8,412.0,1476.0,1888.0,,1.88,412.0,1410.0,1822.0,,8.17,412.0,3036.0,3448.0,,1002.93,486.0,2970.0,3456.0,,2.4,412.0,2906.0,3318.0
17,2.0,412.0,1476.0,1888.0,,1.68,412.0,1410.0,1822.0,,8.08,412.0,3036.0,3448.0,,2.65,412.0,2970.0,3382.0,,1047.51,626.0,2906.0,3532.0
18,1.75,412.0,1476.0,1888.0,,1.77,412.0,1410.0,1822.0,,8.3,412.0,3036.0,3448.0,,2.54,412.0,2970.0,3382.0,,2.59,412.0,2906.0,3318.0
19,1.71,412.0,1476.0,1888.0,,1.61,412.0,1410.0,1822.0,,1047.58,552.0,3102.0,3654.0,,2.37,412.0,2970.0,3382.0,,2.17,412.0,2906.0,3318.0
20,2.02,412.0,1476.0,1888.0,,1.51,412.0,1410.0,1822.0,,7.96,346.0,3036.0,3382.0,,2.41,412.0,2970.0,3382.0,,2.13,412.0,2906.0,3318.0
21,1.89,412.0,1476.0,1888.0,,2.1,412.0,1410.0,1822.0,,7.82,346.0,3036.0,3382.0,,2.16,412.0,2970.0,3382.0,,2.19,412.0,2906.0,3318.0
22,1.94,412.0,1476.0,1888.0,,2.1,412.0,1410.0,1822.0,,7.25,412.0,3036.0,3448.0,,2.45,412.0,2970.0,3382.0,,2.34,346.0,2906.0,3252.0
23,1.85,412.0,1476.0,1888.0,,1.91,412.0,1410.0,1822.0,,7.36,412.0,3036.0,3448.0,,2.41,412.0,2970.0,3382.0,,2.05,412.0,2906.0,3318.0
24,1.75,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,7.43,412.0,3036.0,3448.0,,2.36,412.0,2970.0,3382.0,,2.73,412.0,2906.0,3318.0
25,1.78,412.0,1476.0,1888.0,,1.83,412.0,1410.0,1822.0,,8.14,412.0,3036.0,3448.0,,2.42,412.0,2970.0,3382.0,,2.18,412.0,2906.0,3318.0
26,415.46,412.0,1476.0,1888.0,,1.84,412.0,1410.0,1822.0,,8.12,412.0,3036.0,3448.0,,2.34,412.0,2970.0,3382.0,,2.8,412.0,2906.0,3318.0
27,1062.2,626.0,1476.0,2102.0,,1.95,412.0,1410.0,1822.0,,7.87,412.0,3036.0,3448.0,,2.52,412.0,2970.0,3382.0,,1010.14,626.0,2906.0,3532.0
28,2.03,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,7.89,412.0,3036.0,3448.0,,2.2,412.0,2970.0,3382.0,,2.8,412.0,2906.0,3318.0
29,1.86,412.0,1476.0,1888.0,,1.82,412.0,1410.0,1822.0,,7.66,412.0,3036.0,3448.0,,2.71,412.0,2970.0,3382.0,,2.11,412.0,2906.0,3318.0
30,1.69,412.0,1476.0,1888.0,,1.83,412.0,1410.0,1822.0,,1025.87,552.0,3102.0,3654.0,,2.29,412.0,2970.0,3382.0,,2.95,412.0,2906.0,3318.0
31,1.7,412.0,1476.0,1888.0,,1.82,412.0,1410.0,1822.0,,7.73,412.0,3036.0,3448.0,,2.5,412.0,2970.0,3382.0,,2.39,346.0,2906.0,3252.0
32,208.92,412.0,1476.0,1888.0,,1.82,412.0,1410.0,1822.0,,7.71,412.0,3036.0,3448.0,,2.77,412.0,2970.0,3382.0,,2.13,412.0,2906.0,3318.0
33,2.36,346.0,1476.0,1822.0,,1.81,412.0,1410.0,1822.0,,7.91,412.0,3036.0,3448.0,,2.33,412.0,2970.0,3382.0,,2.17,412.0,2906.0,3318.0
34,2.16,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,7.68,412.0,3036.0,3448.0,,2.29,412.0,2970.0,3382.0,,206.63,412.0,2906.0,3318.0
35,2.05,412.0,1476.0,1888.0,,1.89,412.0,1410.0,1822.0,,7.7,412.0,3036.0,3448.0,,2.24,412.0,2970.0,3382.0,,203.84,412.0,2906.0,3318.0
36,1027.76,626.0,1476.0,2102.0,,1.87,412.0,1410.0,1822.0,,7.5,412.0,3036.0,3448.0,,3.1,412.0,2970.0,3382.0,,2.19,412.0,2906.0,3318.0
37,2.0,412.0,1476.0,1888.0,,1.77,412.0,1410.0,1822.0,,7.59,412.0,3036.0,3448.0,,3.15,346.0,2970.0,3316.0,,207.61,412.0,2906.0,3318.0
38,1.9,412.0,1476.0,1888.0,,2.07,412.0,1410.0,1822.0,,7.78,412.0,3036.0,3448.0,,3.11,412.0,2970.0,3382.0,,2.3,412.0,2906.0,3318.0
39,1.73,412.0,1476.0,1888.0,,2.15,412.0,1410.0,1822.0,,7.72,412.0,3036.0,3448.0,,2.29,412.0,2970.0,3382.0,,2.37,412.0,2906.0,3318.0
40,1.79,412.0,1476.0,1888.0,,1.94,412.0,1410.0,1822.0,,7.75,412.0,3036.0,3448.0,,2.27,412.0,2970.0,3382.0,,2.41,412.0,2906.0,3318.0
41,1.72,412.0,1476.0,1888.0,,2.33,412.0,1410.0,1822.0,,7.83,412.0,3036.0,3448.0,,2.32,412.0,2970.0,3382.0,,2.34,412.0,2906.0,3318.0
42,1.69,412.0,1476.0,1888.0,,1.86,412.0,1410.0,1822.0,,1215.64,704.0,3102.0,3806.0,,2.73,412.0,2970.0,3382.0,,2.12,412.0,2906.0,3318.0
43,1.66,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,8.25,412.0,3036.0,3448.0,,2.32,412.0,2970.0,3382.0,,2.27,412.0,2906.0,3318.0
44,1.69,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,8.15,412.0,3036.0,3448.0,,2.28,412.0,2970.0,3382.0,,2.08,346.0,2906.0,3252.0
45,1.67,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,7.92,412.0,3036.0,3448.0,,2.34,412.0,2970.0,3382.0,,1272.28,626.0,2906.0,3532.0
46,205.68,412.0,1476.0,1888.0,,1.84,412.0,1410.0,1822.0,,8.07,412.0,3036.0,3448.0,,2.2,412.0,2970.0,3382.0,,2.13,412.0,2906.0,3318.0
47,2.0,346.0,1476.0,1822.0,,1.9,412.0,1410.0,1822.0,,7.95,346.0,3036.0,3382.0,,2.47,412.0,2970.0,3382.0,,2.79,412.0,2906.0,3318.0
48,1.86,412.0,1476.0,1888.0,,2.17,412.0,1410.0,1822.0,,7.89,412.0,3036.0,3448.0,,2.33,412.0,2970.0,3382.0,,2.01,412.0,2906.0,3318.0
49,2.1,346.0,1476.0,1822.0,,1.84,412.0,1410.0,1822.0,,8.38,412.0,3036.0,3448.0,,2.52,412.0,2970.0,3382.0,,2.03,412.0,2906.0,3318.0
50,2.01,412.0,1476.0,1888.0,,1.9,412.0,1410.0,1822.0,,8.42,412.0,3036.0,3448.0,,2.43,412.0,2970.0,3382.0,,208.07,412.0,2906.0,3318.0
51,2.28,412.0,1476.0,1888.0,,1.66,412.0,1410.0,1822.0,,7.96,346.0,3036.0,3382.0,,2.33,412.0,2970.0,3382.0,,2.17,412.0,2906.0,3318.0
52,1.73,412.0,1476.0,1888.0,,1.76,412.0,1410.0,1822.0,,8.09,412.0,3036.0,3448.0,,2.4,412.0,2970.0,3382.0,,2.11,412.0,2906.0,3318.0
53,1211.95,626.0,1476.0,2102.0,,1.78,412.0,1410.0,1822.0,,8.0,412.0,3036.0,3448.0,,2.35,346.0,2970.0,3316.0,,2.15,412.0,2906.0,3318.0
54,2.32,412.0,1476.0,1888.0,,1.97,412.0,1410.0,1822.0,,8.02,412.0,3036.0,3448.0,,2.42,412.0,2970.0,3382.0,,2.11,412.0,2906.0,3318.0
55,4.65,412.0,1476.0,1888.0,,1.85,412.0,1410.0,1822.0,,11.85,2004.0,1588.0,3592.0,,2.44,412.0,2970.0,3382.0,,1060.03,626.0,2906.0,3532.0
56,2.65,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,8.44,412.0,3036.0,3448.0,,2.4,412.0,2970.0,3382.0,,2.09,412.0,2906.0,3318.0
57,2.69,412.0,1476.0,1888.0,,1.85,412.0,1410.0,1822.0,,8.36,412.0,3036.0,3448.0,,2.34,412.0,2970.0,3382.0,,415.54,412.0,2906.0,3318.0
58,2.14,412.0,1476.0,1888.0,,1.59,412.0,1410.0,1822.0,,7.86,412.0,3036.0,3448.0,,2.42,412.0,2970.0,3382.0,,2.31,412.0,2906.0,3318.0
59,2.09,412.0,1476.0,1888.0,,1.53,412.0,1410.0,1822.0,,7.22,412.0,3036.0,3448.0,,2.2,412.0,2970.0,3382.0,,2.2,412.0,2906.0,3318.0
60,2.13,412.0,1476.0,1888.0,,1.9,412.0,1410.0,1822.0,,8.06,412.0,3036.0,3448.0,,2.27,412.0,2970.0,3382.0,,2.09,412.0,2906.0,3318.0
61,2.21,412.0,1476.0,1888.0,,2.0,412.0,1410.0,1822.0,,8.21,412.0,3036.0,3448.0,,2.29,412.0,2970.0,3382.0,,2.05,412.0,2906.0,3318.0
62,2.04,412.0,1476.0,1888.0,,2.01,412.0,1410.0,1822.0,,8.1,412.0,3036.0,3448.0,,2.56,412.0,2970.0,3382.0,,2.44,412.0,2906.0,3318.0
63,2.36,412.0,1476.0,1888.0,,1.8,412.0,1410.0,1822.0,,7.65,412.0,3036.0,3448.0,,2.44,346.0,2970.0,3316.0,,2.37,412.0,2906.0,3318.0
64,1045.78,626.0,1476.0,2102.0,,1.92,412.0,1410.0,1822.0,,7.77,412.0,3036.0,3448.0,,2.64,412.0,2970.0,3382.0,,2.26,412.0,2906.0,3318.0
65,1.93,412.0,1476.0,1888.0,,1.7,412.0,1410.0,1822.0,,7.74,412.0,3036.0,3448.0,,206.98,412.0,2970.0,3382.0,,2.14,412.0,2906.0,3318.0
66,1.77,412.0,1476.0,1888.0,,1.81,412.0,1410.0,1822.0,,7.97,412.0,3036.0,3448.0,,2.36,412.0,2970.0,3382.0,,2.25,412.0,2906.0,3318.0
67,1.71,412.0,1476.0,1888.0,,1.8,412.0,1410.0,1822.0,,7.54,412.0,3036.0,3448.0,,2.99,412.0,2970.0,3382.0,,2.21,412.0,2906.0,3318.0
68,1.98,412.0,1476.0,1888.0,,2.01,412.0,1410.0,1822.0,,7.86,412.0,3036.0,3448.0,,2.36,412.0,2970.0,3382.0,,2.02,412.0,2906.0,3318.0
69,1.71,412.0,1476.0,1888.0,,1.65,412.0,1410.0,1822.0,,7.91,412.0,3036.0,3448.0,,1019.35,486.0,2970.0,3456.0,,204.9,412.0,2906.0,3318.0
70,1.63,412.0,1476.0,1888.0,,1.85,412.0,1410.0,1822.0,,1071.72,692.0,3102.0,3794.0,,3.16,412.0,2970.0,3382.0,,2.64,412.0,2906.0,3318.0
71,1.62,412.0,1476.0,1888.0,,2.29,412.0,1410.0,1822.0,,11.85,2004.0,1588.0,3592.0,,2.29,412.0,2970.0,3382.0,,2.07,412.0,2906.0,3318.0
72,1.65,412.0,1476.0,1888.0,,1.93,412.0,1410.0,1822.0,,7.81,412.0,3036.0,3448.0,,2.47,412.0,2970.0,3382.0,,1.93,412.0,2906.0,3318.0
73,1.65,412.0,1476.0,1888.0,,1.83,412.0,1410.0,1822.0,,8.08,412.0,3036.0,3448.0,,2.76,412.0,3612.0,4024.0,,2.17,412.0,2906.0,3318.0
74,1.66,412.0,1476.0,1888.0,,1.7,412.0,1410.0,1822.0,,7.84,412.0,3036.0,3448.0,,2.41,346.0,2970.0,3316.0,,1.8,412.0,2906.0,3318.0
75,1.63,412.0,1476.0,1888.0,,1.83,412.0,1410.0,1822.0,,7.91,412.0,3036.0,3448.0,,2.43,412.0,2970.0,3382.0,,2.13,412.0,2906.0,3318.0
76,1.79,412.0,1476.0,1888.0,,1.79,412.0,1410.0,1822.0,,1044.07,692.0,3102.0,3794.0,,4643.21,626.0,2970.0,3596.0,,2.09,412.0,2906.0,3318.0
77,2.02,346.0,1476.0,1822.0,,1.66,412.0,1410.0,1822.0,,8.4,412.0,3036.0,3448.0,,2.24,412.0,2970.0,3382.0,,2.05,412.0,2906.0,3318.0
78,2.02,412.0,1476.0,1888.0,,1.6,412.0,1410.0,1822.0,,8.66,412.0,3036.0,3448.0,,2.76,412.0,3612.0,4024.0,,2.01,412.0,2906.0,3318.0
79,1.97,412.0,1476.0,1888.0,,1.67,412.0,1410.0,1822.0,,8.27,412.0,3036.0,3448.0,,2.53,412.0,2970.0,3382.0,,1.84,412.0,2906.0,3318.0
80,1.85,412.0,1476.0,1888.0,,1.48,412.0,1410.0,1822.0,,8.4,412.0,3036.0,3448.0,,2.5,412.0,2970.0,3382.0,,1.84,412.0,2906.0,3318.0
81,1.72,412.0,1476.0,1888.0,,1.56,412.0,1410.0,1822.0,,8.51,412.0,3036.0,3448.0,,2.41,412.0,2970.0,3382.0,,1.82,412.0,2906.0,3318.0
82,1.62,412.0,1476.0,1888.0,,1.99,412.0,1410.0,1822.0,,10.2,346.0,3036.0,3382.0,,2.3,346.0,2970.0,3316.0,,1.73,412.0,2906.0,3318.0
83,205.67,412.0,1476.0,1888.0,,2.06,412.0,1410.0,1822.0,,9.04,412.0,3036.0,3448.0,,2.39,412.0,2970.0,3382.0,,2.06,412.0,2906.0,3318.0
84,2.0,412.0,1476.0,1888.0,,1.91,412.0,1410.0,1822.0,,8.13,412.0,3036.0,3448.0,,2.69,412.0,2970.0,3382.0,,2.02,346.0,2906.0,3252.0
85,1.69,412.0,1476.0,1888.0,,1.78,412.0,1410.0,1822.0,,8.39,412.0,3036.0,3448.0,,2.34,412.0,2970.0,3382.0,,2.06,412.0,2906.0,3318.0
