P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
12.34,11.08,25.85,14.07,10.6
8.63,8.22,16.8,9.01,6.13
8.54,7.17,18.86,9.66,6.16
8.61,6.96,17.57,9.42,6.33
8.24,6.76,19.73,11.29,6.05
8.39,6.78,19.25,10.63,5.83
11.32,6.92,24.4,10.34,5.84
9.77,6.46,17.38,9.73,5.93
8.21,6.93,18.73,9.28,5.94
8.55,6.83,24.07,8.95,6.28
8.26,6.72,17.4,8.83,6.2
8.52,7.09,20.73,9.33,6.12
8.37,8.18,19.35,9.31,5.98
10.1,6.77,17.5,9.29,6.03
10.17,6.61,18.45,8.82,5.92
8.08,6.82,17.08,8.73,5.84
8.18,7.09,20.69,9.49,5.69
8.3,6.8,16.72,9.85,6.0
8.4,6.83,19.81,11.03,5.75
8.03,6.84,17.61,9.07,6.04
8.15,8.8,19.9,9.09,5.89
8.27,10.28,18.15,9.07,6.81
9.53,7.41,23.72,8.89,5.76
8.1,7.75,16.54,9.42,5.89
8.02,6.91,17.31,9.64,6.86
8.09,7.03,17.35,9.02,5.76
8.46,6.77,19.36,9.05,7.73
8.14,6.74,21.84,8.78,5.9
8.2,6.56,16.09,9.68,5.82
8.21,8.23,16.14,9.69,5.91
8.39,7.0,16.98,8.88,5.79
9.36,6.64,16.05,9.53,6.73
10.1,7.75,19.77,9.88,8.9
8.23,6.73,21.47,10.09,6.07
9.96,6.56,16.4,9.35,5.93
9.93,6.67,17.29,9.7,6.06
8.18,6.89,17.97,10.37,5.71
8.74,7.0,21.66,9.47,6.07
8.12,9.3,16.76,9.92,5.92
8.83,6.8,16.79,10.81,6.0
8.2,6.75,16.78,8.75,6.1
8.18,6.75,17.94,9.37,5.96
8.15,6.63,16.55,9.82,5.73
10.18,6.86,16.45,9.35,6.59
8.4,7.6,22.95,8.86,5.76
8.13,6.84,16.33,9.32,6.67
8.28,8.09,24.32,12.63,5.99
8.34,6.79,16.7,9.62,6.14
8.23,6.69,16.36,11.23,7.64
8.38,7.14,16.67,9.39,5.74
8.21,7.56,16.62,8.86,6.04
8.16,6.82,16.69,12.51,5.7
8.11,7.09,16.05,9.6,6.22
8.12,6.62,16.53,9.68,6.15
9.34,7.01,16.55,9.48,5.77
8.04,6.89,17.49,8.78,5.92
10.11,6.58,17.65,9.77,6.22
8.32,7.59,17.27,9.55,6.08
8.04,8.53,16.96,9.11,5.8
8.33,7.82,17.07,9.41,6.1
10.14,7.25,21.08,9.12,6.37
8.09,7.91,17.02,9.35,5.83
8.15,8.73,17.6,8.87,6.01
10.23,7.76,16.45,10.63,5.88
10.04,7.01,16.3,9.85,5.83
8.15,7.05,16.33,9.46,6.5
