"No.","Time","Source","Destination","Protocol","Length","Info","UTC Time","Delta"
"1","0.000000000","da:2a:58:56:63:e1","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:28:54,646086429","0.000000000"
"2","1.003313667","da:2a:58:56:63:e1","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:28:55,649400096","1.003313667"
"3","2.002487543","da:2a:58:56:63:e1","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:28:56,648573972","0.999173876"
"4","5.091661697","da:2a:58:56:63:e1","Broadcast","ARP","42","Who has 172.19.0.2? Tell 172.19.0.3","09:28:59,737748126","3.089174154"
"5","5.091669447","06:e4:27:c2:f1:60","da:2a:58:56:63:e1","ARP","42","172.19.0.2 is at 06:e4:27:c2:f1:60","09:28:59,737755876","0.000007750"
"6","5.091676988","172.19.0.3","172.19.0.2","QUIC","2482","Initial, DCID=ee902033780efedb, PKN: 1, CRYPTO, PADDING","09:28:59,737763417","0.000007541"
"7","5.094369613","172.19.0.2","172.19.0.3","QUIC","1627","Handshake, SCID=e259368b5ec940d63b","09:28:59,740456042","0.002692625"
"8","5.095519530","172.19.0.3","172.19.0.2","QUIC","177","Protected Payload (KP0), DCID=e259368b5ec940d63b","09:28:59,741605959","0.001149917"
"9","5.095576613","172.19.0.2","172.19.0.3","QUIC","1262","Protected Payload (KP0)","09:28:59,741663042","0.000057083"
