"No.","Time","Source","Destination","Protocol","Length","Info","UTC Time","Delta"
"1","0.000000000","MS-NLB-PhysServer-32_1a:79:ec:db:3e","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:29:36,151958337","0.000000000"
"2","1.001977917","MS-NLB-PhysServer-32_1a:79:ec:db:3e","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:29:37,153936254","1.001977917"
"3","2.004631043","MS-NLB-PhysServer-32_1a:79:ec:db:3e","Broadcast","ARP","42","ARP Announcement for 172.19.0.3","09:29:38,156589380","1.002653126"
"4","5.093990794","MS-NLB-PhysServer-32_1a:79:ec:db:3e","Broadcast","ARP","42","Who has 172.19.0.2? Tell 172.19.0.3","09:29:41,245949131","3.089359751"
"5","5.093998378","c2:7b:7e:fc:8b:ba","MS-NLB-PhysServer-32_1a:79:ec:db:3e","ARP","42","172.19.0.2 is at c2:7b:7e:fc:8b:ba","09:29:41,245956715","0.000007584"
"6","5.094006378","172.19.0.3","172.19.0.2","QUIC","2482","Initial, DCID=0ef0057693bad528, PKN: 1, CRYPTO, PADDING","09:29:41,245964715","0.000008000"
"7","5.095199169","172.19.0.2","172.19.0.3","QUIC","1594","Handshake, SCID=91faeda159c1eb7ec3","09:29:41,247157506","0.001192791"
"8","5.095734461","172.19.0.3","172.19.0.2","QUIC","177","Protected Payload (KP0), DCID=91faeda159c1eb7ec3","09:29:41,247692798","0.000535292"
"9","5.095791294","172.19.0.2","172.19.0.3","QUIC","1262","Protected Payload (KP0)","09:29:41,247749631","0.000056833"
