P-521,p521_mlkem1024,mlkem1024
18.25,27.16,8.94
230.83,27.7,8.8
18.7,27.07,9.0
1050.81,29.61,9.36
20.79,33.67,629.69
19.2,35.36,9.79
26.41,27.84,12.8
19.19,27.78,9.79
24.0,27.88,9.01
18.83,27.05,9.25
18.83,1258.88,12.66
18.84,27.69,9.76
18.94,28.71,10.5
1046.63,29.08,9.1
25.65,30.33,8.96
229.0,27.79,9.14
20.75,27.42,9.09
19.19,28.77,13.18
18.8,32.46,9.86
20.52,28.09,1022.0
24.38,27.71,11.13
19.61,28.56,8.84
25.69,240.94,10.07
21.44,28.41,9.26
19.56,1034.62,10.56
22.55,29.83,9.35
23.31,28.59,1019.62
1077.75,28.72,12.46
20.42,28.48,9.02
20.11,36.5,9.08
20.95,32.82,9.3
23.08,34.42,9.69
19.89,29.91,9.02
22.37,27.05,11.63
18.96,27.48,9.16
1041.43,27.31,9.0
20.53,27.98,9.34
21.91,27.1,3573.59
20.97,27.31,8.93
19.63,26.58,8.91
23.14,27.1,1073.17
24.32,28.45,9.32
19.33,30.16,8.8
19.08,1056.22,9.09
19.49,27.6,8.84
18.54,27.55,8.99
20.17,32.22,8.83
19.31,1086.03,1027.73
20.19,27.94,8.77
19.43,31.63,216.6
20.22,3591.02,8.91
22.03,30.22,1070.44
236.33,26.91,13.71
24.28,1071.93,8.9
20.62,27.12,8.87
21.39,29.62,8.8
20.16,28.68,8.93
20.28,28.7,8.79
19.46,36.88,9.13
27.55,31.41,8.96
21.06,28.53,8.84
18.94,27.55,9.0
18.95,34.57,8.88
18.96,36.02,9.04
1048.59,28.22,12.4
20.05,30.64,8.79
20.11,28.43,1057.33
18.99,26.77,8.92
19.0,28.38,8.94
19.28,27.99,8.79
225.22,33.75,9.21
26.32,28.73,9.87
1039.11,27.92,1045.01
1077.48,30.09,1430.4
18.74,30.18,10.31
18.76,27.8,9.38
1019.2,27.45,9.23
22.27,27.08,10.53
18.32,28.39,9.36
18.83,27.1,1066.48
18.51,27.68,1015.39
18.25,1074.12,12.03
18.38,27.3,10.45
19.35,27.31,9.13
4624.5,26.82,624.71
18.4,31.89,225.69
19.94,26.51,11.43
227.03,27.06,8.82
22.74,27.67,8.86
19.43,1270.09,8.76
20.65,27.89,16.05
1074.57,27.43,10.86
24.09,26.66,13.09
224.81,27.15,9.37
18.68,26.83,8.73
18.36,27.89,8.75
18.39,26.7,10.05
18.35,31.59,8.93
18.56,34.76,8.97
19.07,28.08,9.58
19.13,29.58,8.88
221.29,31.88,1239.3
19.78,31.31,12.35
18.68,1062.36,9.07
19.04,27.65,1022.05
18.64,27.99,1012.93
18.49,27.95,9.46
18.48,27.71,9.2
18.42,28.25,9.75
18.25,27.87,1018.79
18.5,28.47,11.53
18.56,28.13,1047.11
19.71,27.42,9.91
18.56,28.22,9.06
19.29,1071.24,9.99
18.59,28.36,1016.34
18.75,26.84,9.6
19.35,26.86,9.14
19.17,26.39,10.04
20.92,26.91,12.73
19.05,27.82,8.8
21.35,27.92,8.81
1070.83,234.69,8.66
18.44,1081.15,8.57
18.63,1078.47,8.5
20.0,26.71,8.36
224.15,26.81,1014.11
18.13,1067.88,9.03
19.67,28.05,9.0
20.77,27.68,8.91
18.91,28.44,1018.67
19.4,27.0,9.14
19.34,26.97,11.07
18.98,27.63,11.27
18.92,27.25,9.1
19.51,27.34,10.3
27.59,26.54,11.5
1078.67,27.39,8.96
228.24,26.71,219.46
1028.65,27.97,9.24
1076.85,31.18,8.78
18.49,28.84,8.99
18.51,1052.3,1222.26
18.99,28.48,9.06
224.24,28.78,9.35
1284.05,27.97,9.4
21.57,28.35,8.67
19.74,28.28,8.83
18.57,27.45,8.87
21.14,27.49,9.05
19.14,850.81,12.72
19.7,1034.72,8.91
18.82,27.63,1013.01
19.12,27.14,8.63
25.55,27.7,8.51
28.08,26.58,8.76
20.67,1055.25,8.78
22.45,28.51,8.72
223.07,27.66,8.67
18.53,27.62,8.71
19.17,30.83,8.76
220.47,27.42,8.67
1045.88,28.64,1040.53
23.45,27.27,8.72
19.06,27.08,9.16
19.35,29.17,8.95
223.79,28.13,8.82
20.51,27.45,9.83
18.84,27.05,1046.37
18.74,27.3,8.73
18.67,27.84,8.45
18.36,27.59,8.71
18.83,28.49,8.4
18.64,1033.9,1070.1
18.49,237.4,218.16
1032.77,29.93,9.01
20.8,31.18,9.73
1043.74,28.23,17.05
20.56,31.88,8.92
18.56,29.5,16.08
18.57,29.79,9.35
19.88,28.33,11.08
223.29,27.71,13.39
22.37,28.54,9.11
20.05,37.1,12.78
18.78,1050.39,8.62
23.1,37.9,1043.93
1248.83,28.12,1014.0
19.36,30.57,12.9
20.64,27.52,8.86
18.88,30.03,9.15
222.35,31.22,12.94
1054.65,29.26,8.72
20.55,33.54,9.83
1253.35,35.23,10.5
19.84,239.03,10.46
19.32,44.32,11.72
18.99,29.22,9.8
228.0,1050.53,1265.66
18.75,29.58,8.95
18.45,28.36,8.75
20.21,36.5,8.83
22.87,27.87,8.69
19.33,27.69,9.26
18.9,1054.74,8.64
18.67,31.83,1014.26
1039.01,27.53,4578.67
21.64,28.0,8.71
21.36,27.92,8.71
21.18,32.35,8.58
21.25,1069.05,1022.27
226.76,30.05,1012.35
19.83,30.57,1012.39
19.49,28.31,9.66
225.28,28.38,8.84
18.98,27.75,8.65
20.52,1067.62,1020.8
1055.27,27.55,8.9
221.17,27.43,9.22
21.21,28.25,8.95
21.81,26.61,8.87
20.27,26.92,12.59
19.34,28.77,8.81
21.79,36.46,9.04
19.14,36.35,8.96
227.28,30.45,9.06
18.96,1091.68,8.56
19.09,27.49,8.85
20.85,27.59,1052.21
20.27,28.01,1218.8
20.07,35.77,8.95
21.94,31.05,9.05
27.56,29.27,8.59
20.77,28.52,10.01
19.4,27.35,8.71
19.36,29.39,8.97
19.61,28.97,8.98
1020.02,36.77,8.5
18.45,28.72,8.78
226.18,31.41,8.43
20.71,27.62,8.69
21.15,32.62,8.54
19.84,30.81,8.66
20.89,36.34,8.77
18.91,27.69,9.01
24.06,28.81,221.79
1066.86,34.23,9.32
20.65,28.35,1042.64
18.62,27.12,1012.38
18.87,235.89,9.32
1047.07,27.06,12.87
20.35,26.79,8.92
19.3,27.09,8.93
1080.01,27.2,8.65
20.64,243.35,8.71
18.22,28.64,9.2
18.94,1084.48,218.66
1053.93,32.28,9.73
19.07,35.62,9.2
1049.11,29.45,1049.86
19.1,1073.8,8.96
19.09,4631.31,1059.25
18.71,32.1,12.42
220.19,32.01,8.55
18.84,32.13,9.11
18.68,235.92,1016.93
22.72,1284.09,218.48
18.46,27.86,8.81
222.37,28.87,8.64
27.27,31.16,8.72
19.91,28.85,1053.55
4608.36,1091.63,8.8
18.58,1077.13,9.84
20.7,29.31,8.82
20.51,31.25,9.05
1041.3,1257.5,11.55
23.09,30.21,11.31
20.63,31.94,9.21
18.92,27.8,8.86
18.99,27.59,12.53
22.11,31.25,9.32
18.93,30.0,8.92
19.11,28.03,8.93
23.8,27.9,8.99
18.82,27.93,9.77
18.56,27.82,9.03
