P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
609.98,606.46,619.29,608.33,606.25
409.35,405.94,416.31,407.24,405.76
409.3,406.07,416.48,407.09,405.63
409.34,405.94,416.46,407.42,405.49
409.66,405.88,418.89,407.35,405.68
409.2,406.03,418.03,407.36,406.7
409.62,406.08,417.09,407.21,405.77
409.4,406.0,417.24,407.21,405.59
409.33,405.91,417.42,407.16,405.76
409.14,406.12,419.5,407.22,405.57
409.25,406.09,416.71,407.21,405.56
410.1,406.04,417.49,407.31,405.65
409.31,405.79,417.23,407.22,405.73
409.31,405.98,416.8,407.01,405.45
3995.22,406.11,416.9,407.28,405.49
410.03,406.03,421.56,407.48,405.64
409.06,405.98,416.43,407.18,405.63
409.31,405.96,416.53,407.26,405.54
409.32,3989.75,416.32,407.1,405.53
411.88,406.74,416.45,407.16,405.39
409.22,405.91,416.3,407.16,405.41
409.29,405.91,416.59,3987.86,405.59
409.28,405.97,416.11,407.17,405.58
412.81,406.03,416.6,407.22,405.85
412.99,406.11,416.27,407.08,405.33
412.66,406.25,3994.97,407.11,405.51
412.79,406.97,416.12,407.1,405.55
410.35,407.95,416.58,407.15,3992.69
409.29,406.73,416.35,407.15,406.11
409.26,406.55,418.34,407.36,405.71
409.35,406.06,416.52,407.21,407.26
409.36,405.9,416.32,407.32,405.62
409.48,405.9,416.24,407.22,406.33
409.43,405.88,416.28,409.08,405.99
409.6,405.9,416.2,407.2,405.66
409.37,405.98,416.28,407.24,406.08
409.26,405.93,416.27,407.18,405.71
409.7,405.84,416.39,407.04,405.6
409.31,406.15,416.39,407.21,405.8
409.38,406.02,416.26,407.17,405.57
409.26,407.55,416.83,407.23,405.84
409.31,405.84,416.48,407.25,405.63
409.58,405.98,416.32,407.46,405.63
409.41,405.86,416.17,407.51,405.5
409.7,405.93,416.3,407.56,405.39
410.4,406.03,417.12,407.09,405.59
409.57,405.88,416.51,407.14,405.43
409.36,406.0,416.52,407.19,405.52
409.31,405.94,416.44,407.23,405.6
409.28,405.96,416.52,407.11,405.63
410.11,405.78,419.38,407.21,405.57
409.35,405.8,418.71,407.38,405.44
409.23,406.19,418.64,407.62,405.56
409.9,405.95,416.56,407.28,405.55
409.4,405.92,416.34,407.76,405.67
409.3,405.9,416.53,407.19,405.61
409.45,405.89,416.33,407.15,405.63
409.53,405.96,416.31,408.11,405.59
409.43,405.8,416.35,407.51,405.53
409.45,405.9,416.54,407.61,405.73
409.3,405.93,416.28,407.15,405.48
409.23,405.98,416.8,407.18,405.44
409.49,405.95,416.67,407.16,405.44
409.47,405.91,416.35,407.11,405.55
409.38,405.99,419.68,407.24,406.48
409.21,405.93,416.31,407.21,405.46
