P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
15.37,13.74,24.48,13.02,11.4
12.87,9.4,19.66,10.38,8.93
12.88,9.43,21.36,13.72,8.87
12.67,9.43,19.89,10.57,8.81
12.74,9.23,20.48,10.47,8.86
12.63,9.39,20.39,10.44,8.69
13.93,9.48,19.39,10.53,9.16
12.77,9.38,19.69,10.69,8.94
12.67,9.29,19.84,10.56,9.02
12.8,9.36,21.76,10.64,8.79
12.74,9.26,19.62,10.51,8.84
12.66,9.39,19.45,10.65,9.12
12.84,9.23,19.4,10.66,8.77
12.9,9.31,19.46,10.64,8.81
12.49,9.25,19.53,10.46,8.8
12.48,9.28,20.06,10.49,8.62
12.72,9.29,19.98,13.28,8.74
12.85,9.21,19.95,10.38,8.81
12.39,9.2,20.28,10.8,8.92
12.57,9.17,20.34,10.54,8.8
12.47,9.22,20.29,10.62,8.84
12.41,9.21,20.4,11.83,9.01
15.11,10.34,19.83,10.83,8.73
12.86,9.39,20.13,10.67,11.09
12.65,9.22,20.07,10.89,8.94
12.61,9.22,19.55,12.28,8.81
12.77,9.24,22.46,12.25,8.74
12.86,9.34,19.39,10.51,8.79
12.65,9.3,19.69,10.46,9.01
12.91,11.11,26.19,13.2,8.94
12.74,9.35,19.68,12.68,8.81
12.8,9.43,19.86,10.69,9.0
12.69,9.26,19.63,10.48,8.97
12.57,11.08,19.73,10.58,8.93
12.74,9.44,19.48,10.51,8.8
12.56,9.34,19.57,10.5,8.85
13.05,9.42,20.09,10.53,8.69
12.42,9.62,20.02,12.65,11.13
12.55,9.59,19.83,10.67,9.78
12.81,9.4,19.62,10.57,8.71
16.6,9.63,19.68,10.72,10.9
14.7,10.32,19.73,10.57,8.91
12.66,9.57,19.78,10.41,8.76
12.86,9.44,19.57,11.16,8.65
12.52,9.51,19.54,10.52,8.64
12.56,9.34,20.11,10.53,8.68
12.59,9.16,19.82,10.5,8.57
12.8,9.2,21.45,10.52,8.64
12.44,9.33,19.44,10.41,8.66
12.39,9.32,19.4,10.42,8.56
12.35,9.43,19.83,10.21,8.99
12.52,10.18,19.98,10.3,11.1
12.32,9.93,19.75,10.21,8.66
12.52,9.5,19.59,10.23,8.61
12.29,9.34,19.67,10.46,10.96
12.4,9.23,19.51,10.59,8.61
12.29,9.38,19.82,10.55,8.65
12.37,9.46,19.82,10.6,9.2
12.55,9.33,19.64,10.43,8.95
