P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
1012.47,5.71,18.5,1226.41,1020.87
10.31,5.56,16.73,6.76,4.92
9.34,6.53,16.12,6.64,8.6
12.73,1017.73,20.02,627.41,5.37
1062.83,1013.46,1273.88,10.57,4.91
9.72,5.36,16.59,1216.61,4.87
9.17,417.64,16.42,213.36,4.8
1034.25,5.47,1488.43,6.71,4.88
216.84,1058.49,16.71,1014.73,4.94
8.74,5.61,16.4,6.83,6388.26
9.64,1060.94,2489.7,6.42,1014.55
8.81,5.61,1053.7,6.56,5.71
211.77,5.76,17.0,6.67,5.19
8.94,5.52,15.87,9.21,4.92
11.89,418.19,224.83,220.02,4.84
9.45,5.42,1044.63,2032.04,5.1
8.94,5.81,16.23,1217.58,4.87
9.36,210.3,19.75,1268.79,4.92
8.9,1460.32,2042.74,6.74,6.16
1437.26,5.78,24.92,3093.66,1217.33
11.37,5.64,20.14,626.53,2724.78
8.85,212.37,17.25,7.04,5.05
8.84,1046.87,25.87,218.97,4.87
9.12,209.64,16.25,6.43,1256.11
12.98,2070.72,1041.97,6.47,1060.51
218.18,1650.85,222.6,6.47,4799.61
12.35,212.55,15.72,6.52,4.87
13.17,212.95,15.51,6.82,213.0
9.11,5.4,19.27,8.36,4.88
215.07,1062.58,1017.29,8.53,5.09
1047.6,7.22,15.58,6.51,5.33
8.73,5.7,15.9,6.73,5.01
1261.11,5.49,16.22,6.68,213.68
10.06,5.73,15.73,7.01,212.84
9.56,213.38,15.59,6.8,4.77
10.11,419.97,16.18,6.66,4.7
9.39,5.37,15.66,214.9,4.72
9.19,5.3,15.53,11.27,217.01
8.96,1024.44,15.62,11.29,4.84
218.5,1012.05,16.74,6.59,5.11
1031.54,5.72,222.86,7.63,4.93
9.51,5.26,15.93,6.57,4.67
9.07,5.2,1882.37,6.62,1066.15
1671.39,5.17,16.07,3078.17,1012.95
10.33,5.12,15.91,1013.27,5.08
424.38,5.08,1235.73,6.4,2723.41
9.75,1048.8,15.79,1266.82,4.91
9.9,5.48,15.76,6.68,4.65
1224.08,1061.14,9974.44,6.89,6.82
1065.01,7.44,16.66,1029.32,214.43
9.92,5.36,1053.37,1013.53,4.85
217.6,1039.06,1078.29,11.17,4.78
10.02,210.95,19.75,6.82,7.97
9.29,5.66,1041.28,6.65,8.04
10.14,211.64,1285.65,8.28,5.0
1018.34,5.34,23.06,7.62,5.12
9.14,5.19,16.89,6.7,213.26
8.75,207.28,26.55,4816.86,5.08
426.18,6.1,1073.5,1067.07,4.94
1049.3,5.39,1273.56,7.52,1446.32
9.2,5.25,17.2,7.43,5348.9
13.78,5.18,22.4,11.61,4.95
11.22,214.73,16.92,9.44,1047.25
9.29,1039.04,1239.51,10.88,5.0
9.28,5.58,16.74,1029.42,211.59
9.53,1060.9,17.16,6.68,5.19
9.61,3061.01,16.23,6.84,4.82
9.36,5.47,16.09,7.53,4.95
13.47,5.21,15.53,10.98,4.66
215.06,5.13,226.67,8.75,4.65
1033.04,6.53,227.93,8.96,4.62
9.62,5.91,16.13,9.14,618.61
9.64,1061.26,16.35,7.72,5.0
214.81,5.39,1035.45,1039.73,4.66
9.4,5.35,17.89,6.83,5.02
216.07,6.72,222.34,8.68,624.26
9.09,6.82,15.85,6.87,5.67
9.49,4591.52,838.43,6.51,618.85
1030.6,210.86,16.01,1063.44,1031.65
9.52,5.43,16.55,10.32,8.07
11.78,7.22,1031.19,6.95,1253.95
10.02,1013.01,16.85,6.64,5.17
1483.38,210.75,1050.18,9.87,1046.67
11.7,1252.77,15.83,9.61,211.45
8.96,1060.88,15.7,1250.47,214.77
1066.87,209.7,15.97,6.58,5.1
10.31,1046.85,15.71,6.56,5.25
217.78,5.4,15.75,10.75,1045.54
11.34,5.57,22.71,6.58,4.96
9.46,5.68,16.23,6.49,4.83
1447.32,5.95,15.96,6.65,4.95
1251.55,5.31,223.65,6.6,5.21
831.92,1056.97,2091.85,1273.61,6.74
15.31,5.18,16.65,1065.12,1056.46
14.61,5.13,15.92,6.62,4.93
9.21,5.27,19.72,10.18,1058.85
8.83,2264.34,225.88,1040.31,5.1
9.6,6.92,16.14,7.05,5.09
12.99,6.41,16.03,6.61,8.21
13.57,6.39,1020.76,8.65,5.58
12.4,6.15,19.76,10.34,9.25
11.84,6.04,1872.59,1446.3,8.32
1021.99,211.71,15.77,6.91,9.53
16.37,7.16,1258.7,6.67,5.0
8.77,6.24,16.06,10.73,1053.73
215.97,1027.5,15.97,6.99,1012.85
422.74,1011.96,16.05,6.61,4.74
9.25,1011.66,16.13,6.48,4.75
1037.71,5.82,634.33,6.46,212.99
10.72,6.1,15.69,6.5,4.86
9.34,5.62,1255.75,6.62,4.83
9.47,1439.04,16.63,6.5,4117.92
8.75,5.76,15.71,6.75,4.98
422.16,828.67,15.68,1219.68,4644.97
8.89,5.41,19.35,6.54,1426.96
4637.78,1005.89,15.62,10.49,4.92
8.74,1218.6,15.6,1679.85,4.66
9.53,212.64,20.93,213.63,8.88
214.89,5.53,15.78,1032.36,4.97
8.73,6.72,230.07,7.22,5.0
8.59,212.03,16.14,6.43,1477.71
8.54,7.07,2110.45,6.46,4.86
212.88,2243.14,632.27,7.96,7.88
9.29,5.73,15.88,9.81,4.63
9.0,7.17,226.23,6.58,4.66
9.24,1232.56,15.77,1033.51,4.63
8.95,7.04,1049.05,6.45,1067.49
1020.7,216.33,15.7,6.78,619.64
9.05,828.51,18.73,1043.73,4.87
8.77,5.95,19.67,6.59,4.65
9.31,6.99,15.61,6.53,4.96
8.85,5.61,15.68,6.49,216.12
424.97,5.5,4853.82,1026.72,4.98
8.79,5.55,17.29,1012.55,4.88
10.44,5.63,16.07,6.61,5.29
10.3,5.42,16.07,6.64,4.69
8.92,1069.58,16.05,6.56,1011.0
8.98,211.07,16.65,6.44,5.0
8.99,5.51,16.21,6.73,4.83
9.11,3078.76,1030.82,6.46,8.45
9.09,5.48,15.87,6.89,1027.02
8.77,5.53,17.39,6.67,211.29
1221.52,5.48,19.75,6.56,4.97
1065.57,5.87,15.88,7.53,8.7
8.69,5.5,15.67,6.76,1219.34
1693.72,5.36,15.86,6.83,5.26
8.82,1456.03,19.87,1686.56,1045.86
8.69,213.68,2505.55,8.29,5.66
214.62,9.63,16.41,6.74,10.31
1074.22,208.23,1838.6,12.13,2062.84
1011.66,5.55,16.2,7.1,4.92
10.28,2031.31,1061.13,6.72,5.04
8.96,5.5,19.82,6.92,4.89
8.62,5.57,17.85,1460.61,4.96
8.93,5.47,17.54,6.69,4.92
9.52,6.07,16.13,6.8,1269.22
8.7,208.35,16.18,6.6,4.86
8.76,7.25,17.42,6.41,4.67
8.74,7.08,17.74,1043.17,1240.52
8.76,4595.47,1063.67,6.83,212.42
8.57,5.66,229.53,6.64,213.72
8.6,214.58,16.36,6.58,5.32
8.59,5.45,15.89,6.66,8.94
8.57,5.6,16.73,6.51,5.42
424.29,7.5,15.71,6.49,3120.16
9.17,5.47,16.75,6.6,1014.84
217.05,1225.28,15.8,6.58,4.73
11.09,1268.9,15.57,6.49,1063.56
213.78,213.07,15.5,217.33,4.73
1049.89,6.63,15.55,1016.1,4.77
8.99,829.79,19.66,6.69,5.5
8.59,7.71,1076.65,1473.78,4.84
1037.94,7.92,1077.34,6.63,4.68
8.64,6.03,22.03,1031.2,3113.58
9.1,1012.09,16.32,7.1,5.15
9.58,5.56,15.88,6.71,4.7
8.71,5.58,630.6,7.25,1047.43
9.29,7.0,15.96,219.92,211.86
213.71,208.21,16.54,2070.45,4.84
9.27,13156.35,17.05,1013.62,4.64
10.19,1015.3,16.77,7.27,216.96
9.08,1013.19,19.36,6.82,1047.06
8.88,209.43,16.72,7.36,4.98
8.97,5.33,228.12,7.95,4.78
10.55,1031.85,17.76,12.49,4.71
9.25,5.72,16.63,9.34,4.67
9.3,5.59,17.39,3801.74,4.78
9.21,5.64,1069.53,1047.42,4.74
9.03,5.39,16.73,1426.2,4.66
217.8,1012.44,16.47,8.55,4.96
8.98,1426.9,19.66,9.09,7.89
1067.57,5.64,16.1,6.72,1008.41
8.84,5.63,228.87,1251.48,5.12
1056.57,5.41,16.51,6.7,4.96
8.78,212.22,16.41,212.93,5.22
8.62,5.55,16.15,7.61,4.66
8.57,5.4,2871.37,7.57,214.45
8.78,211.87,232.1,625.19,1046.91
8.68,5.47,17.28,7.77,5.24
8.82,7.36,224.56,1026.47,5.22
8.85,7.22,16.66,6.62,5.42
8.76,422.57,16.28,9.74,1024.07
211.28,5.97,16.09,6.67,4.78
8.74,1034.96,17.05,9.63,1475.61
8.69,5.53,18.04,6.46,4.91
8.64,6.46,21.76,2079.95,4616.75
8.62,5.52,17.27,1011.0,1013.5
8.78,5.62,17.35,1013.23,4.85
1058.43,5.56,17.8,625.88,8.98
9.13,1057.96,1029.57,6.53,4.89
8.92,210.87,23.08,1266.59,1233.2
8.87,5.67,17.49,1066.59,4.95
8.6,5.43,3325.68,10.67,4.93
8.6,5.72,1066.0,6.66,4.68
9.53,5.56,635.08,1036.96,4.63
9.3,5.72,16.41,1218.13,210.97
9.38,5.41,16.11,6.63,5.17
211.43,5.54,231.46,6.55,4.96
213.13,2722.17,18.56,6404.8,4.95
9.15,5.46,1685.15,7.13,1263.02
2051.97,5.46,1228.4,6.62,213.34
1012.76,1047.63,23.38,6.6,4.76
8.9,5.54,16.93,6.47,8.14
9.41,5.71,16.48,6.6,4.54
8.97,210.33,16.45,6.62,4.63
8.8,4598.58,19.47,6.98,5.03
8.92,211.37,16.65,6.66,5.21
8.75,5.53,18.16,1075.44,8.52
418.85,213.62,16.33,10.63,4.67
1040.13,5.91,16.15,9.72,1446.09
8.89,5.38,17.38,1021.12,9.25
8.68,1031.59,17.32,8.38,217.75
9.17,1012.75,16.33,6.75,5.01
8.94,5.4,17.09,6.54,1039.45
1062.71,6.4,17.96,6.77,4.75
9.5,5.51,1032.94,1274.46,4.74
9.17,1231.69,16.96,3114.48,4.74
8.85,3111.68,16.7,8.77,215.23
8.99,7.27,15.9,7.54,6.59
9.28,1053.79,16.32,8.08,6.55
211.7,5.41,16.51,8.45,4.98
9.2,7.12,18.23,10.0,4.74
9.31,7.95,17.38,10.82,4.82
9.32,214.4,16.13,1011.58,4.63
8.94,209.79,16.42,1834.0,4.69
8.88,5.72,16.4,218.64,1834.74
212.92,5.67,15.98,7.71,4.95
428.4,2067.19,20.68,6.87,213.68
3306.87,7.55,1060.15,7.03,4.92
8695.8,213.61,16.36,4640.52,5.42
2037.72,5.53,16.41,833.6,8.82
1012.75,5.41,16.37,6373.6,4.98
9.03,1052.74,1469.63,1015.75,6.3
9.2,1012.87,20.01,1013.72,4.99
8.85,6.45,4663.94,6.77,1272.04
1653.67,210.2,21.16,6.7,4.75
9.9,6.31,1244.31,422.93,4.52
8.7,5.76,17.57,7.96,1035.04
8.76,5.5,19.57,1452.23,4.79
8.82,1251.87,1070.22,6.87,4.63
9.01,5.66,16.15,10.11,4.65
8.94,5.58,19.58,6.87,1033.46
8.83,5.63,15.68,8.4,5.21
8.6,5.62,16.19,7.13,9.06
8.69,5.58,1030.74,6.71,5.26
8.74,7.64,22.03,6.57,4.92
1427.41,825.81,20.57,6.48,4.84
8.77,5.65,20.39,1032.97,4.88
8.91,5.34,1041.02,6.64,1045.63
9.13,2072.28,17.87,1059.43,1011.44
8.66,1012.95,23.13,6.45,5.5
8.63,5.67,16.58,6.5,5.16
1015.49,6.04,16.38,6.45,5.16
8.71,209.42,20.03,6.4,5.08
8.73,5.64,1048.02,9.95,5.36
1241.87,5.45,1072.63,6.61,5.33
1476.48,5.45,15.99,212.2,4.91
9.13,5.53,19.28,6.46,3073.29
8.86,5.52,21.54,6.39,5.14
2036.61,212.19,25.32,11.11,5.12
1277.54,6.02,17.6,1018.12,5.25
211.41,5.79,23.32,6.59,5.0
8.88,5.63,1073.06,1060.73,1012.99
425.94,5.38,17.95,6.76,5.48
8.74,5.37,17.96,6.61,5.31
9.32,210.36,20.86,8.36,1043.19
9.53,5.5,16.09,9.77,1011.61
9.14,5.44,16.02,1069.01,8.98
422.7,420.33,16.03,1070.97,5.55
9.31,5.48,19.66,2041.54,1453.69
216.68,1007.09,16.36,6.51,5.29
829.33,5.42,16.5,6.8,1028.65
1026.05,3109.6,16.46,6.57,4.98
8.66,5.45,19.9,6.49,4.99
9.45,6.5,16.56,6.41,4.82
1037.08,5.53,16.5,6.48,5.08
1012.22,5.46,18.64,6.4,8.15
9.37,7.16,16.28,10.0,4.86
9.5,5.51,18.79,1065.86,4.84
9.96,215.82,1063.15,6.66,2056.79
8.96,2084.18,1081.25,1060.09,1009.68
218.41,5.54,1071.81,10.58,1013.33
1016.94,3297.92,222.69,9.5,9.08
8.72,5.44,15.81,1038.65,4.88
213.95,1063.15,17.8,10.9,4.85
213.04,5.71,24.9,6.82,4.84
9.77,5.34,17.67,6.58,4.83
216.36,4833.85,1457.56,6.45,4.92
9.6,1063.54,19.77,1062.21,1487.7
1041.75,5.36,16.98,6.69,7.99
8.84,5.73,16.0,10.31,5.72
9.17,5.52,16.79,6.57,5.58
1038.65,7.19,17.63,6.56,5.87
1012.29,4286.9,16.31,1482.37,5.56
1013.23,5.66,22.14,9.92,1060.37
425.12,7.6,1031.2,218.07,4.68
9.52,1020.08,1076.57,6.77,5.05
1069.12,5.71,15.96,6.8,4630.49
8.7,5.97,16.12,6.58,4.87
211.75,215.29,16.11,217.85,4.93
8.66,7.67,16.19,218.63,1253.23
8.77,7.57,21.53,214.07,1269.15
1050.02,1021.16,16.14,7.16,5.32
9.12,6.43,17.53,12.19,1666.41
1057.99,1057.52,16.04,6.92,4.95
9.07,5.66,2266.34,7.47,4.99
8.95,5.87,18.0,6.77,5.41
217.11,5.84,1038.0,7.32,7.05
8.81,206.97,1080.44,7.07,5.61
9.43,5.41,636.14,6.77,5.1
212.8,5.62,20.02,6.85,5.36
1261.17,5.93,19.84,7.01,1249.17
8.73,6.21,17.43,7.91,4.85
4629.59,1058.25,16.89,8.42,1049.29
8.95,210.19,226.19,8.43,4.99
421.44,5.4,19.86,6.58,3523.12
9.04,5.37,19.25,6.62,4.94
1051.66,414.92,15.76,6.4,1032.64
8.68,5.58,16.05,1046.05,4.93
214.64,7.91,15.67,6.54,626.68
213.26,5.72,15.57,6.69,5.91
8.94,5.53,17.02,8.43,6.53
8.65,213.69,1025.63,9.75,5.36
213.32,5.85,15.85,6.8,5.06
9.0,5.38,16.88,8.21,5.31
1029.21,5.14,15.57,1476.98,5.77
1013.41,213.66,15.75,10.03,5.25
424.13,5.56,15.54,1059.88,5.32
9.33,416.92,15.44,6.76,6.05
9.52,6.11,15.37,4206.65,8.79
9.1,5.38,16.54,6.61,9.03
9.12,214.28,15.7,7.85,6.08
1068.69,213.7,15.69,6.48,217.5
1073.45,213.3,19.54,1216.2,9.61
8.85,5.37,3087.57,1064.76,5.03
8.76,1854.25,15.74,6.58,4.99
8.84,1661.61,16.48,6.67,5.46
8.91,5.59,15.78,6.81,1268.05
9.34,5.36,15.79,6.52,5.02
8.57,213.89,15.49,6.41,218.89
1024.79,213.14,1272.27,6.57,5.56
8.68,5.29,15.94,6.59,5.14
8.63,5.3,1245.83,6.58,5.92
8.59,5.28,1067.14,6.58,10.37
8.57,208.03,15.68,10.77,5.31
1063.74,5.37,16.2,6.47,5.03
9.36,1022.65,15.48,1461.22,5.0
11.01,2036.8,15.93,213.56,5.23
212.79,1012.53,15.7,1048.04,4.99
11.29,210.88,1071.76,6.55,9.9
8.97,5.34,4214.96,6.55,8.34
4297.19,5.27,1073.87,6.48,4.97
8.97,5.13,1079.58,216.97,4.92
9.41,5.23,16.46,212.86,3149.72
1025.61,5.2,17.17,6.54,4.9
9.48,5.26,1277.98,1276.4,4.95
9.33,1022.36,17.18,6.66,4.88
1036.18,419.42,17.76,6.33,4.85
1013.35,5.56,17.24,6.46,4.99
1012.08,1015.7,16.36,10.47,4.84
9.2,5.42,16.86,623.02,4.89
1054.02,7.8,17.72,6.55,4.87
9.76,211.29,16.81,1251.94,8.69
10.99,213.06,17.04,6.59,5.12
10.13,5.41,634.56,6.79,2073.42
1012.59,1023.89,17.48,6.73,5.51
9.53,1013.34,16.89,1012.57,5.44
1055.83,1218.94,19.5,6.58,8.47
10.57,1476.5,225.4,7.51,2048.57
11.62,5.43,17.82,6.54,4.96
10.59,5.24,19.85,3337.01,1061.59
9.45,5.15,17.69,6.55,8.88
8.94,5.32,2084.21,1048.38,5.33
8.96,5.21,22.95,1012.15,215.94
9.57,5.68,16.13,6.69,5.14
10.12,5.22,16.57,6.58,5.05
1443.42,1069.59,15.81,1247.35,5.64
11.15,5.46,19.18,10.67,4.93
1027.13,4647.18,21.14,6.6,8.07
1217.25,5.24,16.77,6.55,4.83
215.56,1060.75,16.88,6.46,8.38
215.81,1013.21,17.05,10.17,4.95
9.85,6.0,1063.83,1033.97,211.03
8.98,1058.89,15.72,1012.74,5.77
1014.61,5.41,19.39,1013.35,4.9
9.77,5.27,15.33,6.79,4.78
1052.03,5.43,16.64,6.6,4.84
425.01,214.39,1033.57,10.36,5.08
213.82,212.51,16.23,6.86,1230.75
10.02,5.83,15.94,6.72,4.8
9.07,5.39,16.45,6.69,4.65
9.68,5.31,16.21,7.89,4.74
211.39,6.07,15.7,1015.58,8.48
9.06,5.38,18.7,6.57,4.84
9.28,5.38,15.52,6.61,1048.34
8.98,5.4,1278.45,1042.91,211.77
9.14,213.5,16.72,6.54,4.91
212.08,7.15,16.44,11.26,4.76
8.78,5.99,224.3,6.55,4.67
1022.7,1039.59,19.34,6.52,4.69
8.73,210.46,2092.3,1890.21,5.84
10.71,5.7,16.25,7.72,5.15
9.0,5.88,16.11,2093.83,5.39
8.48,1014.16,224.89,7.46,4.77
5872.82,1218.31,1043.8,213.44,4.77
8.79,5.69,16.17,7.5,4.83
8.6,1042.3,16.06,7.46,4.89
8.97,5.71,1023.57,7.41,7.24
8.85,7.33,15.8,6.51,4.91
8.62,422.07,23.33,6.61,4.69
