Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
259,6.1,-1.0,,14.36,6734.0,,6.25,6602.0
260,9.1,3963.0,,14.69,6735.0,,4.27,6602.0
261,6.38,3963.0,,13.85,6735.0,,6.21,6602.0
262,1006.14,3963.0,,14.22,6735.0,,1011.13,6602.0
263,6.14,3963.0,,14.15,6735.0,,4.3,6602.0
264,7.77,3963.0,,1096.09,6735.0,,4.46,12314.0
265,7.93,5225.0,,14.25,6735.0,,1011.31,6602.0
266,6.12,3963.0,,16.28,6735.0,,5.68,6602.0
267,5.95,3963.0,,1014.68,6734.0,,4.24,6602.0
268,8.44,3963.0,,14.33,8715.0,,4.14,6601.0
269,1007.45,3963.0,,17.97,11707.0,,4.61,6602.0
270,6.03,5402.0,,1039.4,6734.0,,4.46,6602.0
271,6.11,3963.0,,13.77,-1.0,,5.94,9459.0
272,1005.51,3963.0,,3044.56,5183.0,,4.24,6600.0
273,6.63,3963.0,,16.16,6735.0,,4.5,6602.0
274,6.25,3963.0,,22.09,6735.0,,4.38,6107.0
275,10.65,3963.0,,15.9,6735.0,,5.32,6602.0
276,6.07,3963.0,,15.51,6734.0,,4.59,8716.0
277,7.23,3963.0,,14.99,6734.0,,4.33,12317.0
278,1006.34,3963.0,,14.53,8716.0,,4.59,6602.0
279,12.23,3963.0,,15.04,6735.0,,4.14,6602.0
280,7.29,3963.0,,15.32,6735.0,,4.39,8715.0
281,7.01,3963.0,,15.15,6735.0,,4.66,6600.0
282,6.13,3963.0,,14.54,6734.0,,4.37,6602.0
283,6.75,3963.0,,15.64,6734.0,,5.01,6602.0
284,1007.8,5402.0,,14.99,6735.0,,4.53,6602.0
285,8.66,3963.0,,1043.28,6735.0,,4.72,6601.0
286,8.79,6841.0,,15.78,6734.0,,4.49,-1.0
287,1008.14,5402.0,,19.15,6735.0,,3031.32,6779.0
288,6.29,3963.0,,18.35,6735.0,,4.22,9459.0
289,7.29,3963.0,,21.21,-1.0,,4.09,6602.0
