P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1028.41,3.28,12.7,213.15,2.87
204.02,1025.3,8.83,204.63,2.06
1.95,1.9,8.3,2.53,2.08
1.77,1.63,8.23,2.1,2.16
1.95,1054.25,1021.28,2.38,1012.5
1.91,1.91,8.01,2.36,205.55
1.81,2.52,8.06,2.3,2.13
1.71,2.11,7.84,207.2,415.07
1.7,1032.37,11.98,2.37,2.24
1.66,1.72,8.05,416.99,1256.22
208.87,1.93,1249.3,2.4,2.08
2.0,1051.57,220.65,2.23,208.57
1.81,1.85,1022.8,204.87,1020.01
1.68,1.6,7.95,1029.83,2.15
1.74,1.57,8.01,2.88,2.19
1.64,1.52,221.47,2.53,2.12
1.68,1034.56,7.68,2.39,1.99
1.72,1013.26,7.91,2.37,2.08
1.84,204.71,8.08,1439.7,2.02
2.07,1053.8,2096.21,2.6,2.02
1.99,1.68,8.21,2.32,2.21
1.73,210.05,1260.76,2.43,1249.74
1.99,1.83,1065.32,2.22,2.11
1.95,1.67,7.73,2.16,2.07
1.91,1.58,8.62,205.09,2.18
1025.56,1004.4,1859.28,2.33,2688.42
1.92,1.81,12.09,2.15,2.03
1064.08,1.65,7.85,2.12,2.0
2.04,1055.05,1047.42,1051.97,2.15
207.02,1013.35,8.41,2.41,208.31
204.83,1.77,1469.2,1063.53,211.26
2.02,2.39,1255.81,2.6,2.2
2.07,1.78,7.83,1062.34,1032.45
2.17,1034.21,9.4,1428.72,2.27
2.5,1.88,8.47,1045.67,207.03
414.78,1.89,7.95,2.19,2.14
2.18,1.74,8.76,2.15,3792.15
1.82,1.93,1025.98,1053.86,2.18
1.84,2.09,8.61,1220.35,2.0
1.95,1.94,8.27,2.23,2.05
1.88,1.9,12.31,2.13,417.67
209.0,1.81,8.28,2.12,2.05
2.06,2066.33,625.0,210.43,1032.19
2.03,1.85,1266.91,2.2,2.05
1058.14,2.06,1063.12,2.2,2.08
1.89,1.73,9.08,2.32,2.09
1.9,1040.66,7.86,2.28,207.1
204.35,2.06,7.86,203.88,2.24
1031.59,2.0,8.02,2.32,2.27
1011.88,1048.22,8.05,2.15,1052.01
1013.14,1.88,7.95,2.21,2.69
2.59,208.62,1433.73,2.38,2.12
2.13,1.99,11.78,205.17,1051.83
205.96,1.97,12.81,2.32,1012.61
1.82,2.0,11.88,2.11,204.71
1.96,1.8,8.4,2.2,2.59
1.83,1.88,1019.75,2.19,2.54
1051.05,1.85,1013.35,2.2,2.0
1.81,1.66,1012.7,2.46,1009.47
1.76,1015.77,11.45,2.36,1428.96
1.84,1.87,8.47,2.2,2.18
210.64,4648.68,7.94,2.1,2.18
1219.53,1.7,8.12,2.11,1.99
