P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
10.25,7.0,20.59,10.7,6.74
6.41,6.84,15.53,7.46,4.32
6.5,4.85,15.11,9.23,3.93
6.72,4.89,19.24,7.46,4.04
7.54,4.51,17.27,7.63,4.37
7.99,6.5,15.77,7.83,4.05
6.32,7.36,21.33,7.77,4.08
6.88,5.31,14.99,7.6,4.31
6.8,5.13,17.9,7.59,5.84
9.52,6.46,16.27,7.27,3.93
8.3,6.11,14.86,9.32,3.82
6.71,4.84,22.92,10.27,3.82
6.3,6.47,19.67,8.71,4.13
9.29,6.83,22.95,7.97,4.63
9.57,6.09,16.11,8.83,5.2
7.81,6.08,15.91,7.65,4.22
8.73,4.95,17.9,10.73,4.22
6.66,6.51,15.17,11.53,1004.18
6.58,4.95,15.59,10.32,4.79
6.42,5.2,14.95,8.23,5.02
8.75,6.12,14.71,8.41,4.36
6.84,1006.31,15.78,8.11,6.23
1008.33,5.95,14.29,8.43,4.25
6.6,6.82,18.45,10.81,4.25
7.88,5.54,18.27,8.61,4.0
6.82,4.99,17.85,7.69,4.35
6.44,4.95,14.91,8.07,3.93
6.49,5.59,14.65,7.59,3.87
6.38,4.84,1029.05,7.89,4.02
6.85,4.82,14.26,7.94,4.01
7.33,4.76,14.92,10.55,4.13
6.26,4.74,14.75,7.37,3.96
6.33,7.74,14.73,11.23,4.08
6.69,5.14,14.56,3006.31,3.93
7.68,6.46,14.61,7.42,1004.07
1006.23,7.59,17.96,7.72,4.5
6.59,5.02,16.64,8.47,3002.62
6.36,4.9,14.81,8.19,4.34
6.5,5.13,16.85,11.32,4.86
1006.4,1004.77,14.59,10.53,5.66
7.7,5.29,15.1,7.56,5.82
6.51,6.4,1015.1,7.71,4.29
6.17,5.15,15.93,8.82,1043.48
6.27,6.07,15.32,8.33,4.07
6.47,4.94,23.18,1028.07,4.42
6.53,5.56,15.55,8.19,4.2
10.01,4.66,16.93,8.22,1004.49
7.02,4.87,16.7,9.96,4.1
7.24,5.41,17.64,7.52,4.07
6.41,7.21,20.41,8.76,1003.81
8.02,4.71,15.86,7.48,4.02
6.29,4.61,17.39,1035.46,3.95
6.36,4.72,16.1,9.58,3.92
6.61,5.85,15.1,7.26,4.14
7.97,6.09,16.46,1010.52,4.3
6.67,5.24,15.4,7.61,3.98
6.82,5.1,18.66,7.34,4.17
6.45,5.19,15.71,7.4,4.87
6.28,7.76,18.14,7.41,3.99
7.67,6.41,1018.07,7.49,3002.6
6.8,5.86,14.88,7.41,4.09
6.8,4.72,15.15,1009.37,3.95
6.43,6.49,20.23,10.11,4.05
6.62,1004.47,15.49,7.25,1003.67
7.73,5.07,22.63,8.46,1031.9
7.55,5.03,16.45,1026.29,6.45
9.7,1004.64,14.99,7.52,4.27
10.84,4.92,15.03,1012.88,4.78
6.25,1005.1,18.18,7.96,6.45
6.46,5.34,15.04,10.29,4.34
7.95,4.89,1018.88,10.68,7.1
6.35,4.95,15.52,7.64,5.68
6.47,4.8,14.97,7.55,4.66
7.93,4.56,15.2,9.2,5.78
6.97,4.42,16.25,8.2,4.22
6.54,6.52,16.76,8.44,4.78
6.81,4.52,15.38,7.33,5.56
6.38,4.81,18.55,7.45,4.09
6.54,4.64,3015.04,10.69,3.9
6.33,4.5,14.18,7.33,4.05
8.01,5.99,1016.52,10.87,4.88
6.44,4.94,15.45,7.35,4.3
6.92,6.26,15.22,7.68,1009.0
6.4,4.56,15.98,1019.9,3.88
6.91,4.91,14.57,1006.77,4.16
9.48,1004.38,20.55,7.4,4.1
7.17,4.8,21.02,7.26,4.14
7.03,5.0,14.66,7.77,4.6
7.18,4.72,14.51,8.95,4.14
6.63,5.24,15.06,8.58,3.87
6.28,7.29,14.33,1034.09,4.9
3006.5,5.0,14.69,7.28,5.99
6.15,4.61,15.92,7.21,6.32
6.59,4.97,14.99,7.21,5.72
6.94,6.38,14.13,10.11,3.85
3004.7,5.05,14.28,7.63,4.06
6.5,5.22,14.13,1010.03,3.81
1006.17,4.82,14.86,8.29,5.48
3006.24,1004.45,14.61,7.35,5.32
6.49,4.94,15.9,7.22,3.9
6.78,5.68,15.17,7.34,6.05
6.5,5.39,1042.35,7.33,4.4
8.21,3003.32,14.59,7.26,5.23
6.04,4.52,14.58,7.29,4.19
6.27,4.44,14.5,10.0,4.02
7.16,6.12,20.83,7.67,4.34
6.41,4.52,17.6,10.14,4.43
6.23,6.3,14.83,11.47,7.33
6.81,4.59,1029.28,7.1,3.96
9.81,5.04,14.46,7.62,4.21
7.49,3003.2,14.46,7.05,1004.41
6.22,7.1,14.97,10.02,3.9
6.16,6.49,1015.77,7.43,5.28
6.33,4.7,16.19,7.38,3.89
6.47,4.86,1035.72,7.06,4.89
6.14,7.71,14.38,8.95,3.98
6.03,4.62,14.51,7.41,1004.01
6.07,4.77,15.23,7.55,4.5
