P-521,p521_mlkem1024,mlkem1024
619.48,636.75,610.95
419.1,429.33,409.55
418.99,431.93,409.37
418.75,427.87,409.42
418.79,433.28,410.01
418.93,427.76,409.3
419.24,428.08,409.6
420.66,427.46,409.48
418.62,427.99,3994.11
418.74,427.64,409.27
418.86,427.28,409.37
418.89,427.88,409.63
419.25,427.59,411.32
418.74,427.56,409.63
418.93,427.88,409.39
418.94,427.37,409.5
419.0,428.24,409.57
419.23,427.75,409.54
419.83,428.74,409.15
428.22,429.23,409.35
426.05,427.33,410.47
419.32,427.46,409.31
419.12,427.48,409.36
419.39,427.43,409.37
418.61,432.41,409.19
418.54,4007.89,409.25
419.05,427.58,409.19
418.89,427.63,409.33
419.63,427.67,409.3
418.63,427.26,409.17
419.4,429.52,409.92
418.73,427.45,412.07
418.74,427.71,412.14
418.92,427.82,410.48
4005.05,427.25,409.81
418.62,427.51,412.31
419.06,428.32,409.79
418.67,428.31,409.85
418.73,429.6,409.68
418.7,427.69,410.19
418.58,428.32,409.34
418.65,430.34,409.24
419.02,427.73,409.24
418.87,427.62,409.47
418.67,427.45,409.42
418.93,427.47,409.3
418.73,427.59,409.38
418.75,427.69,409.45
418.82,432.45,409.25
418.79,427.84,409.42
418.82,435.3,410.97
418.88,428.34,409.74
419.05,429.0,410.42
418.77,428.18,409.29
418.71,428.32,409.12
418.59,428.58,409.33
425.8,428.53,409.19
418.81,427.41,409.38
418.83,427.52,409.14
418.89,427.48,409.46
419.25,430.4,409.12
419.08,427.92,409.27
419.31,427.88,409.1
418.72,436.08,409.47
418.56,427.59,409.36
418.72,428.16,409.21
418.7,428.04,409.29
418.77,427.49,409.21
419.23,428.31,409.55
418.62,429.34,409.46
418.86,429.24,409.27
418.66,431.46,410.12
418.94,429.17,409.92
418.93,429.66,409.22
418.74,428.39,409.29
418.78,427.87,409.44
418.66,428.61,409.12
418.74,428.07,410.25
418.72,428.0,409.21
419.25,428.03,409.21
418.56,427.26,409.87
418.57,427.49,409.45
418.66,428.07,409.4
419.06,428.1,409.46
419.16,430.64,409.27
419.1,427.74,3992.09
418.75,430.92,409.32
419.6,427.68,409.21
419.32,427.49,409.14
421.6,427.4,411.56
419.87,428.81,409.15
418.97,427.25,409.39
419.52,427.29,409.65
419.44,427.65,409.25
420.82,428.61,409.35
420.18,427.49,409.21
419.46,427.58,409.23
418.74,427.11,409.31
418.7,427.31,409.2
418.89,4015.24,409.42
419.03,428.02,409.23
419.08,427.17,409.39
418.69,427.54,409.14
418.89,427.73,412.0
418.81,427.19,409.42
419.06,436.9,409.73
418.77,437.17,409.65
419.4,428.18,409.48
418.92,427.72,409.89
4002.44,427.26,409.72
420.0,429.77,409.39
418.61,427.7,411.83
418.9,428.16,410.17
418.64,428.2,409.51
418.9,428.71,409.25
418.77,427.6,409.46
418.7,431.49,409.2
418.8,428.46,409.31
418.8,428.73,411.32
418.87,427.81,409.88
418.77,427.55,409.45
418.96,427.46,409.4
418.94,429.0,409.21
418.84,427.75,409.24
418.87,427.46,409.45
419.01,427.49,409.79
419.03,427.84,409.46
418.98,427.36,409.21
418.84,427.52,409.25
418.99,427.51,409.32
419.25,427.61,409.1
419.76,427.84,409.28
418.99,429.12,409.13
420.08,427.54,409.29
419.58,427.54,409.37
418.72,427.13,409.31
418.97,430.79,409.52
418.79,428.01,409.3
418.82,427.64,409.45
418.82,428.6,409.26
418.62,427.6,409.2
418.74,428.94,409.46
418.73,428.8,409.13
418.82,428.96,409.25
419.54,428.47,409.41
418.7,431.27,409.35
418.75,429.41,409.35
419.0,427.42,409.28
418.74,427.85,409.39
418.88,427.34,409.3
