P-521,p521_mlkem1024,mlkem1024
319.54,330.02,309.82
218.85,227.43,209.32
218.62,227.25,209.35
220.92,227.62,209.35
218.78,227.45,209.31
220.7,228.64,209.08
218.75,227.42,209.28
218.69,227.32,210.85
218.47,227.26,209.27
218.74,227.21,209.06
218.77,227.53,209.01
218.51,227.22,209.31
218.98,227.59,209.28
219.15,227.44,209.24
219.66,227.32,209.11
219.09,227.36,209.2
218.76,227.33,209.37
218.61,227.55,209.38
218.58,227.33,209.15
218.58,227.36,211.69
219.22,227.51,209.22
218.66,227.36,209.34
218.45,227.34,209.12
218.82,228.1,209.24
218.97,228.2,209.17
218.6,227.63,209.13
218.56,227.24,209.26
218.48,227.18,209.25
220.48,227.17,209.07
218.88,227.62,209.09
218.85,227.23,209.3
218.99,227.52,209.28
218.74,227.11,209.29
221.42,227.13,209.21
225.61,226.89,209.23
225.78,227.18,209.52
219.17,229.27,209.15
218.42,227.29,209.28
218.52,227.76,209.24
218.81,227.25,209.13
225.71,227.89,209.22
218.72,227.56,209.2
218.57,230.46,209.23
218.61,227.86,209.23
218.74,227.91,209.13
218.58,227.2,209.09
218.63,227.2,209.43
218.69,227.27,209.29
219.15,227.25,209.04
218.45,227.05,209.18
218.81,227.14,209.16
218.48,227.56,209.19
218.7,227.62,209.5
218.58,227.55,209.26
218.75,227.2,209.49
218.67,227.55,209.33
218.78,227.03,209.36
218.67,227.24,209.17
218.52,227.59,209.29
218.88,227.35,209.39
218.92,227.25,209.33
218.57,227.29,209.2
218.7,227.17,209.15
218.71,227.41,209.17
220.68,227.11,209.37
218.64,227.42,209.07
218.75,227.29,209.26
219.24,227.1,213.23
218.87,227.18,209.25
218.46,227.08,209.3
218.74,227.13,209.09
218.6,227.15,213.17
218.99,227.09,209.25
218.67,227.6,209.22
218.9,227.59,209.16
218.8,227.51,209.75
218.85,227.55,209.16
218.75,229.46,209.38
220.49,227.64,209.14
218.51,227.31,209.33
218.63,231.01,209.17
218.67,227.45,209.14
218.61,227.68,209.07
218.95,227.66,209.6
218.97,227.8,209.25
218.43,227.22,209.28
218.58,227.29,209.32
218.72,227.45,209.27
218.77,227.07,209.21
218.49,227.15,209.33
218.65,227.46,208.97
218.55,227.42,209.33
218.82,227.08,209.18
218.98,227.21,209.37
219.31,227.34,209.22
218.64,227.32,209.41
218.66,227.35,209.24
218.54,230.65,209.24
218.69,227.27,209.28
218.74,227.47,209.25
218.83,227.13,209.09
218.66,227.16,209.46
218.66,227.07,209.28
218.58,227.08,209.15
218.77,227.17,209.22
218.5,227.29,209.19
218.69,227.16,209.29
218.92,227.23,209.27
218.52,227.49,209.41
218.56,227.28,209.22
218.65,227.56,209.17
218.49,227.65,209.31
218.69,227.38,3795.37
218.56,227.15,209.32
218.49,227.22,209.11
218.8,227.1,209.59
218.8,227.4,209.31
220.5,227.14,209.18
218.75,227.16,209.16
218.98,227.73,209.24
219.79,3810.91,209.33
218.91,227.23,209.16
218.82,227.87,209.13
3802.58,227.14,209.08
218.51,228.06,209.21
218.5,231.66,209.05
218.56,227.52,209.27
218.71,227.73,209.14
218.96,227.44,209.29
219.19,227.75,209.29
218.82,227.3,209.45
218.66,227.41,209.18
218.71,227.54,211.11
218.77,227.29,209.31
218.91,227.21,209.27
218.72,227.07,209.17
218.61,227.41,209.2
218.91,227.44,209.23
218.53,227.25,209.16
218.92,227.09,209.26
218.85,226.99,209.14
218.72,226.94,209.24
218.55,227.29,209.22
218.76,227.52,209.2
219.31,227.33,209.85
219.65,227.18,209.16
219.66,226.92,209.41
218.92,227.15,209.2
218.4,227.0,209.43
218.7,227.77,209.34
219.26,227.31,209.41
218.77,226.95,212.84
218.39,227.26,209.57
219.78,228.03,209.45
218.49,227.55,209.31
218.79,227.19,209.35
218.64,227.43,209.29
218.82,227.65,209.23
218.66,227.37,209.36
219.38,228.84,209.28
218.46,226.91,209.16
218.56,227.17,209.42
218.64,228.29,209.22
218.64,227.04,209.32
219.34,227.42,209.12
218.71,227.12,209.17
218.46,227.13,209.25
218.6,227.1,209.36
218.83,228.03,209.44
218.75,227.27,209.41
218.89,227.21,209.4
219.04,227.14,209.32
219.0,227.21,209.19
218.79,227.16,209.21
218.77,227.54,209.23
218.7,228.02,209.18
219.1,228.25,209.21
219.27,227.58,209.24
218.53,227.53,209.21
218.59,227.05,211.36
218.85,227.16,209.54
224.84,234.49,209.3
218.74,227.69,209.24
218.73,227.37,209.35
222.63,227.4,211.25
219.19,227.08,209.46
218.54,227.22,209.5
218.69,227.05,209.59
218.63,226.98,209.39
218.65,227.91,209.3
218.79,227.25,210.21
218.66,227.23,209.66
218.63,227.11,209.37
218.71,227.71,209.54
218.66,227.26,209.54
224.23,227.09,211.5
218.82,238.22,209.31
218.59,227.17,213.52
218.8,238.29,209.5
218.78,227.28,209.29
219.21,226.99,209.23
218.49,226.98,209.78
218.88,226.95,209.18
223.28,234.23,209.22
218.99,227.0,209.15
218.42,231.83,209.3
218.69,227.21,209.31
218.72,227.18,209.38
218.5,227.37,209.27
218.82,227.11,209.33
219.45,227.44,209.52
222.44,228.21,209.37
220.04,227.1,211.82
218.97,227.41,209.09
219.17,227.05,209.19
219.01,227.0,209.58
225.32,232.18,209.18
224.38,227.99,209.25
218.74,228.27,209.3
218.9,227.75,209.19
218.7,227.64,209.36
218.69,233.23,209.21
218.84,227.35,209.3
218.62,227.25,209.23
218.49,227.55,209.21
218.6,227.32,209.41
219.14,227.55,209.15
218.58,227.63,209.34
218.8,227.63,209.44
218.67,227.51,209.22
218.55,227.17,209.4
218.6,227.29,209.25
218.64,227.17,209.31
218.59,227.17,209.12
218.44,227.07,209.27
218.6,227.15,209.28
218.56,227.47,209.54
218.85,227.2,209.21
218.59,227.16,209.36
218.69,227.15,209.34
219.14,227.39,209.24
218.63,227.73,209.15
218.41,227.63,209.2
218.86,227.59,209.24
218.43,227.38,209.33
221.08,227.35,209.09
218.95,227.21,209.3
218.84,227.17,209.29
218.76,227.28,209.33
223.76,227.2,209.09
220.34,227.75,209.29
218.66,227.37,209.24
218.87,227.16,210.95
219.2,227.5,209.16
218.66,227.17,209.3
218.63,227.35,209.31
218.68,3811.27,209.31
218.61,227.44,209.12
218.51,227.24,3793.13
223.33,227.12,209.43
220.3,227.87,209.24
218.62,227.29,209.31
218.92,234.92,209.29
218.9,227.23,209.42
3800.07,227.53,210.66
218.58,227.09,209.09
218.43,227.26,209.19
218.72,227.16,209.12
218.66,227.38,209.46
218.55,227.47,209.16
219.06,227.42,209.15
218.68,227.12,209.31
218.34,227.72,209.13
218.7,239.28,209.28
218.62,227.42,209.15
218.79,227.13,209.4
219.1,227.2,209.28
218.59,227.19,209.29
218.85,227.44,209.12
219.02,227.3,209.03
218.94,227.38,209.26
218.56,227.48,209.42
218.71,227.01,209.32
218.54,227.33,209.09
218.48,227.32,209.22
218.69,227.29,209.26
219.0,227.21,209.19
219.54,227.13,209.31
218.41,227.49,209.11
218.99,227.42,209.28
218.51,227.34,209.31
218.63,227.2,209.22
218.85,227.08,212.3
218.71,227.3,209.1
218.86,227.23,209.48
219.18,226.98,209.43
219.08,227.23,209.41
218.88,227.13,209.14
218.8,227.11,209.04
218.57,227.16,209.46
218.81,227.37,209.32
218.81,227.31,209.41
218.99,227.16,209.33
219.02,227.12,210.17
218.51,227.2,209.33
218.49,227.12,209.61
218.56,227.12,209.1
218.59,228.1,209.31
222.39,227.93,209.34
218.55,227.36,209.2
218.47,227.1,209.11
227.38,229.84,209.19
220.84,227.2,209.19
218.68,227.48,210.94
218.82,227.37,209.07
219.02,227.97,209.26
218.71,227.15,209.14
219.1,230.73,209.34
218.6,227.32,211.34
218.56,227.41,209.17
218.39,227.38,209.28
218.78,226.94,209.16
218.59,227.26,209.25
218.64,227.29,209.17
218.72,229.86,209.29
218.81,227.08,209.16
221.83,227.13,209.22
221.66,227.4,209.12
218.74,227.4,209.05
218.64,227.24,209.3
218.79,227.31,209.21
218.58,227.37,209.54
218.48,227.1,209.38
218.59,228.78,209.28
218.74,227.27,209.48
218.49,227.27,209.29
218.4,227.1,209.27
218.69,227.54,209.15
218.58,227.26,209.16
218.84,227.28,209.32
218.88,227.99,209.33
218.63,227.43,209.31
220.22,226.97,209.32
218.75,227.54,209.33
218.67,227.21,209.4
219.03,227.02,209.46
218.55,227.05,209.23
218.44,231.05,209.19
218.56,227.13,209.74
218.68,227.24,209.31
218.77,227.2,209.19
218.6,227.71,209.04
218.47,227.42,209.23
218.6,227.03,209.21
218.46,227.52,209.32
220.45,227.21,209.64
218.89,227.2,209.16
220.29,227.89,209.49
219.95,227.18,209.37
219.86,227.09,209.47
218.95,228.45,209.13
218.89,227.53,209.22
218.84,227.03,209.33
218.82,227.49,209.52
221.16,227.75,209.15
218.64,227.32,209.26
219.1,227.11,209.27
218.58,227.05,210.12
218.7,227.14,209.29
218.67,227.11,209.17
218.62,227.16,209.11
218.62,227.0,209.06
218.77,226.94,209.26
218.7,227.27,209.26
218.62,227.25,209.19
218.52,227.19,209.37
218.65,227.49,209.14
218.44,227.13,209.24
218.7,227.52,209.4
218.82,227.21,209.33
218.8,227.78,209.27
218.61,227.17,209.06
218.56,227.38,209.23
218.43,227.05,209.38
218.79,227.2,209.14
218.71,227.18,209.22
219.19,227.5,209.27
218.41,227.2,209.38
220.3,230.3,209.12
218.68,227.21,209.24
219.69,227.28,209.43
218.88,3808.31,209.47
218.77,227.17,209.39
218.72,227.1,209.38
218.31,227.31,209.44
218.6,227.15,209.43
218.47,227.24,209.29
218.44,227.27,209.14
218.54,227.18,209.22
218.45,227.2,209.3
218.6,227.76,209.19
218.62,227.24,209.18
218.78,227.79,209.56
218.53,227.01,209.44
3802.97,229.91,209.27
218.74,227.22,3791.43
218.55,227.57,209.27
218.53,227.52,209.34
218.81,227.39,209.31
218.7,227.71,209.03
219.12,227.98,209.21
218.92,227.51,209.17
218.76,227.34,209.44
218.52,231.03,209.13
223.06,227.47,209.44
218.63,227.38,209.38
218.92,227.7,209.32
218.75,227.51,209.29
218.64,227.52,209.24
218.57,227.81,209.34
218.77,228.15,209.44
218.61,227.32,209.14
218.43,229.07,209.04
218.87,230.38,209.13
218.64,227.12,209.21
218.47,231.58,209.37
218.56,228.21,211.47
218.44,230.98,209.25
220.91,227.48,209.2
218.9,227.05,209.24
218.49,227.19,209.27
218.76,227.66,209.39
219.03,227.63,209.21
218.84,227.22,209.17
218.68,227.49,209.13
218.66,227.22,209.25
218.62,227.38,209.4
218.68,227.06,209.43
218.57,227.13,209.29
218.59,226.99,209.62
