P-521,p521_mlkem1024,mlkem1024
139.39,150.8,129.88
98.82,107.64,89.29
99.33,110.7,89.74
99.23,107.4,89.31
98.85,108.13,89.18
101.34,107.4,89.34
98.87,115.12,89.54
104.61,111.03,89.44
99.02,111.52,89.59
100.47,107.42,89.44
99.0,107.13,89.55
99.5,107.95,89.18
98.71,107.49,89.29
99.03,107.71,89.47
98.94,107.43,89.34
98.99,107.41,89.54
98.93,107.28,89.41
99.03,107.61,89.59
98.66,107.47,89.31
99.55,108.08,89.43
103.8,107.28,89.43
98.81,107.58,89.65
98.76,108.2,92.24
99.81,108.17,90.17
99.03,107.47,89.58
98.67,107.56,89.43
98.56,107.46,89.47
98.64,107.69,89.72
98.89,107.81,89.33
98.84,107.59,89.64
98.88,107.67,90.48
101.08,107.27,91.11
104.56,108.2,89.84
99.49,110.58,92.59
99.61,107.67,89.71
100.72,107.42,89.93
98.76,107.97,90.03
98.75,108.66,90.42
99.28,107.5,90.18
99.53,108.78,89.53
99.13,107.19,89.99
99.08,107.65,92.03
99.19,107.36,89.9
98.75,107.47,90.37
99.02,107.22,90.16
99.0,107.49,90.71
99.13,107.28,89.9
98.77,107.08,89.62
102.0,107.35,90.28
98.66,107.24,90.38
99.08,108.46,90.49
98.75,111.62,90.11
99.08,108.08,91.1
98.67,107.72,91.79
99.26,107.69,93.59
98.92,109.54,89.72
98.7,107.34,89.76
106.12,107.78,90.26
99.1,107.62,89.98
98.67,107.49,89.9
98.61,107.47,89.95
102.22,107.59,90.61
99.1,107.66,89.91
99.18,107.34,90.43
98.96,3692.01,90.04
98.93,107.46,89.79
98.93,110.74,89.9
99.2,107.83,90.53
99.57,108.9,90.41
99.06,107.63,89.56
98.73,107.68,89.69
101.58,107.51,89.45
98.9,107.83,90.26
100.19,107.51,89.95
99.49,107.5,90.22
100.4,107.58,89.24
99.01,107.66,89.37
98.96,107.42,89.63
99.39,108.19,89.59
99.56,110.14,89.63
101.75,107.27,89.36
100.04,107.53,89.91
99.23,107.39,89.13
99.13,107.52,89.22
98.5,107.72,89.41
99.38,107.14,89.26
98.7,107.74,89.32
98.91,108.62,89.42
98.96,107.63,89.53
100.78,107.72,89.34
99.44,107.22,89.3
100.75,107.22,89.3
98.76,107.73,89.44
98.79,107.27,89.3
98.69,107.46,89.33
99.52,113.25,89.64
98.91,107.66,89.39
99.03,107.37,89.93
99.03,107.44,89.44
99.41,108.23,89.31
99.14,107.42,89.47
104.38,107.86,89.55
99.1,108.47,89.56
99.24,108.34,89.35
103.42,107.8,89.24
101.4,108.08,89.41
98.97,107.81,92.15
100.19,107.68,89.53
104.53,110.83,89.5
101.63,108.13,89.4
3684.22,109.52,89.36
99.38,109.53,89.27
98.81,107.6,89.45
99.2,108.2,89.33
99.18,117.8,89.31
98.97,108.06,89.85
99.35,107.62,89.31
103.84,107.73,89.4
98.94,109.58,89.26
101.59,107.85,89.21
99.72,109.95,89.2
100.35,108.67,89.27
99.06,107.7,89.21
98.89,108.11,89.21
99.34,108.91,89.5
99.49,108.29,89.31
98.77,107.77,89.33
98.81,109.99,89.35
98.83,108.78,89.24
98.71,109.46,89.46
98.7,109.24,89.29
99.44,109.98,89.4
98.79,108.29,89.41
101.86,111.9,92.0
98.99,109.14,89.34
99.0,108.05,89.29
101.05,108.45,89.41
98.73,108.09,89.45
98.78,108.32,89.31
98.71,108.62,89.21
98.92,108.78,89.25
98.99,110.06,89.19
98.92,108.02,89.45
98.8,114.42,90.55
98.76,107.7,89.25
99.31,109.85,89.4
99.09,112.92,89.16
100.38,109.22,89.19
98.81,107.78,89.32
99.05,108.06,89.11
99.13,108.17,91.11
98.99,110.7,89.1
98.88,109.75,89.35
98.98,108.12,89.3
98.8,110.17,89.37
98.7,107.9,89.24
98.92,108.48,90.26
98.9,110.48,89.3
98.83,108.34,92.18
98.93,107.97,89.55
98.7,113.58,89.6
98.8,108.99,91.11
98.83,107.9,91.06
99.03,107.71,89.3
98.89,108.69,89.36
103.1,107.92,90.86
98.87,107.76,92.41
98.79,108.63,90.6
107.02,107.87,89.42
99.78,107.69,89.46
98.93,108.1,89.35
98.8,107.58,89.34
98.69,107.49,89.26
98.72,107.8,89.76
98.94,107.52,89.32
98.88,107.46,89.68
98.88,107.95,89.31
98.73,107.95,89.36
98.78,107.63,89.48
98.87,108.08,89.2
99.55,109.1,89.38
99.24,107.6,89.46
99.07,107.73,89.34
100.52,107.48,89.36
100.85,107.68,89.3
99.44,107.5,89.2
99.14,107.52,91.03
99.8,108.1,89.2
99.37,107.85,89.2
100.92,107.55,89.26
101.88,107.72,89.43
98.97,107.97,89.3
99.3,108.19,89.26
100.63,107.91,89.19
101.06,107.8,89.38
100.41,107.82,89.83
100.5,107.97,89.25
100.07,108.36,89.27
98.91,107.66,89.46
100.74,107.36,91.6
100.22,107.29,89.13
100.47,109.75,89.43
100.57,107.47,90.23
100.02,108.22,89.21
100.04,107.49,89.32
99.83,107.7,89.47
100.34,107.9,89.53
102.1,107.57,89.32
101.4,107.64,89.23
99.44,108.95,89.31
99.47,107.45,89.13
100.42,107.44,89.26
104.03,107.66,89.65
99.7,107.82,89.23
99.94,107.89,90.62
99.19,107.37,89.34
99.81,107.36,89.21
99.58,107.84,89.34
99.83,107.23,89.22
102.77,107.91,89.3
100.68,107.56,89.38
101.97,107.25,89.44
98.99,107.38,89.26
98.88,107.45,93.37
99.53,110.73,89.29
100.48,107.6,89.77
100.89,107.6,92.44
101.06,107.7,90.24
103.35,107.64,91.15
98.88,107.78,89.5
101.25,107.46,89.12
99.89,107.59,91.49
99.74,107.51,89.27
99.89,107.5,89.45
98.94,109.85,89.14
99.1,107.26,89.16
99.39,107.24,89.42
98.92,107.22,89.28
99.06,107.22,89.2
98.69,107.67,89.31
98.84,108.07,89.18
98.84,107.67,89.21
98.7,107.76,89.3
98.95,107.66,89.25
98.76,107.63,89.53
99.09,107.25,89.09
98.71,107.56,89.18
98.85,107.69,89.18
99.43,107.45,89.29
99.15,107.64,89.2
98.73,107.84,89.54
98.76,107.48,89.43
98.92,107.32,89.21
98.99,107.18,89.37
98.72,119.19,89.42
98.86,107.76,90.07
98.77,114.69,89.41
98.96,110.53,89.92
99.22,107.61,89.73
99.06,107.83,91.39
99.01,108.17,89.42
98.97,108.39,89.46
98.92,107.57,89.77
99.67,108.07,90.61
98.94,107.32,89.38
99.24,107.57,89.39
98.8,107.52,89.28
100.53,107.52,89.37
99.37,107.48,89.26
98.97,109.05,89.25
98.81,107.65,89.31
101.76,107.8,89.47
99.28,110.07,89.26
98.86,107.29,89.32
99.18,108.53,89.25
99.02,107.57,89.25
98.96,107.6,89.67
98.84,107.79,89.42
99.16,107.71,89.29
99.21,107.97,89.38
99.03,112.05,89.08
98.81,107.63,89.36
98.73,107.93,89.42
99.38,107.92,89.3
99.18,107.48,89.16
99.19,107.29,89.41
99.07,108.25,89.3
99.07,109.12,89.98
98.83,107.61,89.47
98.72,107.71,89.7
98.83,107.74,89.49
98.94,107.78,89.63
98.82,107.96,89.47
99.33,108.27,89.67
99.12,107.68,89.24
98.9,107.97,89.31
98.94,108.13,89.32
98.62,107.83,89.36
99.08,107.78,89.38
100.6,107.72,89.27
98.69,107.73,89.22
100.62,107.48,89.67
99.08,111.24,89.27
98.93,108.23,89.44
98.93,109.49,89.22
100.31,108.72,89.33
99.63,108.87,89.53
99.94,108.22,89.48
100.12,107.58,89.27
100.78,107.68,89.34
99.75,113.31,89.55
98.94,107.88,89.31
98.78,107.75,89.42
100.02,107.42,89.31
98.71,107.68,89.16
99.02,108.02,89.34
99.77,107.62,89.17
98.95,107.63,89.33
99.45,107.66,89.43
99.27,107.42,89.33
98.93,107.87,89.3
98.77,107.82,89.29
98.71,107.33,89.26
100.81,107.6,89.19
98.61,108.55,89.29
98.97,111.92,89.34
98.98,108.44,89.21
99.42,107.53,89.58
98.64,107.66,89.21
100.07,107.38,89.69
101.35,107.35,89.4
98.71,107.57,89.43
99.0,107.67,89.37
99.25,107.61,90.64
99.44,3692.31,89.38
99.33,108.5,91.35
99.31,108.08,89.71
98.79,107.96,89.45
100.34,108.28,90.01
98.92,107.94,90.33
98.72,108.07,89.7
102.53,107.96,90.47
98.94,108.03,92.22
98.63,108.16,89.86
98.94,108.79,90.12
98.95,108.17,93.91
98.94,107.83,90.1
98.85,108.41,89.9
98.73,108.15,90.06
98.94,108.12,90.89
98.84,107.86,93.34
98.56,107.85,90.46
98.75,108.19,90.14
100.17,117.8,90.92
98.82,113.05,90.47
98.78,113.63,89.98
98.83,109.83,90.0
98.84,109.57,90.3
98.98,107.8,90.3
98.79,107.69,90.16
98.91,108.79,89.77
98.7,109.09,89.94
98.84,107.66,90.12
98.71,108.69,90.22
98.74,107.66,91.02
98.66,107.7,89.9
99.04,107.66,89.72
98.79,107.98,90.24
98.88,107.73,90.3
98.8,107.84,89.99
99.08,108.03,89.59
98.84,111.54,90.49
98.67,111.77,90.75
98.56,107.74,90.45
98.65,110.09,89.61
98.61,117.5,90.08
99.99,107.32,89.54
98.64,111.56,89.45
98.85,113.66,90.0
98.86,110.7,91.12
98.72,109.88,89.84
98.78,109.67,90.75
98.89,110.02,89.79
98.88,108.19,89.35
98.94,115.62,89.31
98.68,113.27,89.36
99.49,109.09,89.27
98.81,108.24,89.31
99.76,108.82,89.25
98.64,109.22,89.3
98.82,108.24,89.15
98.75,115.45,89.22
98.9,109.74,89.17
98.62,108.7,89.38
98.82,109.35,89.23
98.66,109.6,89.32
99.18,108.04,89.4
99.95,111.81,89.4
99.2,109.89,90.28
98.75,111.82,90.98
100.95,116.86,89.33
99.04,110.14,89.91
3681.74,113.95,91.15
98.63,108.42,89.2
101.27,113.03,89.29
98.91,109.79,89.73
99.02,110.89,89.53
98.89,110.26,89.31
98.74,109.74,89.31
98.57,110.1,89.76
98.86,111.2,89.25
99.09,110.3,89.89
98.68,109.09,89.33
98.78,116.82,89.32
98.6,108.77,89.2
98.87,109.47,89.18
99.17,111.43,89.35
98.93,110.3,89.33
98.7,108.72,89.22
98.56,108.47,89.35
98.65,107.96,89.36
98.93,107.92,89.27
99.0,107.96,91.35
99.25,107.83,89.21
98.79,108.4,90.55
98.92,107.59,90.94
98.67,108.01,89.38
99.17,107.89,89.35
98.95,108.67,89.3
98.73,107.54,89.23
98.84,108.02,89.11
98.59,107.2,89.6
99.01,107.55,89.36
99.08,107.77,89.25
99.0,107.79,89.43
99.26,107.73,90.1
105.51,107.85,91.25
99.36,109.48,89.28
98.87,107.73,89.43
98.71,107.61,89.55
99.07,109.12,89.57
98.93,107.67,89.4
98.65,112.69,89.34
98.82,107.65,89.5
98.46,107.23,89.35
98.74,107.74,89.43
98.71,107.86,89.56
98.69,107.49,89.27
98.75,107.61,89.33
99.24,107.37,89.27
99.02,107.33,89.41
99.11,107.97,89.28
98.92,108.02,91.74
98.89,110.52,89.39
98.69,108.02,89.28
