P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.84,7.08,21.18,12.23,6.84
6.65,4.99,19.98,9.66,4.55
6.46,4.84,15.94,9.12,4.27
7.11,5.04,17.27,7.84,4.09
6.43,5.03,14.71,8.34,3.9
6.59,6.08,14.91,7.62,6.61
6.64,5.78,16.86,7.83,4.24
8.49,5.8,14.94,9.28,4.22
7.79,5.69,13.93,10.36,5.73
6.5,6.41,15.1,7.46,4.32
6.35,4.61,15.36,6.95,4.25
6.53,4.83,17.29,7.54,4.2
7.11,4.93,20.66,7.42,4.38
8.02,5.12,15.6,7.84,4.99
7.13,4.88,14.36,7.35,4.36
8.11,4.53,15.61,7.43,4.27
6.83,4.61,15.03,8.66,4.27
1006.59,1005.49,14.53,7.4,4.08
6.86,4.67,14.0,7.14,5.91
9.38,4.54,14.9,7.97,5.58
6.36,4.63,14.28,7.63,5.26
6.11,4.5,14.01,7.43,4.11
8.35,6.04,14.5,8.83,4.74
6.11,4.6,14.55,1009.28,4.38
6.1,6.62,14.85,6.85,6.29
6.25,4.48,14.17,7.33,4.3
7.32,5.06,15.12,7.01,5.02
7.82,4.83,14.6,7.51,4.21
6.28,4.65,14.67,6.96,4.37
7.42,4.63,16.98,7.41,4.11
7.2,4.71,14.31,7.11,4.46
6.85,5.78,14.92,7.38,4.0
6.58,6.29,14.56,8.29,6.4
6.32,5.62,14.53,7.32,4.9
7.03,4.63,14.9,8.28,4.29
9.05,6.54,1033.32,6.93,1003.32
6.09,4.73,15.31,7.09,4.73
6.54,4.64,15.13,7.63,4.08
6.21,4.72,15.69,7.33,4.41
5.96,5.1,18.01,7.38,5.37
6.0,5.48,22.67,7.26,4.16
6.17,5.0,14.24,6.78,5.9
6.71,4.57,14.02,7.13,6.47
6.29,5.41,14.59,7.56,4.64
6.0,5.86,1017.51,6.98,5.3
5.96,4.64,14.74,6.95,4.09
6.47,4.57,15.82,6.94,4.09
7.36,5.21,15.81,7.38,4.21
6.77,4.81,19.35,7.1,4.16
1006.42,5.87,16.5,7.39,4.14
6.8,6.45,20.22,7.17,4.08
6.16,5.73,17.75,7.51,4.22
6.15,4.68,14.39,7.22,3.95
1007.27,4.77,14.18,7.15,1003.54
1006.54,5.29,14.67,9.13,5.72
6.38,6.04,14.3,7.39,4.26
6.48,7.72,14.14,7.35,4.03
6.03,5.8,14.49,7.73,4.09
6.29,8.65,17.0,8.48,1003.53
6.77,4.97,14.39,7.02,4.52
6.27,4.75,19.55,7.58,4.26
7.18,4.43,15.87,6.87,4.02
7.99,4.99,14.09,6.83,4.81
6.51,4.71,14.97,7.14,4.21
7.12,4.88,14.66,7.12,4.57
6.45,4.66,14.23,6.75,4.32
6.35,1004.92,14.85,7.32,4.06
9.95,4.45,14.61,10.88,5.91
6.45,4.57,14.8,7.29,5.11
6.28,1005.75,22.02,7.13,4.04
7.3,4.54,14.39,6.92,5.93
6.66,4.51,14.06,10.58,4.47
6.45,6.01,14.11,7.07,4.43
6.77,4.66,14.11,9.32,5.36
6.74,6.02,14.26,7.5,3.99
7.02,1008.04,14.49,7.4,4.65
3005.78,4.96,19.05,7.08,4.93
6.73,5.39,16.98,6.8,4.21
6.49,5.76,15.27,7.08,4.26
7.08,5.08,14.53,8.01,5.08
6.43,5.25,14.85,7.16,4.0
6.17,5.11,15.06,6.95,4.15
6.24,5.7,20.28,7.64,4.56
5.88,8.33,15.03,7.25,4.15
10.19,6.73,17.47,7.02,4.74
6.37,1005.49,18.82,8.04,4.43
7.7,5.99,15.2,8.17,1004.06
6.5,6.81,15.38,7.68,4.23
6.39,4.78,22.25,7.63,3.99
6.14,4.47,19.65,7.34,5.01
7.85,1005.41,14.86,7.96,3.98
6.22,4.73,14.36,8.03,5.51
6.2,4.74,14.73,8.52,5.45
6.13,4.86,15.4,8.61,4.17
6.31,5.78,14.5,7.54,5.91
6.86,5.62,14.69,7.07,4.15
6.19,5.79,15.46,8.38,5.16
6.02,7.08,16.08,6.96,5.49
6.11,1005.12,18.46,7.75,5.21
5.95,7.33,19.13,10.23,4.28
1006.22,5.01,14.09,7.44,5.94
6.22,4.81,15.84,9.95,4.35
6.03,5.24,14.52,7.51,5.58
6.13,6.36,15.2,7.42,4.19
8.85,4.76,14.93,8.56,4.17
6.33,5.61,15.87,8.11,4.06
6.59,4.79,16.68,7.34,4.18
6.23,6.48,16.07,10.13,3.98
8.34,6.03,22.07,9.23,6.97
8.83,4.56,23.96,9.87,4.38
6.65,5.61,16.62,8.36,4.28
6.31,4.45,14.66,8.32,4.68
6.06,4.67,16.48,7.41,4.05
6.25,4.71,21.28,7.85,1004.85
6.16,7.8,16.54,6.98,4.08
6.45,7.11,14.54,1033.77,4.11
6.65,5.01,20.39,7.15,1004.09
6.11,5.29,14.89,7.33,4.16
6.0,5.59,1021.01,6.91,1003.89
6.0,7.12,14.12,7.15,4.05
6.1,5.18,1018.82,7.32,4.07
3004.64,6.05,14.28,6.89,5.42
6.44,5.08,19.72,7.06,4.77
6.28,5.85,15.46,7.23,5.99
6.07,5.76,1023.38,1006.32,4.15
6.23,1003.89,17.85,7.2,4.1
6.33,4.57,14.5,7.29,5.87
6.67,4.87,17.54,8.12,4.08
6.13,6.74,14.59,8.58,4.07
6.08,5.48,21.0,7.03,4.35
6.92,4.6,16.06,6.82,6.22
6.33,5.75,17.56,6.76,4.15
8.08,6.66,19.85,6.99,4.17
6.78,5.07,15.32,8.78,1004.46
6.78,4.65,20.24,8.2,4.45
1010.89,4.87,15.31,7.11,4.22
7.5,4.5,21.29,6.89,4.17
6.79,4.59,14.66,6.72,5.69
6.32,4.74,15.17,6.87,4.78
6.14,4.78,14.16,6.94,1004.2
1008.46,5.47,15.82,7.5,4.23
7.41,5.86,20.98,7.0,4.03
6.36,4.81,14.8,7.44,4.1
5.87,5.14,18.27,7.17,4.12
7.49,5.27,14.86,7.11,4.18
8.18,1005.76,14.04,7.29,5.7
6.22,1004.38,14.91,1013.4,5.85
8.64,5.0,13.95,9.38,4.59
6.46,4.8,16.53,8.6,1004.46
6.58,4.46,14.18,7.15,4.64
7.03,4.74,15.91,8.4,4.16
6.34,1005.26,17.21,7.3,5.04
7.43,4.46,15.79,7.61,5.54
6.25,5.73,15.04,7.11,5.02
7.29,4.55,25.0,7.12,4.66
1006.09,4.38,18.44,7.09,5.67
6.26,4.37,14.76,7.32,4.64
6.37,4.47,15.08,7.64,4.57
1006.02,4.39,17.04,7.65,4.88
6.28,4.55,15.55,1033.83,4.24
6.07,5.76,20.14,9.61,4.33
6.17,4.87,17.57,8.04,4.47
5.87,5.91,1029.86,8.03,4.5
5.98,6.14,15.24,7.15,4.08
6.24,4.57,16.77,8.5,5.74
5.98,4.53,1019.9,7.09,4.13
1008.4,4.38,14.69,1014.48,4.72
6.2,4.64,23.39,7.62,4.51
6.07,7.0,17.77,7.58,1004.07
6.33,5.17,18.17,7.19,4.24
6.18,5.96,14.75,7.34,4.11
6.18,4.79,14.71,7.62,5.29
6.73,4.77,22.7,7.62,4.33
6.32,4.64,14.87,8.36,4.84
6.27,4.48,22.07,7.71,4.86
7.6,6.54,1022.26,10.13,4.27
6.36,4.65,14.65,8.03,4.06
6.26,5.15,14.56,1023.48,4.07
6.32,4.94,18.72,7.17,4.3
9.1,4.46,15.77,7.07,5.01
6.6,6.75,20.02,1010.82,4.08
6.19,5.69,22.73,7.96,5.01
7.71,5.39,20.23,7.46,6.66
8.3,6.0,14.79,8.31,4.81
6.43,1005.65,14.46,1013.69,5.66
6.25,6.05,14.35,9.0,4.25
8.65,4.9,22.24,8.13,4.25
6.36,5.86,15.8,7.53,6.12
6.33,4.73,19.26,7.05,4.19
6.22,8.19,22.55,1009.63,4.31
6.56,4.86,14.81,7.1,4.32
7.09,6.19,15.34,6.95,6.59
6.82,1004.94,15.07,7.75,5.53
6.26,5.06,15.2,7.41,3.96
6.3,6.71,17.19,1009.51,4.24
6.35,5.17,15.11,7.48,4.65
6.1,5.8,15.07,8.75,4.61
5.85,4.77,15.22,6.95,4.44
6.16,4.78,16.17,8.83,4.34
6.06,5.1,14.26,10.16,3.96
5.84,4.7,21.83,8.24,4.25
6.38,6.36,22.0,7.29,5.05
6.0,7.1,15.36,8.17,4.46
6.51,5.16,15.46,7.32,6.65
9.69,5.35,14.3,6.99,1003.89
6.07,5.3,15.23,8.67,4.33
5.98,4.78,14.71,7.0,4.03
6.24,4.78,18.62,7.32,4.21
6.05,5.34,14.88,8.78,4.16
6.58,4.89,14.65,8.52,1005.65
6.17,5.5,14.62,7.27,4.17
6.01,5.13,14.34,7.2,3.7
6.17,4.87,15.29,7.78,4.06
7.33,4.61,17.66,7.56,5.63
6.49,4.64,1015.59,8.24,4.71
6.19,4.77,15.39,7.83,1004.17
6.2,4.69,14.11,8.11,4.27
10.4,4.83,15.4,6.83,4.39
6.47,4.76,22.04,11.04,5.93
6.02,5.91,14.84,7.0,4.56
6.29,5.77,15.81,6.76,4.96
6.16,4.63,16.59,7.06,4.82
5.78,4.59,14.21,6.75,4.55
7.61,6.84,14.0,6.84,4.01
6.4,4.68,1015.76,8.61,4.17
6.16,4.78,14.9,7.13,4.53
6.28,6.31,14.47,10.49,4.17
6.01,6.0,18.09,6.91,4.16
6.26,4.81,13.97,9.4,3.91
6.19,4.46,15.24,7.82,4.19
6.37,4.61,14.78,6.86,4.15
6.6,4.98,15.08,6.83,4.49
6.67,6.43,15.72,7.07,4.74
5.96,4.63,15.65,1009.34,4.42
6.38,5.18,14.23,6.8,4.87
6.57,5.12,1016.52,6.93,4.79
6.17,4.92,14.03,6.77,5.48
6.08,4.7,13.86,7.12,5.39
